RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Aubrey Coleman|HOU|G|35|36.9|25.6|8.7|20.5|42.5|1.5|4.6|31.7|6.7|9.1|73.7|7.4|2.6|2.7|0.2|2.3
2|Adnan Hodzic|LIP|F|30|32.3|22.7|9.0|14.8|60.4|0.0|0.0|0.0|4.8|7.1|67.6|9.1|0.8|0.5|0.4|2.7
3|Marquez Haynes|UTA|G|30|33.3|22.6|7.2|14.8|48.3|2.1|5.1|40.9|6.2|8.3|74.6|4.3|3.7|1.5|0.3|3.6
4|Devan Downey|SC|G|31|34.0|22.5|7.6|19.1|40.0|2.2|6.5|34.2|5.0|6.0|83.4|3.3|3.5|2.7|0.0|3.5
4|Adrian Oliver|SJSU|G|31|36.1|22.5|7.4|17.0|43.7|1.6|4.0|40.8|6.1|6.8|88.7|5.3|2.9|1.0|0.5|3.2
6|James Anderson|OKST|G|33|34.1|22.3|6.8|15.0|45.7|2.2|6.6|34.1|6.3|7.8|81.0|5.8|2.4|1.4|0.6|2.4
7|Jimmer Fredette|BYU|G|34|31.1|22.1|6.6|14.4|45.8|2.3|5.1|44.0|6.6|7.4|89.2|3.1|4.7|1.2|0.1|2.7
8|Landry Fields|STAN|G-F|32|36.3|22.0|7.8|15.8|49.0|0.9|2.7|33.7|5.6|8.0|69.6|8.8|2.8|1.6|0.8|2.6
9|Luke Babbitt|NEV|F|34|37.1|21.9|7.4|14.8|50.0|1.2|3.0|41.6|5.9|6.4|91.7|8.9|2.1|1.0|0.8|2.4
10|Luke Harangody|ND|F|30|33.0|21.8|8.1|16.9|48.1|0.8|2.7|30.9|4.7|5.9|78.7|9.1|1.6|0.5|0.7|1.8
11|Michael Deloach|NORF|G|30|35.9|21.7|7.9|15.8|50.2|1.2|3.8|31.3|4.7|6.9|67.3|4.4|3.3|2.6|0.1|4.1
12|David Kool|WMU|G|33|35.0|21.6|6.7|14.9|44.9|1.9|5.3|35.8|6.3|7.1|89.7|4.1|2.6|1.8|0.0|2.2
13|Reggie Holmes|MORG|G|37|33.1|21.5|6.1|15.8|38.9|2.7|7.6|36.1|6.5|7.9|82.0|4.3|0.8|1.5|0.2|2.0
14|Dominique Jones|USF|G|33|37.1|21.4|6.7|14.9|45.0|1.6|5.1|31.1|6.3|8.5|74.1|6.1|3.6|1.7|0.6|2.9
15|Artsiom Parakhouski|RAD|C|31|34.7|21.4|8.1|13.9|58.1|0.1|0.4|25.0|5.1|9.1|56.2|13.4|1.1|0.6|2.1|2.4
16|Omar Samhan|SMC|C|34|32.3|21.3|8.3|15.0|55.3|0.0|0.0|0.0|4.7|6.5|72.7|10.9|1.0|0.4|2.9|2.1
17|Anatoly Bose|NICH|G-F|30|35.4|21.1|6.5|14.7|43.9|2.9|7.5|38.4|5.3|7.1|74.3|6.0|2.0|1.1|0.3|2.8
18|Chris Harris|NAVY|G|30|34.9|21.1|6.1|17.1|35.7|2.9|8.6|34.2|5.9|6.8|87.3|2.5|1.9|2.0|0.1|2.9
19|Denzel Bowles|JMU|F|25|32.8|20.8|8.1|13.7|59.4|0.0|0.0|0.0|4.6|6.9|66.3|9.2|2.5|0.5|1.4|3.4
20|Charles Jenkins|HOF|G|34|36.3|20.6|6.9|15.6|44.3|1.9|4.5|40.9|5.0|6.2|80.5|4.5|3.9|1.8|0.6|3.2
21|Jordan Crawford|XAV|G|35|32.8|20.5|7.4|16.1|46.2|2.3|5.8|39.1|3.4|4.4|77.3|4.7|2.9|1.3|0.2|2.4
22|Jeremy Hazell|HALL|G|32|31.7|20.4|6.9|16.3|42.3|3.1|9.1|33.8|3.6|4.8|75.8|3.5|1.5|1.5|0.2|1.2
23|Evan Turner|OSU|G-F|31|35.8|20.4|7.6|14.7|51.9|0.6|1.8|36.4|4.5|5.9|75.8|9.2|6.0|1.7|0.9|4.4
24|Donald Sims|APP|G|37|34.4|20.4|6.2|13.5|45.7|3.3|7.8|42.7|4.7|5.0|95.1|3.2|2.3|0.9|0.0|2.4
25|Jahmar Young|NMSU|G|34|34.8|20.3|6.7|14.6|45.9|2.1|5.7|37.4|4.7|5.6|83.8|3.5|3.1|0.8|0.2|2.7
26|Malcolm Delaney|VT|G|33|35.7|20.2|5.7|14.6|38.7|1.9|6.2|30.6|7.0|8.3|84.2|3.7|4.5|1.2|0.1|3.0
27|Damian Lillard|WEB|G|31|34.3|19.9|6.0|13.8|43.1|2.7|6.9|39.3|5.3|6.2|85.3|4.0|3.6|1.1|0.1|2.4
28|Kevin Foster|SCU|G|6|31.5|19.8|6.0|18.5|32.4|3.7|11.8|31.0|4.2|5.0|83.3|2.8|2.8|2.2|0.2|3.5
28|Robert Glenn|IUPU|F|36|31.1|19.8|7.2|12.4|58.1|0.1|0.6|21.7|5.3|7.0|75.5|6.7|1.7|1.2|1.4|3.1
30|Ricky Harris|MASS|G|31|31.2|19.8|7.0|16.3|42.7|2.2|7.3|30.2|3.6|5.0|72.9|3.5|2.9|1.3|0.1|3.6
31|Ben Smith|JAX|G|33|37.5|19.8|5.7|13.9|40.8|2.5|6.8|35.8|6.0|7.7|77.9|3.2|3.6|2.0|0.1|2.0
32|Xavier Silas|NIU|G|25|31.6|19.7|5.6|14.7|38.3|2.1|6.5|32.1|6.4|7.8|81.1|5.3|1.6|0.8|0.5|2.4
