RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Markus Howard|MARQ|G|29|33.2|27.8|8.2|19.3|42.2|4.2|10.1|41.2|7.3|8.6|84.7|3.5|3.3|0.9|0.0|3.4
2|Jhivvan Jackson|UTSA|G|32|34.5|26.8|9.1|21.7|41.8|3.8|10.7|35.4|4.8|5.7|85.2|5.6|2.4|1.4|0.2|2.8
3|Jermaine Marrow|HAMP|G|28|37.8|24.8|7.9|19.4|40.7|2.1|7.2|29.4|6.9|9.0|76.2|3.2|6.5|1.2|0.1|3.0
4|Antoine Davis|DETM|G|30|36.8|24.3|7.9|20.8|38.0|3.4|10.4|32.4|5.1|5.7|90.1|3.1|4.5|1.7|0.1|4.5
5|Luka Garza|IOWA|C|31|32.0|23.9|9.3|17.1|54.2|1.3|3.5|35.8|4.1|6.3|65.1|9.8|1.2|0.8|1.8|1.8
6|Mike Smith|MICH|G|30|37.7|22.8|8.3|19.3|43.2|2.1|6.1|34.1|4.1|5.0|81.3|4.1|4.5|1.5|0.0|3.0
7|Jerrick Harding|WEB|G|29|34.0|22.2|8.1|16.6|48.8|2.1|6.5|32.8|3.9|4.5|86.3|2.9|2.2|1.0|0.1|2.8
8|Mason Jones|ARK|G|31|33.9|22.0|6.2|13.6|45.3|2.2|6.3|35.1|7.5|9.1|82.6|5.5|3.4|1.6|0.2|3.2
9|Ben Stanley|ODU|F|34|35.1|22.0|8.7|15.1|57.4|0.4|1.3|33.3|4.2|6.6|64.3|7.2|0.7|0.4|1.5|1.9
10|Jordan Roland|NE|G|33|36.2|21.9|7.5|15.7|48.1|2.9|7.3|39.4|3.9|4.4|88.4|3.3|1.8|1.6|0.2|1.7
11|Grant Riller|COFC|G|31|33.5|21.9|7.3|14.7|49.9|1.5|4.2|36.2|5.7|6.9|82.7|5.1|3.9|1.6|0.3|3.2
12|Jordan Ford|SMC|G|34|38.0|21.9|7.9|16.1|49.2|2.5|6.1|41.1|3.4|4.1|83.6|3.0|2.3|1.4|0.0|1.5
13|Terry Taylor|APSU|G|33|36.6|21.8|8.6|15.7|55.0|1.2|3.9|32.0|3.2|5.0|65.2|11.0|1.4|1.3|1.3|2.4
14|Jalen Harris|NEV|G|30|33.0|21.7|7.5|16.7|44.6|2.2|6.2|36.2|4.5|5.5|82.3|6.5|3.9|1.1|0.1|2.4
15|Trevon Allen|IDHO|G|30|33.6|21.6|7.6|17.0|44.9|2.1|5.2|40.0|4.2|5.2|81.4|4.9|1.7|1.7|0.1|2.7
16|Marcus Burk|IUPU|G|32|34.8|21.3|7.4|17.1|43.2|2.9|7.5|38.6|3.6|4.6|78.2|3.4|1.9|1.2|0.3|2.4
17|Myles Powell|HALL|G|28|31.5|21.0|7.0|17.5|39.8|2.8|9.2|30.6|4.3|5.4|79.5|4.3|2.9|1.2|0.2|2.8
18|Nate Darling|DEL|G|32|38.2|21.0|6.8|15.3|44.6|3.3|8.4|39.9|4.0|4.7|85.4|3.9|2.8|0.8|0.2|2.8
19|Nathan Knight|W&M|F|32|29.6|20.7|7.1|13.5|52.4|0.9|3.0|30.5|5.6|7.3|77.3|10.5|1.8|0.8|1.5|2.6
20|Terrell Brown Jr.|WASH|G|29|36.0|20.7|7.8|18.8|41.4|0.6|1.9|29.1|4.6|5.9|78.4|6.2|4.9|1.6|0.4|2.6
21|Ryan Daly|JOES|G|30|34.7|20.6|7.2|17.0|42.5|1.9|6.0|31.1|4.3|5.9|73.3|6.8|4.3|1.2|0.4|2.9
22|Colbey Ross|PEPP|G|32|37.7|20.5|6.3|15.8|40.2|2.3|6.6|34.9|5.5|6.4|85.4|4.7|7.2|1.1|0.2|4.4
23|Payton Pritchard|ORE|G|31|36.6|20.5|7.0|14.9|46.8|2.8|6.8|41.5|3.7|4.5|82.1|4.3|5.5|1.5|0.0|2.7
24|Eugene German|NIU|G|31|32.7|20.5|7.3|17.5|41.5|2.4|7.2|33.3|3.5|4.9|71.9|4.1|2.7|1.0|0.2|2.3
25|Quintin Dove|UTM|F|29|33.7|20.2|7.3|13.0|56.5|0.7|2.1|32.3|4.8|6.2|78.2|7.9|1.0|0.4|0.3|2.2
26|Daniel Oturu|MINN|C|31|33.9|20.1|7.7|13.6|56.3|0.6|1.7|36.5|4.1|5.8|70.7|11.3|1.1|0.5|2.5|2.8
27|Obi Toppin|DAY|F|31|31.6|20.0|7.9|12.5|63.3|1.0|2.6|39.0|3.2|4.5|70.2|7.5|2.2|1.0|1.2|2.2
28|Carlik Jones|LOU|G|32|33.0|20.0|6.8|14.0|48.8|1.5|3.6|40.9|4.9|6.1|81.4|5.1|5.5|1.4|0.2|2.3
29|Andrew Kostecka|L-MD|G|29|31.5|19.9|6.6|13.1|50.4|1.6|4.6|34.8|5.0|6.1|82.5|5.2|2.6|1.9|0.6|2.5
30|Marreon Jackson|ASU|G|32|35.3|19.8|6.1|14.9|40.9|3.1|8.4|36.9|4.6|5.6|81.6|4.3|5.4|1.5|0.0|3.1
31|Loren Cristian Jackson|AKR|G|31|34.2|19.8|6.3|13.5|46.5|3.0|6.9|42.8|4.4|5.0|87.7|2.7|4.5|1.0|0.0|2.3
32|Terrell Gomez|SDSU|G|32|37.1|19.8|6.5|14.8|43.9|3.5|7.9|44.0|3.4|3.6|94.8|2.5|2.3|0.8|0.0|1.4
33|Sayeed Pridgett|MONT|G|31|36.2|19.8|8.1|15.8|51.1|0.4|1.6|24.5|3.3|4.7|68.7|7.2|3.9|1.5|0.5|3.3
34|Zach Cooks|HOF|G|30|37.6|19.7|6.8|16.8|40.5|1.8|5.8|30.5|4.3|5.6|77.8|5.2|2.2|1.8|0.1|2.3
35|John Crosby|DSU|G|32|35.2|19.7|6.9|16.1|42.9|1.8|5.7|31.7|4.1|5.3|77.4|5.2|3.3|1.2|0.1|4.0
36|Breein Tyree|MISS|G|31|34.6|19.7|6.4|15.0|42.7|2.1|5.7|36.0|4.8|5.8|82.2|3.7|2.5|1.3|0.1|2.5
36|Jayden Gardner|UVA|F|31|34.3|19.7|7.2|13.8|52.1|0.1|0.6|20.0|5.2|7.0|73.4|9.2|2.2|1.1|0.5|2.7
36|AJ Green|UNI|G|31|34.8|19.7|6.6|15.8|41.6|2.9|7.5|39.1|3.6|3.9|91.7|3.0|3.0|0.7|0.0|2.9
39|Sam Merrill|USU|G|32|35.0|19.7|6.1|13.2|46.1|2.8|6.8|41.0|4.7|5.3|89.3|4.1|3.9|0.9|0.1|1.6
40|Raiquan Clark|LIU|G|32|35.3|19.5|7.1|14.1|50.1|0.8|2.5|32.1|4.6|6.9|66.4|7.3|1.7|1.2|0.7|3.5
41|Sam Sessoms|COPP|G|29|35.7|19.4|7.2|17.3|41.5|2.2|7.0|31.5|2.9|3.5|81.4|5.0|4.8|1.6|0.1|3.4
42|Nijal Pearson|TXST|G|31|34.9|19.4|6.5|15.4|42.3|2.3|6.6|35.3|4.0|5.2|77.2|5.4|2.5|1.3|0.3|2.4
43|Christian Lutete|UML|G|32|33.7|19.3|6.9|13.3|51.6|2.0|5.4|37.4|3.6|5.2|69.1|7.0|1.6|0.8|0.1|2.2
44|Parker Stewart|UTM|G|25|36.2|19.2|6.3|15.2|41.2|2.8|8.2|34.8|3.8|5.0|76.6|4.6|3.8|0.8|0.4|3.3
45|Jibri Blount|NCCU|F|31|36.8|19.1|7.0|13.3|52.5|0.7|2.3|31.9|4.4|6.2|71.2|9.3|1.6|2.1|0.6|3.1
45|Remy Martin|KU|G|31|33.8|19.1|6.6|15.2|43.2|2.0|6.1|33.5|3.9|5.1|77.2|3.1|4.1|1.5|0.0|3.1
47|Anthony Edwards|USA|SG|32|33.0|19.1|6.3|15.8|40.2|2.3|7.7|29.4|4.1|5.3|77.2|5.2|2.8|1.3|0.6|2.7
48|Elijah Hughes|SYR|F|32|36.7|19.0|6.2|14.5|42.6|2.4|7.2|34.1|4.2|5.2|81.3|4.9|3.4|1.2|0.8|2.3
49|Javon Freeman-Liberty|DEP|G|33|33.2|19.0|6.9|15.8|43.6|1.5|5.4|28.7|3.7|5.0|75.0|6.1|3.2|2.2|0.3|2.5
50|Matt Lewis|JMU|G|30|35.6|19.0|6.0|14.6|41.0|2.7|7.2|37.3|4.3|6.0|71.5|5.5|3.4|1.0|0.3|2.3
51|Ian DuBose|WAKE|C|29|33.2|19.0|6.0|13.8|43.9|1.6|4.8|32.6|5.3|6.9|77.5|7.3|3.8|1.4|0.3|3.9
52|Fatts Russell|MD|G|30|35.7|18.8|6.0|15.5|38.8|2.0|5.6|35.7|4.8|5.9|82.4|3.4|4.6|2.9|0.2|2.2
53|Isaiah Blackmon|SFPA|G|30|34.0|18.8|6.3|14.0|44.9|2.7|6.6|41.2|3.5|4.2|83.2|5.3|1.5|1.7|0.3|1.9
54|Justin Turner|BGSU|G|25|32.3|18.8|6.3|14.8|42.7|1.6|4.3|36.1|4.6|5.4|85.1|4.6|2.5|0.8|0.2|2.1
55|E.J. Crawford|IONA|G|28|36.9|18.8|6.2|13.3|46.6|1.2|3.8|31.1|5.2|6.2|83.9|5.3|1.8|1.0|0.5|2.7
55|Keaton Wallace|UTSA|G|32|34.8|18.8|6.4|16.2|39.5|2.9|8.2|35.1|3.1|3.9|80.6|4.5|3.1|1.3|0.3|2.3
57|Marlon Stewart|UND|G|33|34.2|18.6|5.7|13.2|43.2|1.9|5.4|35.6|5.2|6.7|78.3|5.5|5.1|0.7|0.1|2.9
58|Cassius Winston|MSU|G|30|32.7|18.6|6.2|13.8|44.8|2.4|5.6|43.2|3.8|4.5|85.2|2.5|5.9|1.2|0.0|3.2
59|Ade Murkey|DEN|G|31|32.3|18.6|6.6|13.7|48.1|1.0|2.4|40.0|4.4|6.0|73.1|6.3|2.1|1.2|0.8|2.1
59|Ahsan Asadullah|LIP|C|31|29.8|18.6|8.1|15.6|52.0|0.1|0.5|20.0|2.2|4.3|51.9|10.1|3.9|1.2|1.2|3.1
59|Sha'markus Kennedy|MCN|ATH|31|31.8|18.6|7.3|10.7|67.9|0.0|0.1|25.0|4.0|5.1|77.8|10.9|1.5|0.7|2.6|2.3
62|Saben Lee|VAN|G|32|32.9|18.6|6.3|12.9|48.3|1.2|3.8|32.2|4.8|6.4|75.2|3.5|4.2|1.5|0.3|3.1
63|Douglas Wilson|SDSU|F|29|29.7|18.6|7.7|12.2|62.8|0.0|0.2|0.0|3.2|4.8|66.7|6.4|1.8|0.8|0.8|2.6
64|Charles Williams|HOW|G|33|34.2|18.5|6.5|15.7|41.4|1.5|4.8|30.0|4.1|5.8|70.2|4.3|1.2|0.7|0.5|1.7
65|Kira Lewis Jr.|ALA|G|31|37.6|18.5|6.6|14.5|45.9|1.8|4.9|36.6|3.4|4.2|80.2|4.8|5.2|1.8|0.6|3.5
66|Sa'eed Nelson|AMER|G|29|36.2|18.5|7.1|14.6|48.8|0.5|2.3|21.2|3.7|5.7|65.5|5.1|4.7|2.8|0.4|3.5
67|Tres Tinkle|ORST|F|31|34.5|18.5|6.1|13.8|44.0|1.6|4.8|34.5|4.7|5.8|81.0|6.8|3.2|1.7|0.5|2.3
68|Marcus Sheffield |IIELON|G|34|33.3|18.4|6.3|15.0|41.7|2.1|5.2|40.4|3.8|4.6|81.6|5.2|2.8|0.8|0.4|2.0
69|Vinnie Shahid|NDSU|G|33|33.0|18.4|5.8|13.3|43.3|2.5|6.8|36.7|4.4|5.0|88.4|3.3|3.0|1.0|0.0|2.4
70|Jacob Davison|CP|G|31|31.5|18.4|6.8|15.0|45.4|1.5|4.7|32.7|3.3|4.6|71.1|4.2|2.8|1.4|0.4|2.7
71|CJ Elleby|WSU|F|32|33.4|18.4|6.2|15.6|39.6|2.3|6.8|33.9|3.8|4.6|82.3|7.8|1.9|1.8|0.8|2.2
71|Jomaru Brown|CCU|G|32|29.5|18.4|6.2|16.0|38.6|1.4|4.5|31.5|4.6|6.2|75.1|3.9|2.7|1.9|0.2|4.7
73|Desure Buie|HOF|G|34|37.3|18.2|6.2|13.8|44.8|2.2|5.3|41.7|3.6|4.3|84.8|3.7|5.9|2.0|0.1|2.9
74|Obadiah Noel|UML|G|32|35.1|18.2|6.1|12.5|48.6|1.5|3.8|40.0|4.5|6.7|67.4|5.2|2.7|1.7|0.4|3.1
75|Devon Dotson|KU|G|30|34.9|18.1|6.1|13.0|46.8|1.3|4.1|30.9|4.7|5.7|83.0|4.1|4.0|2.1|0.1|2.4
76|Milan Acquaah|CBU|G|31|32.6|18.1|5.8|15.5|37.6|2.0|6.3|31.8|4.5|5.3|83.6|4.9|5.8|0.9|0.2|3.8
77|Tyler Hagedorn|SDAK|F|32|29.8|18.1|6.0|11.1|54.4|2.3|4.4|51.4|3.8|4.6|82.3|6.9|1.7|0.3|0.7|1.7
78|Josh Sharkey|SAM|G|30|34.1|18.0|5.6|12.5|44.9|1.4|3.9|34.7|5.4|7.0|77.3|3.7|7.2|2.7|0.0|5.9
78|Jordan Nwora|LOU|F|31|33.1|18.0|6.1|13.9|44.0|2.5|6.1|40.2|3.4|4.1|81.3|7.7|1.3|0.7|0.3|2.1
78|Elijah Olaniyi|STBK|G|28|32.6|18.0|6.1|14.1|43.5|1.9|5.3|36.1|3.8|5.4|70.9|6.5|2.1|1.6|0.3|3.2
81|Bryson Robinson|UNO|G|30|33.9|17.9|5.4|13.4|40.4|2.9|8.1|35.8|4.2|4.8|87.4|4.1|2.6|1.3|0.1|2.3
82|Tevin Brown|MUR|G|32|37.4|17.9|5.4|12.0|44.7|2.7|6.3|41.9|4.5|6.1|73.7|4.6|3.7|1.2|0.4|2.6
83|Bryson Williams|TTU|F|32|31.8|17.8|6.6|13.3|49.9|1.0|2.7|35.6|3.6|4.5|81.1|7.2|0.9|0.9|0.9|2.2
84|Vernon Carey Jr.|DUKE|C|31|24.9|17.8|6.4|11.1|57.7|0.3|0.7|38.1|4.7|7.0|67.0|8.8|1.0|0.7|1.6|2.0
85|Isaiah Miller|UNCG|G|32|28.4|17.8|7.3|17.3|42.2|0.9|3.7|23.5|2.3|4.2|54.1|5.0|3.1|2.8|0.2|2.8
86|Mason Faulkner|LOU|G|31|33.6|17.7|5.3|13.1|40.2|2.0|6.4|31.3|5.2|6.7|78.3|6.0|6.1|1.2|0.1|3.3
87|Brandon Anderson|BRWN|G|25|35.1|17.7|5.6|15.4|36.4|1.9|6.4|30.0|4.6|5.6|82.1|3.8|3.0|1.6|0.2|3.6
88|Blake Francis|RICH|G|25|32.7|17.7|6.1|14.7|41.7|2.6|7.3|36.3|2.8|3.5|80.5|2.2|2.0|1.1|0.0|2.0
89|Tre Mitchell|UK|F|31|30.8|17.7|6.6|13.8|48.1|1.2|3.6|33.0|3.2|4.4|72.8|7.2|1.9|1.0|1.0|3.3
90|Holland Woods|GCU|G|32|34.1|17.7|5.7|13.6|41.5|1.5|4.9|30.4|4.8|5.8|84.2|2.5|5.2|2.1|0.0|3.8
90|Phlandrous Fleming Jr.|FLA|G|32|35.4|17.7|6.5|14.9|43.4|1.4|5.4|25.9|3.3|4.3|77.9|8.7|3.8|1.3|1.5|3.3
92|Lamar Stevens|PSU|F|31|31.1|17.6|6.2|14.6|42.3|0.8|3.1|26.3|4.5|6.2|71.9|6.9|2.2|1.1|1.2|2.5
93|Michael Green|MVSU|G|28|30.8|17.6|6.8|17.1|40.0|1.8|5.6|31.4|2.3|2.9|76.8|2.7|1.7|1.3|0.3|2.7
94|Malachi Flynn|SDSU|G|32|33.4|17.6|5.8|13.0|44.1|2.4|6.4|37.3|3.8|4.4|85.7|4.5|5.1|1.8|0.1|1.8
95|Elijah Pemberton|HOF|G|34|36.3|17.6|6.0|13.5|44.8|1.8|4.6|38.0|3.8|4.4|85.4|5.6|1.9|1.3|0.2|1.7
96|Paul Atkinson Jr.|ND|F|30|31.8|17.6|6.9|10.9|63.0|0.1|0.4|30.8|3.7|5.6|67.1|7.3|1.5|1.2|0.8|1.9
97|Keith Braxton|SFPA|G|32|36.1|17.6|6.1|13.2|46.4|1.2|3.7|31.6|4.2|5.0|83.2|7.5|3.8|1.3|0.3|2.7
