RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Keydren (Keekee) Clark|SPU|G|28|38.7|25.8|8.2|20.3|40.6|3.9|10.6|36.7|5.4|6.5|83.5|4.1|4.1|3.3|0.2|2.9
2|Taylor Coppenrath|UVM|F|31|36.4|25.1|8.7|16.9|51.7|0.3|1.1|27.3|7.3|9.5|76.6|8.9|1.9|1.2|0.7|1.7
3|Ronnie Price|UVU|G|28|37.2|24.3|8.2|19.1|42.7|2.9|8.0|35.9|5.1|6.4|78.9|4.2|3.0|1.8|0.2|3.0
4|Juan Mendez|NIA|F|30|34.5|23.5|7.4|15.6|47.1|1.3|4.3|30.5|7.5|9.2|81.5|10.6|1.3|1.2|2.1|2.3
5|Rob Monroe|QUIN|G|26|39.1|22.7|6.7|16.3|40.9|2.8|7.9|35.0|6.6|7.7|85.9|3.2|6.5|1.3|0.0|3.7
6|Bo Lester McCalebb|UNO|G|30|34.9|22.6|8.7|18.1|48.0|0.8|3.2|26.0|4.4|7.8|56.7|4.3|3.7|1.8|0.2|2.6
7|Ike Diogu|ASU|F-C|32|36.4|22.6|7.2|12.4|57.5|0.6|1.4|40.0|7.8|9.7|79.7|9.8|1.3|0.6|2.3|3.6
8|Tim Smith|ETSU|G|29|35.9|22.2|8.4|20.0|42.3|2.0|5.3|38.1|3.3|4.4|75.6|4.2|4.2|2.2|0.0|4.8
9|J.J. Barea|NE|G|30|33.2|22.2|7.8|18.5|41.9|2.3|7.1|32.1|4.4|5.6|78.4|4.3|7.3|1.8|0.0|4.5
10|JJ Redick|DUKE|F|33|37.3|21.8|6.1|15.0|40.8|3.7|9.1|40.3|5.9|6.3|93.8|3.3|2.6|1.1|0.1|2.5
11|Ryan Gomes|PROV|F|31|37.5|21.6|8.0|16.1|49.6|1.7|4.4|38.0|4.0|5.2|77.0|8.2|3.2|1.5|0.2|2.5
12|Darshan Luckey|SFPA|G|28|35.5|21.5|7.6|16.0|47.3|1.4|3.5|39.8|5.0|6.0|82.7|5.3|1.3|1.4|0.3|2.1
13|Hakim Warrick|SYR|F|34|37.5|21.4|7.4|13.6|54.8|0.3|0.9|29.0|6.2|9.1|68.1|8.6|1.5|1.0|0.8|2.5
14|Steven Smith|LAS|F|39|39.6|21.0|7.4|16.6|44.5|1.3|4.0|31.2|4.9|6.2|79.8|8.3|2.1|1.4|0.7|4.6
15|Daryll Hill|SJU|G|27|38.0|20.7|7.4|17.8|41.9|1.9|5.3|35.7|4.0|5.2|76.4|3.3|3.5|1.8|0.4|4.6
16|Nick Fazekas|NEV|F|32|31.5|20.7|7.0|13.9|50.2|1.0|3.2|32.7|5.7|7.3|78.9|9.4|0.9|0.6|1.6|2.2
17|Mike  Harris|RICE|F|31|32.5|20.6|7.7|12.7|60.8|0.2|0.9|24.1|4.9|6.1|80.3|11.7|1.3|1.3|1.2|2.2
18|Seamus Boxley|PRST|F|28|36.6|20.6|7.3|12.4|59.2|0.5|1.3|36.1|5.5|8.0|68.0|8.1|2.5|0.8|1.4|3.6
19|Omar Thomas|UTEP|F|35|32.1|20.5|7.1|13.8|51.2|0.4|0.9|40.6|5.9|7.0|84.5|6.7|1.5|1.6|0.3|1.6
20|Paul Millsap|LT|F|29|36.6|20.4|7.8|13.5|57.5|0.0|0.0|0.0|4.9|8.2|60.1|12.4|1.0|1.1|1.9|2.6
21|Andrew Bogut|UTAH|C|35|35.0|20.4|8.0|12.9|62.0|0.3|0.7|36.0|4.1|5.9|69.2|12.2|2.3|1.0|1.9|2.7
22|Wayne Simien|KU|F|26|34.3|20.3|7.3|13.3|55.2|0.2|0.5|28.6|5.5|6.7|81.6|11.0|1.4|0.6|0.6|2.3
23|Dainmon Gonner|SEMO|F|27|37.0|20.3|7.2|15.9|45.5|1.5|4.3|35.7|4.3|6.3|68.6|6.9|2.3|2.7|0.5|2.5
24|Tiras Wade|UL|G|31|37.2|20.3|6.9|14.9|46.4|2.5|6.4|38.9|3.9|4.7|82.3|6.1|1.3|1.4|0.3|2.3
25|Elton Nesbitt|GASO|G|31|31.5|20.2|6.2|15.6|40.0|3.0|8.2|36.4|4.7|5.6|84.0|3.7|2.6|2.2|0.1|2.4
26|John Cox|SF|G-F|31|36.9|20.0|6.8|16.5|41.4|2.5|6.8|36.5|3.9|5.3|72.7|4.2|2.5|1.0|0.2|2.5
27|Rawle Marshall|OAK|G|32|36.2|19.9|6.6|14.9|44.0|1.2|4.1|29.5|5.5|7.6|73.1|7.7|2.2|1.8|1.3|3.2
28|Alan Daniels|LAM|F|29|33.2|19.9|7.0|14.9|46.9|2.7|7.0|37.7|3.2|4.8|66.4|5.3|2.8|2.0|0.6|2.8
29|Travis Diener|MARQ|G|23|34.0|19.7|5.7|13.6|42.0|3.0|7.3|40.5|5.4|6.4|83.8|3.9|7.0|1.3|0.0|2.5
30|Willie Jenkins|TNTC|F-C|29|33.2|19.7|6.9|15.0|45.9|2.0|5.2|37.5|3.9|5.2|75.3|6.8|2.3|1.9|0.3|4.0
31|Marquin Chandler|SJSU|F|29|35.0|19.6|7.6|16.2|47.1|1.2|3.6|34.6|3.1|4.1|77.1|8.6|1.1|0.6|0.6|3.1
32|Caleb Green|ORU|F|33|31.8|19.4|6.5|11.7|55.2|0.0|0.0|0.0|6.5|8.6|75.3|9.3|2.0|1.4|0.2|3.4
33|Steve Burtt|IONA|G|31|36.5|19.3|6.0|14.1|42.6|2.6|6.5|39.8|4.7|5.5|84.3|4.0|2.3|1.2|0.1|2.5
34|Peter Mulligan|MAN|F|28|34.3|19.3|6.5|13.9|46.5|1.3|3.9|32.4|5.1|6.5|78.0|5.1|1.7|1.8|0.5|2.0
35|Glen McGowan|PEPP|F|31|33.3|19.2|6.4|13.6|46.6|1.0|3.1|32.6|5.5|8.0|68.5|7.6|0.8|1.1|0.2|2.4
36|Mike Bell|FAU|F|27|35.1|19.1|7.6|15.6|48.5|1.7|5.3|32.9|2.3|4.4|50.8|9.3|1.1|1.0|1.9|2.1
37|Daniel Freeman|JMU|G|4|32.3|19.0|7.0|12.8|54.9|2.3|5.0|45.0|2.8|4.0|68.8|4.5|2.5|1.0|0.0|3.8
37|Adam Morrison|GONZ|F|31|34.2|19.0|7.3|14.6|49.8|1.2|3.8|31.1|3.2|4.3|75.8|5.5|2.8|0.6|0.5|1.7
39|Danny Granger|UNM|F|30|30.0|18.8|6.1|11.6|52.4|1.5|3.5|43.3|5.1|6.8|75.5|8.9|2.4|2.1|2.0|2.4
40|Brandon Cotton|DETM|G|22|34.3|18.8|7.0|15.3|45.8|1.0|3.3|30.6|3.8|5.5|70.0|2.1|2.0|0.7|0.2|2.0
41|T.J. Sorrentine|UVM|G|31|36.5|18.7|6.3|15.8|39.9|3.7|9.4|40.0|2.4|2.9|81.1|3.3|4.2|1.0|0.0|2.8
42|Cedrick Banks|UIC|G|29|37.8|18.7|6.3|16.0|39.3|2.7|7.6|35.3|3.4|4.2|81.8|4.8|2.5|1.2|0.3|2.9
43|Dewarick Spencer|ARST|G|29|33.6|18.6|6.4|14.6|44.2|2.9|7.4|38.9|2.8|3.6|78.1|4.4|2.7|1.6|0.5|2.8
44|Dan Oppland|VAL|F|31|36.0|18.6|6.8|13.1|52.0|1.1|2.5|42.3|3.9|5.1|77.2|6.8|1.2|0.5|0.3|1.8
45|Guillermo Diaz|MIA|G|29|34.3|18.6|6.6|14.4|45.6|2.1|5.8|36.3|3.3|4.7|70.8|4.3|2.6|1.5|0.3|2.4
46|John Reimold|BGSU|F|29|34.4|18.5|6.3|12.0|52.3|2.7|6.0|45.7|3.2|4.2|77.7|5.1|1.8|1.0|0.6|1.9
47|Harding Nana|DEL|F|31|36.0|18.5|6.5|14.2|45.4|1.7|5.4|31.9|3.9|5.5|70.8|10.4|1.4|1.1|1.4|3.1
48|Jerry Johnson|RID|G|30|36.8|18.4|5.7|14.0|40.9|3.4|8.7|39.2|3.6|4.0|89.2|3.8|4.5|1.5|0.1|2.2
49|Dijon Thompson|UCLA|G-F|28|34.6|18.4|6.5|13.8|47.4|1.5|4.1|37.4|3.8|4.9|78.7|7.9|2.3|1.5|0.3|3.3
50|Jason Forte|BRWN|G|26|34.3|18.4|5.0|12.3|40.5|2.1|5.2|40.3|6.3|7.8|81.3|4.0|4.2|1.5|0.1|3.5
