RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Chris Clemons|CAM|G|33|36.6|30.1|9.2|20.6|44.8|4.2|11.8|35.7|7.5|8.6|86.9|5.1|2.8|1.5|0.3|2.5
2|Justin Wright-Foreman|HOF|G|35|37.8|27.1|9.4|18.5|51.1|3.1|7.4|42.5|5.1|5.9|86.4|4.0|2.9|0.9|0.2|2.6
3|Antoine Davis|DETM|G|30|37.4|26.1|8.8|21.9|40.0|4.4|11.6|38.0|4.2|4.9|85.7|3.1|3.6|0.9|0.0|3.3
4|Mike Daum|SDSU|F|33|33.3|25.3|8.7|16.9|51.2|2.0|5.5|37.0|5.9|7.1|83.8|11.7|1.8|0.7|1.0|2.2
5|Markus Howard|MARQ|G|34|33.6|25.0|7.4|17.6|42.0|3.5|8.8|40.3|6.7|7.5|89.0|4.0|3.9|1.1|0.0|3.9
6|Lamine Diane|CSUN|F|33|35.3|24.8|10.3|21.2|48.5|0.2|0.7|30.4|4.0|7.6|52.2|11.2|2.1|1.5|2.2|3.2
7|Ja Morant|MUR|G|33|36.6|24.5|8.0|16.1|49.9|1.7|4.8|36.3|6.7|8.2|81.3|5.7|10.0|1.8|0.8|5.2
8|Jermaine Marrow|HAMP|G|35|36.4|24.4|7.8|18.5|42.2|2.5|6.8|37.0|6.2|7.7|81.0|4.1|4.9|1.6|0.2|3.2
9|Carsen Edwards|PUR|G|36|35.4|24.3|7.7|19.5|39.4|3.8|10.6|35.5|5.1|6.1|83.7|3.6|2.9|1.3|0.3|3.1
10|Nick Mayo|EKU|F|31|34.8|23.7|7.9|17.1|46.2|1.7|5.3|33.1|6.1|7.1|86.4|8.7|2.3|1.2|1.8|2.7
11|Jordan Davis|UNCO|G|32|33.8|23.5|8.0|16.9|47.4|1.7|4.7|36.0|5.8|7.2|80.5|4.7|4.7|1.4|0.3|3.3
12|Cameron Young|QUIN|G|31|36.0|23.5|7.2|14.9|48.2|3.4|7.7|43.7|5.8|7.6|76.6|5.1|1.9|1.1|0.3|2.9
13|Myles Powell|HALL|G|34|36.0|23.1|7.4|16.6|44.7|3.1|8.7|36.3|5.1|6.1|84.0|4.0|2.9|2.0|0.2|3.0
14|Jhivvan Jackson|UTSA|G|29|30.8|22.9|7.7|19.8|38.6|3.6|10.2|35.1|4.0|4.7|84.6|4.1|2.4|1.2|0.1|2.3
15|RJ Barrett|CAN|SG|38|35.3|22.6|8.4|18.5|45.4|1.9|6.2|30.8|3.9|5.9|66.5|7.6|4.3|0.9|0.4|3.2
16|Zion Williamson|DUKE|F|33|30.0|22.6|9.0|13.2|68.0|0.7|2.2|33.8|3.9|6.2|64.0|8.9|2.1|2.1|1.8|2.4
17|Ty Cockfield|ARST|G|32|35.0|22.4|7.4|16.9|43.9|2.2|6.1|35.6|5.4|6.6|82.0|3.6|3.2|1.1|0.1|2.9
18|Matt Morgan|COR|G|31|32.3|22.2|6.9|13.5|51.3|3.3|7.7|43.1|5.0|5.8|86.0|4.5|3.0|1.4|0.3|3.4
19|Justin James|WYO|G|32|38.2|22.1|7.1|17.4|40.9|1.6|5.3|29.6|6.3|8.4|74.1|8.5|4.4|1.5|0.6|4.2
20|Grant Riller|COFC|G|33|35.5|21.9|8.0|14.9|53.8|1.4|4.2|32.9|4.5|5.6|80.6|3.4|4.1|1.2|0.1|2.4
21|Jon Davis|CLT|G|29|37.1|21.7|6.6|15.2|43.3|2.5|7.4|33.8|6.0|7.1|85.4|4.5|3.7|0.8|0.4|4.2
22|Robert Franks|WSU|F|27|34.4|21.6|7.4|15.1|49.3|2.8|7.0|39.9|3.9|4.6|84.8|7.2|2.6|0.7|0.7|3.2
23|Jaylin Walker|KENT|G|27|36.0|21.6|6.7|17.3|38.7|3.4|9.0|38.3|4.7|5.9|80.4|5.7|2.1|1.3|0.1|2.7
24|Bubba Parham|SAM|G|32|33.9|21.4|6.6|15.4|42.5|3.6|9.1|39.7|4.7|5.9|79.4|3.4|3.5|0.6|0.0|2.6
25|R.J. Cole|CONN|G|34|35.6|21.4|6.4|15.4|41.5|2.5|6.4|38.7|6.1|7.5|81.9|4.1|6.4|1.9|0.0|3.2
26|Jerrick Harding|WEB|G|30|33.9|21.4|7.1|15.0|47.1|2.1|5.8|36.6|5.1|5.9|87.0|3.4|1.4|1.7|0.4|2.1
27|Andrew Kostecka|L-MD|G|32|33.3|21.3|7.5|14.4|52.3|1.5|3.9|38.1|4.8|5.8|81.3|4.8|2.4|2.7|0.9|2.8
28|Dylan Windler|BEL|G|33|33.2|21.3|7.4|13.6|54.0|3.0|7.1|42.9|3.5|4.2|84.7|10.8|2.5|1.4|0.6|2.1
29|Yoeli Childs|BYU|F|32|33.3|21.2|8.1|15.9|50.7|1.0|3.1|32.3|4.1|5.8|70.8|9.7|2.1|1.0|1.0|2.8
