RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|James Daniel |IIITENN|F|30|37.2|27.1|7.5|19.4|38.8|2.7|8.0|33.2|9.3|11.0|84.6|2.2|2.8|2.1|0.2|4.1
2|Buddy Hield|OU|G|37|35.4|25.0|8.1|16.2|50.1|4.0|8.7|45.7|4.8|5.4|88.0|5.7|2.0|1.1|0.5|3.1
3|Kay Felder|OAK|G|35|36.7|24.4|7.7|17.5|44.0|2.2|6.1|35.5|6.8|8.1|84.8|4.3|9.3|2.0|0.2|3.4
4|Josh Adams|WYO|G|31|36.3|24.2|7.1|16.1|44.2|3.2|8.4|37.8|6.8|8.3|82.1|5.6|4.3|1.4|0.6|3.7
5|Stefan Moody|MISS|G|31|34.6|23.6|6.7|16.4|40.9|3.3|8.8|37.9|6.8|8.3|82.8|3.2|4.3|1.5|0.1|3.8
6|Cat Barber|NCSU|G|33|38.7|23.5|7.5|17.3|43.4|1.3|3.6|36.1|7.2|8.3|86.5|4.6|4.5|0.6|0.1|2.6
7|Jack Gibbs|DAV|G|31|35.5|23.5|7.9|18.2|43.2|2.6|7.9|33.5|5.1|6.1|84.0|4.1|4.9|1.8|0.1|3.2
8|Cane Broome|CIN|G|30|37.5|23.1|7.9|17.7|44.5|2.2|7.1|31.1|5.2|6.8|76.8|4.9|2.9|1.7|0.0|3.8
9|Obi Emegano|ORU|G|29|35.4|23.1|7.2|16.7|43.4|1.8|4.6|38.1|6.8|8.0|85.3|5.1|1.8|1.1|0.3|1.8
10|A.J. English|IONA|G|28|35.9|22.6|6.8|15.7|43.3|3.4|9.1|37.0|5.6|6.8|83.6|5.0|6.2|1.6|0.5|3.6
11|Zeek Woodley|NWST|G|28|33.0|22.2|7.7|14.5|53.1|2.0|5.0|40.7|4.8|5.4|88.7|5.2|1.6|1.0|0.6|2.0
12|Kevin Punter|TENN|G|26|34.1|22.2|6.8|14.8|46.0|2.2|6.0|36.9|6.3|7.8|81.7|3.5|3.5|1.4|0.2|2.5
13|Trey Freeman|ODU|G|38|35.1|22.1|8.5|19.8|42.9|1.3|3.8|34.9|3.7|4.5|82.9|4.2|3.0|1.0|0.1|1.3
14|Elijah Brown|ORE|G|32|33.7|21.7|6.1|14.2|42.8|2.8|7.1|39.4|6.8|8.0|85.1|5.5|3.1|1.1|0.1|3.4
15|Grayson Allen|DUKE|G|36|36.6|21.6|6.6|14.3|46.6|2.5|6.0|41.7|5.9|7.0|83.7|4.6|3.5|1.3|0.1|2.0
16|Marcus Evans|VCU|G|32|33.5|21.4|7.0|14.8|47.0|1.6|5.3|30.6|5.8|7.3|79.6|4.0|2.8|2.2|0.2|3.2
17|Ben Bentil|PROV|F|35|34.2|21.1|7.0|15.2|46.2|1.5|4.5|32.9|5.5|7.1|78.2|7.7|1.1|0.9|1.0|1.9
18|Austin McBroom|EWU|G|33|37.4|21.0|6.4|14.8|43.4|3.5|8.7|40.2|4.6|5.6|83.2|2.5|3.7|1.1|0.0|2.8
19|Andrew Andrews|WASH|G|34|33.8|20.9|5.3|13.6|39.3|2.3|5.6|40.1|8.0|9.4|85.0|5.7|4.9|1.4|0.0|2.8
20|Marvelle Harris|FRES|G|35|36.7|20.7|6.9|16.8|40.7|1.9|5.8|32.5|5.1|6.8|75.2|4.7|4.5|2.2|0.6|2.2
21|Jared Brownridge|SCU|G|31|35.8|20.6|6.3|15.8|39.7|2.9|7.6|38.6|5.1|6.2|83.2|3.2|2.3|0.7|0.2|1.9
22|D.J. Balentine|EVAN|G|34|37.1|20.5|7.1|16.0|44.2|1.7|5.0|33.9|4.7|6.0|78.4|3.3|4.4|0.7|0.3|2.7
23|Georges Niang|ISU|F|35|33.2|20.5|8.1|14.8|54.6|1.6|4.1|39.2|2.7|3.4|80.7|6.2|3.3|0.9|0.6|2.6
24|Kyle Wiltjer|GONZ|F|36|33.6|20.4|7.2|14.7|49.1|2.5|5.7|43.7|3.5|4.1|85.7|6.3|1.5|0.4|0.8|2.1
25|Khallid Hart|MRST|G|28|36.5|20.3|5.9|13.2|44.4|2.6|6.7|38.3|6.0|7.2|84.1|2.6|2.1|1.5|0.1|2.3
26|Pascal Siakam|NMSU|F|34|34.5|20.3|8.1|15.0|53.9|0.1|0.4|20.0|4.0|5.9|67.8|11.6|1.7|1.0|2.2|2.0
27|Cameron Morse|YSU|G|30|33.5|20.3|6.7|14.2|47.1|2.1|5.2|41.3|4.7|5.8|81.1|2.7|3.1|1.5|0.1|1.7
27|Devin Watson|SDSU|G|30|34.7|20.3|6.4|15.3|41.8|2.2|6.2|34.9|5.3|7.2|73.3|2.5|4.9|0.9|0.0|3.0
29|Desean Murray|WKU|F|31|29.1|20.2|7.5|13.8|54.3|0.0|0.2|0.0|5.3|6.8|77.3|7.4|1.7|2.0|0.5|3.1
30|Ethan Telfair|IDST|G|31|35.7|20.2|5.8|14.5|39.8|2.0|5.3|38.7|6.6|7.6|86.9|4.0|5.4|2.4|0.1|3.6
31|Jordan Howard|PUR|G|28|34.9|20.2|6.3|14.7|42.6|3.4|7.9|42.8|4.3|4.9|87.6|3.4|2.8|0.6|0.1|2.2
32|James Kelly Sr.|MRSH|F|33|30.6|20.1|7.9|14.5|54.3|1.5|4.8|30.8|2.8|3.8|74.6|9.8|1.2|1.3|1.1|2.3
33|Quinton Hooker|UND|G|32|35.5|20.1|6.6|13.5|48.7|1.6|4.2|38.3|5.3|6.2|85.8|4.9|3.5|1.9|0.3|1.8
34|Jamal Murray|UK|G|36|35.2|20.0|6.8|14.9|45.4|3.1|7.7|40.8|3.3|4.2|78.3|5.2|2.2|1.0|0.3|2.3
35|Jameel Warney|STBK|F|33|32.9|19.8|8.2|13.1|63.0|0.0|0.0|0.0|3.4|5.4|62.4|10.8|1.6|0.9|3.0|1.3
36|QJ Peterson|VMI|G|30|33.7|19.8|6.3|15.6|40.5|2.8|7.7|36.1|4.5|4.9|90.5|6.3|2.8|1.4|0.5|2.7
37|Tanner Plomb|ARMY|F|28|31.4|19.8|6.8|16.0|42.3|2.9|8.1|35.2|3.4|4.6|73.6|5.8|1.5|0.9|0.3|1.7
38|Alex Hamilton|LT|G|33|35.3|19.8|6.4|12.9|49.6|1.0|3.5|29.8|5.9|8.4|70.8|5.7|6.2|2.0|0.5|3.2
39|Dikembe Dixson|UIC|F|30|36.7|19.8|6.4|17.3|36.9|1.4|4.5|30.4|5.6|8.5|66.0|7.3|1.8|1.2|0.5|4.1
40|Dallas Moore|UNF|G|34|35.6|19.8|7.5|14.6|51.6|1.9|4.8|39.5|2.8|4.0|71.1|4.0|6.0|0.9|0.1|1.9
41|Marcus Posley|SBU|G|31|37.2|19.6|6.4|15.2|41.8|2.6|7.4|36.0|4.3|5.3|80.6|3.4|3.6|1.3|0.1|2.4
42|John Brown|HPU|F|28|29.6|19.6|7.6|12.6|60.2|0.0|0.0|100.0|4.4|6.3|70.1|7.1|2.2|1.7|1.8|1.7
43|Nathan Boothe|TOL|C|32|31.5|19.3|7.5|15.2|49.6|1.0|2.8|37.5|3.2|3.9|82.4|9.0|3.4|0.7|1.0|2.2
44|Anthony Beane|SIU|G|32|34.3|19.3|6.5|15.0|43.2|2.3|6.1|37.1|4.0|5.3|76.8|3.8|1.8|1.1|0.0|2.7
45|Justin DeVaughn Robinson|MONM|G|36|32.9|19.3|5.9|13.6|43.9|2.2|5.6|39.4|5.1|6.1|84.5|3.8|3.7|2.2|0.0|2.2
46|Cameron Forte|PRST|F|31|29.3|19.2|7.9|13.6|58.0|0.0|0.1|50.0|3.5|6.3|55.2|9.3|2.6|1.0|0.5|3.2
