RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Peter Kiss|BRY|G|27|35.7|25.2|9.1|20.0|45.6|1.9|6.3|29.6|5.1|6.5|78.4|5.8|3.2|1.7|0.3|4.2
2|Darius McGhee|LIB|G|33|33.7|24.6|8.4|18.3|45.6|4.3|11.0|39.0|3.6|4.1|88.1|4.5|3.6|1.2|0.2|3.0
3|Antoine Davis|DETM|G|29|37.0|23.9|8.2|19.1|42.9|3.9|10.3|37.9|3.6|4.1|88.2|3.6|4.4|1.0|0.0|3.3
4|Keegan Murray|IOWA|F|35|31.9|23.5|8.8|15.8|55.4|1.9|4.7|39.8|4.1|5.4|74.7|8.7|1.5|1.3|1.9|1.1
5|Max Abmas|TEX|G|30|36.8|22.8|7.5|17.9|42.2|3.8|9.8|38.9|4.0|4.7|85.0|3.4|3.7|1.0|0.1|2.3
6|Bryce Hamilton|UNLV|G|32|32.3|21.8|7.6|17.8|43.0|2.5|7.2|34.6|4.0|5.3|76.8|5.0|2.2|0.8|0.1|1.9
7|Terrell Brown Jr.|WASH|G|32|36.1|21.7|8.0|17.8|45.2|0.4|1.9|20.0|5.3|6.8|77.2|4.2|4.3|2.2|0.5|2.4
8|Javon Freeman-Liberty|DEP|G|24|34.9|21.7|7.3|17.0|43.0|2.0|5.5|36.8|5.0|6.7|73.9|7.3|3.2|1.7|0.1|2.2
9|Tavian Dunn-Martin|FGCU|G|33|33.6|21.4|6.7|16.3|41.0|3.2|8.7|36.8|4.8|5.5|87.8|3.1|6.0|1.1|0.0|3.7
10|Daylen Kountz|UNCO|G|37|34.4|21.2|7.8|15.2|51.2|1.6|3.8|42.1|4.1|5.0|82.3|4.1|2.6|0.8|0.4|2.4
11|Kofi Cockburn|ILL|C|28|30.7|20.9|8.1|13.6|59.3|0.0|0.0|0.0|4.8|7.3|65.5|10.6|0.8|0.8|1.0|2.3
12|Jordan Dingle|SJU|G|26|31.8|20.9|7.6|17.1|44.6|2.5|7.6|33.5|3.1|3.8|81.0|3.6|2.4|0.8|0.0|3.0
13|Ty Gordon|NICH|G|29|34.3|20.8|7.8|17.3|44.9|3.6|10.0|35.5|1.7|2.6|64.5|3.3|3.1|1.4|0.0|2.6
14|Scotty Pippen Jr.|VAN|G|36|33.1|20.4|6.2|14.9|41.6|1.8|5.5|32.5|6.2|8.3|74.9|3.6|4.5|1.9|0.2|3.4
15|Isiaih Mosley|MIZ|G|34|31.6|20.4|7.4|14.6|50.4|2.1|4.8|42.7|3.5|3.9|90.2|6.2|2.3|1.2|0.2|2.7
16|Jordan Walker|UAB|G|34|31.8|20.3|6.5|16.2|40.0|3.4|8.6|39.6|3.9|4.4|88.0|2.8|4.9|1.5|0.0|3.6
17|Derek St. Hilaire|UNO|G|31|33.4|20.1|6.8|16.3|41.8|1.9|6.0|32.4|4.6|5.5|82.6|3.9|2.6|1.8|0.2|3.0
18|Tanner Holden|WRST|G|36|35.3|20.1|6.8|13.6|49.7|0.4|1.1|34.1|6.1|7.8|78.9|7.1|2.6|1.4|0.2|2.5
19|Antonio Reeves|UK|G|33|34.9|20.1|7.2|15.3|46.9|2.3|5.9|39.0|3.4|4.2|81.8|3.5|1.8|1.1|0.5|2.3
20|Jamal Cain|OAK|F|30|35.0|19.9|7.3|14.6|49.9|1.1|3.8|29.8|4.2|5.0|84.1|10.2|0.7|1.8|0.6|2.2
21|Malachi Smith|GONZ|G|35|35.4|19.9|7.1|14.3|49.3|1.7|4.1|40.7|4.1|4.9|82.7|6.7|3.0|1.7|0.1|2.3
22|David Azore|UTA|G|26|34.6|19.8|6.3|15.4|40.6|1.3|4.2|30.9|6.0|7.1|84.3|4.5|1.8|0.9|0.1|3.0
23|Souley Boum|XAV|G|30|36.7|19.8|6.0|14.6|40.9|2.1|5.8|36.8|5.7|6.8|84.7|4.5|2.9|1.8|0.2|2.0
23|Lamar Norman Jr.|WMU|G|30|34.7|19.8|7.0|15.8|44.5|3.4|9.0|37.3|2.4|3.0|79.8|3.1|1.8|0.8|0.1|2.0
25|Johnny Davis|WIS|G|31|34.2|19.7|6.8|15.9|42.7|1.2|3.9|30.6|5.0|6.3|79.1|8.2|2.1|1.2|0.7|2.3
26|Teddy Allen|NMSU|G|34|33.4|19.6|6.3|14.4|43.8|2.2|6.6|33.5|4.8|5.5|87.6|6.7|2.5|1.2|0.1|2.8
27|Jahmir Young|MD|G|31|35.8|19.6|6.8|14.5|46.8|1.8|5.3|34.1|4.3|4.8|89.2|5.9|3.7|1.1|0.5|2.1
28|Mark Sears|ALA|G|35|35.7|19.6|6.2|14.0|44.4|1.7|4.2|40.8|5.4|6.1|88.4|6.0|4.1|1.7|0.1|3.2
29|Jake Stephens|UTC|C|30|33.2|19.6|6.6|12.0|55.1|2.5|5.0|49.0|3.8|4.8|80.4|9.0|3.3|0.5|2.0|2.5
30|Graham Ike|GONZ|F|33|31.6|19.5|7.3|14.3|51.0|0.1|0.3|27.3|4.8|6.7|71.6|9.6|1.3|0.7|0.3|3.3
31|Orlando Robinson|FRES|F|36|33.2|19.4|7.0|14.4|48.4|1.0|2.9|35.2|4.5|6.3|71.6|8.4|2.9|1.0|1.2|2.5
32|Kendric Davis|MEM|G|32|34.6|19.4|5.8|13.1|43.9|2.4|6.5|37.2|5.5|6.4|86.8|3.8|4.4|1.5|0.1|2.7
33|E.J. Liddell|OSU|F|32|33.2|19.4|6.3|12.9|49.0|1.4|3.8|37.4|5.3|6.9|76.5|7.9|2.5|0.6|2.6|2.4
34|Ques Glover|KSU|G|29|31.1|19.2|7.0|15.0|46.7|1.1|3.6|30.8|4.1|5.2|78.9|2.8|4.4|1.2|0.0|2.8
35|Julian Champagnie|SJU|G|31|34.2|19.2|7.1|17.2|41.4|2.1|6.2|33.7|2.9|3.7|78.1|6.6|2.0|2.0|1.1|1.5
36|Ty Flowers|LIU|F|29|34.7|19.2|7.0|15.3|45.4|3.0|7.7|39.0|2.3|3.0|75.0|7.8|3.2|1.4|1.6|2.4
37|David Roddy|CSU|G|31|32.9|19.2|7.2|12.5|57.1|1.5|3.4|43.8|3.4|4.9|69.1|7.5|2.9|1.2|1.1|2.3
38|Azar Swain|YALE|G|31|33.0|19.2|6.5|15.5|42.0|2.3|6.5|34.8|3.9|4.4|89.1|4.1|1.6|0.8|0.1|2.3
39|Buddy Boeheim|SYR|G|32|38.0|19.2|6.7|16.4|40.6|2.8|8.1|34.1|3.1|3.5|88.4|3.4|3.1|1.5|0.1|1.8
40|Nate Williams|BUFF|F|29|32.6|19.1|7.5|15.3|49.0|2.1|4.6|45.1|2.1|3.0|69.0|5.0|2.9|1.4|0.8|2.9
41|Taevion Kinsey|MRSH|G|31|36.9|19.1|7.1|16.5|42.9|0.5|3.0|18.3|4.4|5.9|74.5|5.1|4.2|1.0|0.1|2.7
42|Grant Sherfield|OU|G|28|35.7|19.1|6.7|15.4|43.5|1.6|4.8|33.3|4.1|4.7|87.1|4.2|6.4|0.6|0.0|3.3
43|Bryce Fowler|SAC|G|29|33.5|19.0|7.5|15.0|49.9|0.7|2.0|32.2|3.4|4.9|69.2|5.3|4.0|1.4|0.3|2.4
44|Fardaws Aimaq|CAL|F|32|34.4|18.9|6.9|14.2|49.0|0.6|1.4|43.5|4.4|6.1|72.3|13.6|1.7|0.7|1.3|3.0
45|Jose Perez|ASU|G|30|33.2|18.9|5.9|14.9|39.9|1.0|3.7|25.9|6.1|7.6|80.2|3.2|4.5|0.8|0.4|3.3
45|MJ Randolph|FAMU|G|30|38.6|18.9|7.0|14.9|46.7|0.4|1.5|23.9|4.6|6.7|68.7|6.2|3.5|2.0|0.1|3.4
47|Cam Spencer|CONN|G|30|36.9|18.9|6.9|14.8|46.8|2.0|5.6|35.3|3.0|3.5|85.8|4.8|3.2|2.3|0.2|1.3
48|Ryan Rollins|TOL|G|34|32.7|18.9|6.8|14.6|46.8|1.4|4.4|31.1|3.8|4.8|80.2|6.0|3.6|1.7|0.3|2.2
49|Jalen Cone|CAL|G|32|34.7|18.8|6.2|15.9|38.7|2.9|8.3|35.2|3.6|4.3|82.7|3.0|3.6|0.7|0.0|3.7
50|AJ Green|UNI|G|31|36.4|18.8|5.6|13.8|41.0|3.0|7.7|38.7|4.5|4.9|91.5|3.7|2.5|0.8|0.0|2.2
51|Ochai Agbaji|KU|G|39|35.1|18.8|6.6|13.9|47.5|2.6|6.5|40.9|2.9|3.9|74.3|5.1|1.6|0.9|0.6|2.1
52|Hayden Brown|SC|F|30|32.1|18.8|6.9|13.4|51.5|1.1|3.9|28.4|3.9|6.2|62.7|9.5|2.3|1.1|0.2|2.3
53|Savion Flagg|SHSU|G|32|33.4|18.6|7.1|16.2|43.6|2.3|6.6|35.1|2.2|4.3|51.5|8.2|2.2|1.0|0.3|2.5
54|Hunter Dickinson|KU|C|32|32.3|18.6|7.5|13.3|56.3|0.7|2.0|32.8|2.9|3.6|80.2|8.6|2.3|0.5|1.5|2.0
55|Alondes Williams|WAKE|G|35|34.1|18.5|6.9|13.6|50.7|1.1|4.1|28.2|3.6|5.2|69.1|6.4|5.2|1.2|0.4|3.6
56|Aaron Estrada|ALA|G|32|35.2|18.5|7.2|15.1|47.7|1.9|5.8|33.0|2.3|2.4|93.5|5.7|5.0|1.5|0.2|2.6
57|Hunter Maldonado|WYO|G|33|37.3|18.5|6.5|13.0|49.5|0.6|2.5|25.0|4.9|6.9|71.1|5.7|6.3|1.2|0.1|3.7
58|Grant Basile|VT|F|36|32.6|18.4|6.9|13.8|49.8|1.1|3.8|28.3|3.6|4.6|78.4|8.5|2.0|0.9|1.6|3.0
59|Drew Timme|GONZ|F|32|28.0|18.4|7.3|12.4|58.6|0.3|0.9|28.6|3.7|5.4|67.8|6.8|2.8|0.3|0.8|2.5
60|John-Michael Wright|OKST|G|32|34.9|18.4|6.1|14.9|41.0|2.0|5.6|36.3|4.2|5.3|77.8|4.4|3.4|1.0|0.3|2.6
61|JD Notae|ARK|G|36|33.1|18.3|6.5|16.4|39.6|2.1|6.9|29.7|3.3|4.3|77.4|4.6|3.7|2.3|0.7|2.9
62|Trayce Jackson-Davis|IU|F|35|32.3|18.3|7.0|11.9|58.9|0.0|0.1|0.0|4.2|6.2|67.4|8.1|1.9|0.6|2.3|1.7
63|Darius Lee|HCU|G|27|32.4|18.2|6.7|12.5|53.7|0.6|2.0|29.1|4.2|5.5|77.0|8.3|3.2|2.4|0.4|2.3
64|Jamal Mashburn Jr.|UNM|G|32|33.9|18.2|6.5|15.1|42.8|1.6|4.6|34.2|3.7|4.7|78.7|2.7|2.1|0.6|0.1|2.1
65|Koby McEwen|WEB|G|33|34.2|18.2|5.4|12.0|45.3|2.1|5.8|35.2|5.2|6.3|83.2|4.2|2.2|1.4|0.3|2.3
66|Marcus Hammond|ND|G|29|34.0|18.1|6.0|14.0|43.0|2.3|6.3|37.0|3.7|4.5|83.1|4.7|2.9|0.8|0.3|2.2
67|KJ Williams|LSU|F|34|29.1|18.0|7.2|13.4|53.8|1.1|3.3|32.7|2.5|3.6|69.9|8.4|0.7|1.4|0.6|1.5
68|Jalen Williams|SCU|G|33|34.8|18.0|6.6|12.9|51.3|1.3|3.2|39.6|3.5|4.3|80.9|4.4|4.2|1.2|0.5|2.1
69|Jalen Cook|LSU|G|24|33.8|18.0|6.0|14.1|42.9|2.2|5.5|39.1|3.7|4.7|79.5|2.5|3.5|1.6|0.1|2.0
70|Norchad Omier|MIA|F|29|28.9|17.9|7.0|11.1|63.2|0.0|0.1|33.3|3.9|5.3|72.9|12.2|1.2|1.6|2.0|2.7
71|Sincere Carry|KENT|G|34|36.6|17.9|6.1|14.1|43.1|2.3|6.5|35.3|3.4|4.4|78.5|4.5|4.8|1.4|0.2|2.7
72|Michael Devoe|GT|G|31|34.5|17.9|6.5|14.0|46.2|2.3|6.2|36.5|2.7|3.7|73.3|4.9|3.1|1.4|0.4|2.8
73|Damaria Franklin|MEM|G|28|31.5|17.8|7.0|15.7|44.9|1.7|5.6|29.7|2.1|3.1|66.7|6.9|2.5|1.3|0.9|2.7
74|Kameron McGusty|MIA|G|37|34.1|17.8|6.4|13.4|47.6|1.6|4.6|35.5|3.4|4.2|81.4|4.9|2.4|1.8|0.3|1.9
75|Taz Sherman|WVU|G|31|34.1|17.7|6.1|14.6|41.4|2.1|6.0|34.6|3.5|4.5|79.7|3.0|2.4|1.3|0.2|2.7
76|Josh Oduro|PROV|F|27|31.6|17.7|6.7|12.7|52.9|0.5|1.8|29.2|3.7|5.3|70.1|7.5|1.7|1.1|1.7|2.7
77|Noah Kirkwood|HARV|G|26|32.8|17.7|6.8|14.2|47.7|1.8|5.1|35.3|2.4|3.0|80.5|5.7|3.0|1.8|0.5|2.8
