RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Reggie Williams|VMI|F|25|35.1|27.8|10.8|20.4|52.8|1.7|6.2|27.9|4.6|6.8|67.1|9.7|3.9|2.2|0.7|3.0
2|Charron Fisher|NIA|G-F|29|37.4|27.6|8.8|22.2|39.7|2.4|7.5|31.8|7.6|9.8|77.1|9.5|1.2|1.7|0.6|3.1
3|Michael Beasley|KSU|F|33|31.5|26.2|9.3|17.5|53.2|1.1|2.9|37.9|6.5|8.5|77.4|12.4|1.2|1.3|1.6|2.9
4|Stephen Curry|DAV|G|36|33.1|25.9|8.8|18.2|48.3|4.5|10.3|43.9|3.8|4.2|89.4|4.6|2.9|2.0|0.4|2.6
5|Lester Hudson|UTM|G|33|36.9|25.7|8.8|19.0|46.4|3.8|9.7|38.7|4.3|5.1|83.4|7.8|4.5|2.8|0.7|3.8
6|Arizona 'AZ' Reid|HPU|F|31|35.3|23.9|9.8|18.4|53.2|1.1|2.9|37.8|3.2|4.3|74.6|11.0|2.4|1.7|0.5|2.1
7|Stefon Jackson|UTEP|G|33|35.1|23.6|7.9|17.0|46.4|1.1|3.2|33.3|6.7|9.2|72.9|5.7|1.7|1.2|0.1|2.3
8|Rob McKiver|HOU|G|34|34.8|23.6|6.9|17.3|39.6|4.3|11.1|38.6|5.6|6.3|88.4|3.9|2.9|1.6|0.1|2.5
9|Ryan Toolson|UVU|G|29|37.9|23.4|7.2|15.2|47.6|3.6|8.1|43.6|5.4|5.7|95.1|3.2|2.9|0.8|0.1|2.6
10|Bo Lester McCalebb|UNO|G|32|33.3|23.2|8.2|16.1|50.6|1.5|3.6|40.5|5.4|7.0|77.2|4.5|3.1|2.4|0.1|2.3
11|David Holston|CHST|G|28|33.3|23.1|7.2|16.8|43.0|4.6|11.5|40.4|4.0|4.7|84.8|3.1|5.1|2.1|0.1|3.9
12|Antoine Agudio|HOF|G|27|39.1|22.7|7.7|17.8|43.1|3.1|7.6|41.0|4.2|5.4|77.6|3.9|2.9|1.1|0.0|3.6
13|Tyler Hansbrough|UNC|F|39|33.0|22.6|7.4|13.7|54.0|0.0|0.2|0.0|7.8|9.7|80.6|10.2|0.9|1.5|0.4|2.1
14|Jaycee Carroll|USU|G|35|37.3|22.4|7.6|14.5|52.6|3.3|6.5|49.8|3.9|4.3|91.9|6.0|2.2|0.9|0.2|2.0
15|Greg Sprink|NAVY|G|30|34.5|21.8|6.3|17.4|36.1|2.5|8.5|29.9|6.6|7.7|85.8|6.3|2.9|1.3|0.2|3.4
16|DeMario Anderson|QUIN|G|28|33.0|21.7|7.9|17.6|44.7|1.3|3.4|37.2|4.7|5.9|80.5|6.5|3.3|1.5|0.4|4.1
