RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Trae Young|OU|G|32|35.4|27.4|8.2|19.3|42.2|3.7|10.3|36.0|7.4|8.6|86.1|3.9|8.7|1.7|0.3|5.2
2|Kendrick Nunn|OAK|G|30|37.9|25.9|8.7|20.1|43.5|4.5|11.3|39.4|4.0|4.7|83.8|4.7|3.8|1.5|0.4|2.9
3|Jordan Howard|PUR|G|35|36.0|25.1|8.0|17.5|45.7|3.2|8.2|39.4|5.9|6.7|88.8|3.6|2.7|1.0|0.0|2.3
4|Chris Clemons|CAM|G|31|34.0|24.9|7.5|16.6|45.2|3.1|8.3|37.1|6.8|7.9|86.1|4.6|3.1|1.6|0.3|2.7
5|Justin Wright-Foreman|HOF|G|31|37.8|24.4|8.5|19.0|44.9|3.1|8.5|36.6|4.2|5.3|79.9|3.3|3.2|0.8|0.2|2.2
6|Mike Daum|SDSU|F|35|31.1|23.9|7.8|16.9|46.2|2.7|6.5|42.5|5.5|6.5|85.1|10.3|1.3|0.5|0.7|2.1
7|R.J. Cole|CONN|G|33|37.9|23.7|7.3|18.5|39.4|3.3|9.2|35.9|5.8|7.5|77.0|3.9|6.0|1.7|0.0|3.8
8|Demontrae Jefferson|TXSO|G|27|37.6|23.3|7.7|18.3|42.0|3.1|8.0|39.4|4.8|5.9|82.3|3.1|4.6|1.3|0.0|3.1
9|Jon Elmore|MRSH|G|36|38.3|22.7|6.8|15.4|43.9|2.7|7.6|35.6|6.4|7.8|82.6|5.8|6.8|1.6|0.4|3.7
10|Bryson Scott|PFW|G|33|31.1|22.6|7.5|16.4|45.7|1.5|5.1|29.6|6.1|7.5|81.8|4.5|2.6|2.0|0.2|2.8
11|Matt Morgan|COR|G|28|34.6|22.5|7.3|14.8|49.2|2.7|7.3|36.9|5.3|6.4|81.7|4.6|3.2|0.8|0.3|2.5
11|Andre Spight|UNCO|G|38|33.8|22.5|7.7|17.4|44.3|3.4|8.4|40.0|3.7|4.7|78.3|3.9|3.7|1.2|0.3|2.9
13|Tyler Nelson|FAIR|G|33|36.5|22.2|7.0|16.6|42.0|3.2|8.9|35.3|5.1|5.8|88.0|4.2|3.3|1.4|0.1|2.5
14|Fletcher Magee|WOF|G|34|33.6|22.1|7.4|15.4|48.4|4.4|9.9|43.9|2.9|3.1|90.7|2.9|1.7|0.9|0.1|1.7
15|Jerrick Harding|WEB|G|31|32.9|22.0|8.0|15.2|53.0|1.8|4.3|42.5|4.1|4.6|88.2|3.4|1.7|1.1|0.2|2.4
16|Junior Robinson|MSM|G|32|36.3|22.0|7.1|16.0|44.6|2.4|6.3|38.8|5.3|5.9|89.9|2.9|4.8|1.2|0.0|2.8
17|Garrison Mathews|LIP|G|33|30.4|21.7|6.5|13.9|46.5|2.7|7.2|38.1|6.0|7.5|79.9|5.5|1.8|1.0|0.3|2.2
18|Shamorie Ponds|SJU|G|30|37.0|21.6|7.5|17.9|42.0|1.6|6.2|25.3|5.0|5.8|85.7|5.0|4.7|2.3|0.1|2.7
19|Jonathan Stark|MUR|G|32|36.4|21.4|6.9|15.3|45.1|3.4|8.6|39.9|4.2|4.7|89.3|2.7|3.9|1.3|0.2|2.4
