RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
1|Ruben Douglas|UNM|G|28|35.1|28.0|7.8|19.6|39.7|3.4|8.5|39.5|9.0|10.8|84.1|6.6|2.1|1.3|0.3|3.9
2|Henry Domercant|EIU|G|29|33.7|27.9|8.7|19.0|45.8|2.9|6.8|42.4|7.7|9.1|84.4|6.9|2.8|1.4|0.5|2.4
3|Mike Helms|OAK|G|28|34.5|26.9|8.6|19.0|45.2|2.6|7.0|37.9|7.0|9.4|74.5|4.0|2.0|1.4|0.3|3.8
4|Michael Watson|KC|G|29|38.8|25.5|8.5|22.6|37.7|4.1|11.6|35.0|4.4|5.9|75.3|3.7|3.8|1.4|0.2|3.7
5|Troy Bell|BC|G|31|38.6|25.2|7.2|16.4|44.1|3.4|8.5|40.2|7.3|8.6|84.7|4.6|3.7|2.3|0.2|2.5
6| Clark|SPU|G|29|38.2|24.9|8.0|20.1|39.6|3.8|9.6|39.2|5.2|6.1|85.3|3.3|4.2|1.4|0.2|4.0
7|Luis Alberto Flores|MAN|G|30|38.9|24.6|7.7|16.9|45.5|1.9|4.8|38.6|7.4|8.2|90.2|5.6|2.9|1.9|0.4|3.3
8|Chris Williams|BALL|G|30|35.8|24.5|7.5|17.6|42.9|2.1|6.5|32.7|7.3|8.5|85.9|3.4|2.2|1.3|0.1|2.3
9|Michael Sweetney|GTWN|F|34|32.4|22.8|7.8|14.2|54.7|0.0|0.1|0.0|7.3|9.9|73.8|10.4|1.9|1.5|3.2|2.1
10|Kevin Martin|WCU|G|24|31.6|22.8|6.7|15.8|42.5|2.1|6.6|31.4|7.3|8.3|87.9|3.8|1.8|1.4|0.5|3.1
11|Willie Green|DETM|G|30|34.0|22.6|8.1|16.6|49.0|1.2|3.3|37.4|5.1|6.3|80.5|4.9|2.5|1.3|0.4|2.3
12|Ricky Minard|MORE|G-F|29|31.3|22.5|7.8|15.0|51.6|1.9|5.1|36.7|5.1|6.1|83.7|6.2|4.0|2.2|0.6|3.1
13|Chris Kaman|CMU|C|31|34.0|22.4|7.9|12.6|62.2|0.0|0.0|0.0|6.7|8.9|75.0|12.0|1.3|0.6|3.2|4.4
14|Seth Doliboa|WRST|F|28|35.9|22.3|7.8|17.4|44.6|2.4|6.3|38.1|4.4|5.8|76.5|7.5|1.3|1.1|1.2|2.3
15|Marcus Hatten|SJU|G|34|35.4|22.2|8.1|19.2|42.4|1.6|5.4|30.3|4.3|5.9|73.0|5.6|4.1|2.9|0.5|3.8
16|Carmelo Anthony|SYR|F|35|36.4|22.2|7.9|17.5|45.3|1.6|4.7|33.7|4.8|6.8|70.6|10.0|2.2|1.6|0.9|2.2
17|Jason Conley|MIZ|F|10|33.9|22.2|8.1|17.7|45.8|1.6|6.1|26.2|4.4|6.0|73.3|7.3|1.5|1.7|0.2|2.9
18|Andrew Wisniewski|CENTELA|G|28|33.9|22.0|7.4|14.7|50.4|1.9|5.3|36.1|5.4|6.4|83.3|2.5|4.4|2.6|0.1|3.6
19|Andre Emmett|TTU|G|34|37.0|21.8|8.7|17.5|49.9|0.3|1.1|28.9|4.0|5.6|71.2|6.6|1.9|1.9|0.5|2.1
20|Julius Jenkins|GASO|G|27|35.0|21.7|7.9|17.4|45.5|2.7|6.6|41.8|3.1|4.3|71.8|4.9|3.4|1.1|0.2|2.4
21|Ron Williamson|HOW|G|30|37.2|21.7|6.6|15.9|41.2|3.5|7.9|43.9|5.1|5.9|86.4|2.8|2.3|1.5|0.0|2.4
22|Darshan Luckey|SFPA|G|28|37.5|21.6|7.2|18.8|38.3|1.6|5.9|28.0|5.6|7.2|77.7|5.1|1.6|1.7|0.3|4.1
23|Dwyane Wade|MARQ|G|38|32.2|21.6|7.7|15.4|49.9|0.4|1.3|33.3|5.7|7.3|78.1|6.4|4.6|2.1|1.3|3.2
24|Brandon Hunter|OHIO|F|30|38.3|21.5|7.2|13.8|52.3|0.4|1.2|29.7|6.6|11.2|59.4|12.6|2.6|0.8|1.2|3.6
25|Jermaine Hall|WAG|F|32|33.8|21.4|8.5|14.8|57.5|0.2|0.8|26.9|4.2|5.8|71.9|7.1|1.6|0.7|0.8|2.6
26|Marques Green|SBU|G|27|37.1|21.3|6.7|17.1|39.5|3.5|8.9|39.2|4.3|4.9|87.9|3.7|8.0|2.6|0.0|3.6
27|Ron Slay|TENN|F|29|34.2|21.2|7.3|14.9|48.7|1.5|3.9|37.7|5.2|6.7|78.2|7.8|2.1|0.7|0.1|3.7
28|Brett Blizzard|UNCW|G|31|35.2|21.1|7.2|15.7|45.9|3.5|8.0|44.1|3.2|4.3|75.8|4.3|3.6|2.2|0.3|2.2
29|Antonio Gates|KENT|F|31|33.3|20.6|7.5|15.6|47.8|0.5|1.4|34.9|5.3|7.4|70.9|7.7|4.1|1.5|0.2|3.5
30|Derrick Tarver|AKR|G|28|34.3|20.6|6.9|14.5|47.2|1.9|5.8|33.3|5.0|7.7|65.1|2.8|1.8|0.5|0.0|2.3
31|Terrence Woods|FAMU|G|28|29.2|20.5|6.0|13.5|44.4|5.0|10.9|45.7|3.6|4.0|88.5|4.0|1.0|1.4|0.0|1.7
32|Jermaine Boyette|WEB|G|32|32.0|20.5|6.2|11.4|54.4|1.0|2.8|34.8|7.1|8.9|80.3|2.5|3.3|1.8|0.0|2.4
33|Tee Trotter|UMES|G|28|37.7|20.5|6.5|16.3|40.0|3.0|7.7|38.6|4.4|5.4|82.1|2.3|3.1|1.0|0.0|3.6
33|Shawn Hall|APP|G|28|31.3|20.5|6.8|18.6|36.3|3.7|11.0|33.3|3.3|4.0|82.1|3.0|2.5|1.1|0.2|3.3
35|Joe Shipp|CAL|F|31|35.4|20.4|7.8|15.0|51.8|1.3|3.6|35.4|3.5|4.7|75.9|6.1|2.3|0.9|0.7|1.9
36|Ronald Blackshear|MRSH|G|29|32.8|20.3|6.6|16.6|39.5|3.4|9.1|37.0|3.8|4.3|88.8|3.6|1.6|0.7|0.1|2.9
37|Marcus Banks|UNLV|G|32|36.1|20.3|7.0|13.6|51.4|1.3|3.8|33.6|5.1|6.7|75.7|3.4|5.5|2.8|0.1|3.9
38|Chris Monroe|GW|G|29|33.6|20.3|5.9|13.8|43.1|2.0|6.1|33.3|6.4|8.9|71.4|5.0|1.9|1.0|0.3|3.1
39|Quinton Ross|SMU|G|30|35.2|20.3|6.4|14.1|45.3|1.4|4.7|29.8|6.1|7.7|79.3|6.4|2.1|1.5|0.8|2.1
40|M|M|F|28|36.0|20.1|6.8|14.6|46.7|2.4|6.5|37.2|4.1|4.8|84.4|6.3|2.3|1.0|0.1|2.2
41|David West|XAV|F|32|36.5|20.1|6.7|13.0|51.3|0.3|0.8|34.6|6.5|8.0|81.6|11.8|3.2|1.3|1.6|2.7
42|Drew Schifino|WVU|F|29|34.2|20.1|7.6|16.8|45.2|0.9|2.9|30.1|4.0|6.0|66.9|4.7|2.3|1.1|0.3|2.4
43|Brian Cook|ILL|F|30|31.3|20.0|6.7|14.1|47.9|0.9|3.0|30.3|5.6|6.8|82.0|7.6|2.0|0.7|0.4|2.8
44|Craig Smith|BC|F|31|31.9|19.9|7.8|12.9|60.3|0.1|0.5|20.0|4.3|6.3|68.0|7.9|1.3|0.9|0.9|2.4
45|Vernard Hollins|WRST|G|28|36.6|19.9|7.0|14.7|47.8|0.1|1.0|10.3|5.7|8.1|70.2|5.7|3.9|1.1|0.4|3.1
46|Jameer Nelson|JOES|G|30|34.9|19.7|6.5|14.8|43.7|2.1|6.3|33.9|4.6|6.0|77.2|5.1|4.7|2.2|0.2|2.9
47|Carl English|HAW|G|31|35.9|19.7|6.4|14.8|42.8|2.9|7.4|39.0|4.1|5.5|74.3|5.4|2.4|0.7|0.1|2.7
48|Luke Ridnour|ORE|G|33|35.4|19.7|6.2|14.2|43.2|2.5|6.4|38.2|4.9|5.6|88.0|3.4|6.6|1.9|0.1|3.9
49|Josh Howard|WAKE|F|31|32.3|19.5|6.6|13.8|47.7|1.7|4.6|37.3|4.7|5.6|83.3|8.3|1.9|2.1|1.5|2.6
50|Ben Gordon|CONN|G|33|33.4|19.5|6.4|14.4|44.3|2.4|5.8|41.9|4.3|5.4|80.8|4.2|4.7|1.2|0.2|3.4
51|Matt Carroll|ND|G|34|33.9|19.5|6.3|14.3|44.1|2.9|7.1|40.7|4.0|4.7|84.4|5.0|1.6|1.1|0.1|1.6
52|Taylor Coppenrath|UVM|F|31|32.3|19.5|6.8|14.7|46.2|1.2|3.2|38.8|4.6|6.2|74.6|6.0|1.2|0.9|0.4|2.0
52|Karim Souchu|FUR|F|31|31.1|19.5|7.2|14.1|50.9|1.8|5.3|34.1|3.3|4.7|69.9|4.5|1.5|1.3|0.5|2.2
54|Danny Granger|UNM|F|14|27.1|19.2|7.1|13.6|51.8|0.4|1.4|30.0|4.6|6.8|68.4|7.9|1.1|1.4|1.4|2.2
55|Maurice Carter|RMU|G|27|36.9|19.2|6.0|14.5|41.7|3.1|8.1|38.2|4.0|5.5|73.0|4.0|2.4|0.8|0.1|2.4
56|Antawn Dobie|LIU|G|26|38.4|19.1|6.3|15.5|40.4|1.3|5.4|25.0|5.2|6.4|81.3|4.0|7.4|1.7|0.1|5.7
57|Earl Hunt|BRWN|F|27|35.9|19.1|6.3|14.3|44.3|1.7|4.8|35.7|4.7|5.6|83.6|4.7|2.2|0.9|0.1|2.1
58|Ike Diogu|ASU|F-C|32|32.2|19.0|6.6|10.8|60.9|0.3|0.8|37.5|5.6|7.7|73.5|7.8|0.8|0.3|1.0|2.8
59|Chris Davis|UNT|G|26|34.8|19.0|6.0|14.1|42.8|1.0|3.7|28.4|5.9|7.7|76.9|7.2|3.0|0.7|0.4|3.7
59|Cedrick Banks|UIC|G|26|33.0|19.0|7.4|16.7|44.5|2.1|5.6|37.7|2.0|3.2|63.1|5.0|1.9|1.2|0.2|1.8
61|Phillip Gilbert|BRAD|G|30|36.3|18.9|6.7|15.4|43.2|2.6|6.6|39.4|3.0|4.0|75.0|4.6|1.4|1.3|0.2|2.7
62|Jamar Wilson|ALB|G|27|37.2|18.9|6.8|13.9|48.8|1.2|3.4|35.9|4.1|5.0|81.5|3.8|3.3|0.8|0.1|3.6
63|James Moore|NMSU|F|23|30.8|18.8|6.8|11.6|58.4|0.0|0.2|0.0|5.2|6.4|81.6|6.5|1.1|1.7|2.0|2.1
64|Darius Rice|MIA|F|27|33.4|18.8|6.3|14.8|42.6|2.5|6.8|36.4|3.7|4.9|76.3|5.8|1.2|1.4|0.8|2.6
65|Chris Thomas|ND|G|34|36.6|18.7|6.2|15.4|40.3|2.4|6.1|38.5|4.0|4.6|87.1|4.0|6.9|1.8|0.2|4.2
66|Desmon Farmer|USC|G|30|32.6|18.7|6.1|15.1|40.1|2.1|6.5|32.3|4.5|5.4|82.8|4.8|1.8|0.9|0.1|2.2
67|Danny Gathings|HPU|F|24|32.8|18.7|7.9|13.9|57.1|0.1|0.9|14.3|2.7|5.1|52.8|7.6|1.0|2.2|0.3|3.0
68|Gary Neal|TOW|G|29|32.1|18.6|5.8|14.6|40.0|3.0|7.9|37.4|4.0|4.9|81.7|4.2|1.6|0.6|0.0|2.2
69|Torrey Butler|CCU|F|28|33.2|18.6|6.5|13.7|47.1|1.5|4.0|36.3|4.2|5.3|79.7|6.4|1.2|0.7|0.1|2.1
70|Radee Skipworth|VMI|F|30|32.6|18.6|6.9|15.0|46.3|1.1|3.4|32.0|3.6|5.5|66.5|5.8|2.1|1.1|0.3|2.7
71|Hector Romero|UNO|F|27|33.3|18.6|6.1|13.6|44.8|0.8|2.3|34.4|5.6|7.5|74.4|9.0|2.1|1.2|1.4|4.0
72|Kim Hollis|TXSO|G|31|33.8|18.5|5.5|12.5|43.9|2.9|7.4|39.6|4.6|6.5|70.4|5.9|3.7|1.5|0.2|2.6
73|Darrell Tucker|SF|F|23|32.5|18.5|6.5|13.3|48.9|1.9|4.3|43.4|3.7|4.7|77.8|8.1|0.8|0.6|0.6|2.3
74|Nick Collison|KU|F|38|32.4|18.5|7.4|13.3|55.4|0.3|1.0|34.2|3.3|5.3|63.5|10.0|2.2|1.2|1.9|2.4
75|Ryan Gomes|PROV|F|32|36.0|18.4|6.7|12.4|53.7|0.0|0.1|0.0|5.1|6.1|84.0|9.7|2.1|1.7|0.8|2.4
76|David Bailey|LUC|G|30|33.3|18.4|6.1|16.8|36.2|1.7|6.3|27.1|4.6|5.6|81.5|3.7|5.3|1.6|0.0|3.3
77|Marquis Daniels|AUB|F|34|33.8|18.4|7.2|14.0|51.3|0.9|2.9|30.6|3.1|4.7|67.3|6.2|3.3|2.3|0.2|3.0
78|Juan Mendez|NIA|F|29|34.6|18.4|7.1|11.9|60.2|0.0|0.1|0.0|4.1|5.6|73.9|9.0|0.7|1.3|1.2|2.2
79|Clay Tucker|MILW|F|30|33.0|18.3|6.3|14.6|42.8|1.8|6.2|28.9|4.0|5.9|68.2|5.1|4.1|2.0|0.6|2.2
80|Morris Finley|UAB|G|37|31.5|18.3|5.9|14.4|41.1|2.9|7.1|41.3|3.6|4.4|82.1|3.4|3.3|1.9|0.0|1.7
81|Brent Darby|OSU|G|32|38.1|18.3|5.1|13.5|37.8|1.7|5.1|34.0|6.4|7.9|81.0|3.9|4.4|1.8|0.1|3.6
82|Jerry Johnson|RID|G|27|35.5|18.3|6.1|16.6|36.5|2.6|8.7|29.2|3.6|4.2|85.1|2.4|3.1|1.3|0.0|3.8
83|Jarvis Hayes|UGA|G|27|32.3|18.3|6.9|13.6|50.3|2.0|4.7|42.5|2.6|3.3|78.4|4.4|2.0|1.1|0.4|1.4
84|Marcus Moore|WSU|G|18|33.8|18.2|5.6|16.1|34.9|2.5|7.8|32.1|4.5|6.0|75.0|5.4|4.7|1.7|0.3|3.8
85|Reece Gaines|LOU|G|34|32.2|18.2|5.7|12.1|46.7|2.5|6.2|40.3|4.3|5.9|73.1|3.1|4.9|1.8|0.1|3.1
86|Richard Toussaint|BCU|F|30|32.4|18.2|6.1|14.8|41.3|0.5|1.8|29.1|5.4|7.1|76.9|4.0|1.3|1.5|0.3|2.4
87|Rawle Marshall|OAK|G|28|34.8|18.1|6.4|14.4|44.1|1.0|3.8|25.5|4.4|5.8|77.0|6.6|2.8|2.8|1.5|2.6
88|Romain Sato|XAV|G|32|36.9|18.1|5.7|13.8|41.1|2.6|7.7|34.0|4.1|5.1|80.9|7.1|2.3|1.0|0.3|1.9
89|Gregory Burks|PV|G|29|36.1|18.1|6.0|13.8|43.6|1.4|4.2|33.6|4.6|5.6|81.6|3.3|4.4|1.8|0.0|2.9
90|Rick Apodaca|HOF|G|15|38.8|18.1|5.5|15.6|35.5|3.0|9.1|33.1|4.0|5.7|69.8|4.8|4.3|1.0|0.5|4.1
91|Donta Richardson|WYO|G|32|31.5|18.1|5.6|12.7|43.7|1.9|5.2|37.6|5.0|6.2|80.8|3.3|2.4|1.3|0.0|2.3
92|Hollis Price|OU|G|34|33.6|18.0|5.7|12.6|45.3|2.8|6.4|43.3|3.8|4.1|92.9|2.7|2.8|1.6|0.2|2.0
92|Jason Keep|USD|C|30|26.4|18.0|6.5|10.8|60.4|0.0|0.1|50.0|5.0|8.8|56.2|9.1|1.1|0.6|1.2|3.5
92|Reggie Borges|ORU|F|28|30.7|18.0|6.3|12.4|50.4|0.3|1.0|24.1|5.3|7.0|74.6|6.8|1.5|0.9|0.3|2.6
95|Blake Stepp|GONZ|G|33|35.5|18.0|5.3|12.3|43.1|3.0|7.4|40.3|4.4|5.3|83.3|3.7|6.0|1.6|0.1|3.3
96|Nate Williams|GAST|F-C|29|36.6|18.0|6.8|13.1|51.7|0.0|0.1|0.0|4.4|5.9|75.0|6.6|2.0|1.2|1.4|2.8
97|Ryan McDade|NAU|F|28|29.8|18.0|7.4|14.7|50.1|0.1|0.5|23.1|3.1|6.0|52.4|8.6|0.9|1.0|0.9|1.8
98|Matt Freije|VAN|F|29|31.1|17.9|6.1|13.9|44.3|2.2|6.4|35.1|3.4|4.3|79.8|4.4|1.1|0.9|0.4|1.7
99|Antonio Meeking|LT|F|27|33.5|17.9|6.5|13.1|49.6|0.0|0.0|0.0|4.9|7.1|68.8|7.3|1.1|0.7|0.9|2.5
100|Drew Nicholas|MD|G|31|31.7|17.8|5.9|13.4|44.0|2.4|5.7|41.0|3.7|4.4|85.2|3.8|2.7|1.2|0.4|2.1
