Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mike Taylor|Portland Trail Blazers|Idaho Stampede (D-League)|2008|2|25|55
Sasha Kaun|Oklahoma City Thunder|Kansas|2008|2|26|56
James Gist|San Antonio Spurs|Maryland|2008|2|27|57
Joe Crawford|Los Angeles Lakers|Kentucky|2008|2|28|58
Deron Washington|Detroit Pistons|Virginia Tech|2008|2|29|59
Semih Erden|Boston Celtics|Fenerbahce S.K. (Turkey)|2008|2|30|60
Greg Oden|Portland Trail Blazers|Ohio State|2007|1|1|1
Kevin Durant|Seattle SuperSonics|Texas|2007|1|2|2
Al Horford|Atlanta Hawks|Florida|2007|1|3|3
Mike Conley|Memphis Grizzlies|Ohio State|2007|1|4|4
Jeff Green|Boston Celtics|Georgetown|2007|1|5|5
Yi Jianlian|Milwaukee Bucks|Guangdong Southern Tigers (China)|2007|1|6|6
Corey Brewer|Minnesota Timberwolves|Florida|2007|1|7|7
Brandan Wright|Charlotte Bobcats|North Carolina|2007|1|8|8
Joakim Noah|Chicago Bulls|Florida|2007|1|9|9
Spencer Hawes|Sacramento Kings|Washington|2007|1|10|10
Acie Law|Atlanta Hawks|Texas A&M|2007|1|11|11
Thaddeus Young|Philadelphia 76ers|Georgia Tech|2007|1|12|12
Julian Wright|New Orleans Hornets|Kansas|2007|1|13|13
Al Thornton|Los Angeles Clippers|Florida State|2007|1|14|14
Rodney Stuckey|Detroit Pistons|Eastern Washington|2007|1|15|15
Nick Young|Washington Wizards|Southern California|2007|1|16|16
Sean Williams|New Jersey Nets|Boston College|2007|1|17|17
Marco Belinelli|Golden State Warriors|Fortitudo Pallacanestro Bologna (Italy)|2007|1|18|18
Javaris Crittenton|Los Angeles Lakers|Georgia Tech|2007|1|19|19
Jason Smith|Miami Heat|Colorado State|2007|1|20|20
Daequan Cook|Philadelphia 76ers|Ohio State|2007|1|21|21
Jared Dudley|Charlotte Bobcats|Boston College|2007|1|22|22
Wilson Chandler|New York Knicks|DePaul|2007|1|23|23
Rudy Fernandez|Phoenix Suns|Joventut Badalona (Spain)|2007|1|24|24
Morris Almond|Utah Jazz|Rice|2007|1|25|25
Aaron Brooks|Houston Rockets|Oregon|2007|1|26|26
Arron Afflalo|Detroit Pistons|California-Los Angeles|2007|1|27|27
Tiago Splitter|San Antonio Spurs|Saski Baskonia (Spain)|2007|1|28|28
Alando Tucker|Phoenix Suns|Wisconsin|2007|1|29|29
Petteri Koponen|Philadelphia 76ers|Espoon Honka (Finland)|2007|1|30|30
Carl Landry|Seattle SuperSonics|Purdue|2007|2|1|31
Gabe Pruitt|Boston Celtics|Southern California|2007|2|2|32
Marcus Williams|San Antonio Spurs|Arizona|2007|2|3|33
Nick Fazekas|Dallas Mavericks|Nevada-Reno|2007|2|4|34
Glen Davis|Seattle SuperSonics|Louisiana State|2007|2|5|35
Jermareo Davidson|Golden State Warriors|Alabama|2007|2|6|36
Josh McRoberts|Portland Trail Blazers|Duke|2007|2|7|37
Kyrylo Fesenko|Philadelphia 76ers|Cherkaski Mavpy (Ukraine)|2007|2|8|38
Stanko Barac|Miami Heat|HKK Siroki (Bosnia and Herzegovina)|2007|2|9|39
Sun Sun|Los Angeles Lakers|Beijing Olympians (China)|2007|2|10|40
Chris Richard|Minnesota Timberwolves|Florida|2007|2|11|41
Derrick Byars|Portland Trail Blazers|Vanderbilt|2007|2|12|42
Adam Haluska|New Orleans Hornets|Iowa|2007|2|13|43
Reyshawn Terry|Orlando Magic|North Carolina|2007|2|14|44
