Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Connie Rea|Baltimore Bullets|Centenary (LA)|1953|0|0|0
Walt Kearns|Minneapolis Lakers|Arkansas|1953|0|0|0
Bob Gussner|Minneapolis Lakers|Hamline|1953|0|0|0
Bob Gelle|Minneapolis Lakers|Minnesota|1953|0|0|0
Ken Flowers|Minneapolis Lakers|Southern California|1953|0|0|0
Joe Smyth|New York Knicks|Niagara|1953|0|0|0
Harold Christensen|Minneapolis Lakers|Brigham Young|1953|0|0|0
Bill Chambers|Minneapolis Lakers|William & Mary|1953|0|0|0
Jack George|Philadelphia Warriors|La Salle|1953|0|0|0
Hank Budde|Minneapolis Lakers|Xavier|1953|0|0|0
Doug Atkins|Minneapolis Lakers|Tennessee|1953|0|0|0
Dick White|Ft. Wayne Zollner Pistons|Eastern Kentucky|1953|0|0|0
Norb Lewinski|Ft. Wayne Zollner Pistons|Notre Dame|1953|0|0|0
Lou Tsioropoulos|Boston Celtics|Kentucky|1953|7|0|0
Lewis Gilcrease|Boston Celtics|Texas State|1953|9|0|0
Dean Kelley|Ft. Wayne Zollner Pistons|Kansas|1953|0|0|0
Bill Bolger|Milwaukee Hawks|Georgetown|1953|0|0|0
Earle Markey|Boston Celtics|Holy Cross|1953|4|0|0
Ken Sears|Rochester Royals|Santa Clara|1953|0|0|0
William Hagan|Ft. Wayne Zollner Pistons|Siena|1953|0|0|0
Frank Reddout|Rochester Royals|Syracuse|1953|0|0|0
Elmer Tolson|Baltimore Bullets|Eastern Kentucky|1953|0|0|0
Gil Reich|Boston Celtics|Kansas|1953|11|0|0
Paul Nolen|Baltimore Bullets|Texas Tech|1953|0|0|0
Forrest Hamilton|New York Knicks|Missouri State|1953|0|0|0
Bob Matheny|New York Knicks|California|1953|0|0|0
Cliff Hagan|Boston Celtics|Kentucky|1953|3|0|0
Larry O'Connor|New York Knicks|Canisius|1953|0|0|0
Richard Prater|New York Knicks|Kentucky|1953|0|0|0
Allan Schutts|New York Knicks|Springfield|1953|0|0|0
Bill Dodd|Philadelphia Warriors|Colgate|1953|8|0|0
John Doogan|Philadelphia Warriors|Saint Joseph's|1953|11|0|0
Bob Peterson|Baltimore Bullets|Oregon|1953|0|0|0
Charles Duffley|Philadelphia Warriors|St. Anselm|1953|12|0|0
Don Eby|Philadelphia Warriors|Southern California|1953|6|0|0
Toar Hester|Philadelphia Warriors|Centenary (LA)|1953|10|0|0
Walter Dukes|New York Knicks|Seton Hall|1953|0|0|0
Joe Holup|Boston Celtics|George Washington|1953|5|0|0
Gene Dyker|Milwaukee Hawks|DePaul|1953|0|0|0
Fred Ihle|Philadelphia Warriors|La Salle|1953|4|0|0
Bob Marske|Philadelphia Warriors||1953|7|0|0
Bob Sassone|Philadelphia Warriors|St. Bonaventure|1953|9|0|0
Dick Knostman|Syracuse Nationals|Kansas State|1953|0|0|0
Donald Ackerman|New York Knicks|Long Island-Brooklyn|1953|2|0|0
Ron Feiereisel|Minneapolis Lakers|DePaul|1953|0|0|0
Eddie Solomon|Philadelphia Warriors|West Virginia Tech|1953|5|0|0
Jack Carby|Baltimore Bullets|Kansas State|1953|0|0|0
Bob Emmercik|Baltimore Bullets|Clarion|1953|0|0|0
Bill Kenville|Syracuse Nationals|St. Bonaventure|1953|0|0|0
Norm Grekin|Philadelphia Warriors|La Salle|1953|3|0|0
