Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Red Robbins|Philadelphia 76ers|Tennessee|1966|6|9|59
Mike Dabich|New York Knicks|New Mexico State|1966|7|1|60
Ted Manning|Detroit Pistons|North Carolina Central|1966|7|2|61
Lon Hughey|San Francisco Warriors|Fresno State|1966|7|3|62
Jay Neary|St. Louis Hawks|North Carolina-Wilmington|1966|7|4|63
Dave Mills|Baltimore Bullets|DePaul|1966|7|5|64
Gary Schull|Cincinnati Royals|Florida State|1966|7|6|65
Tab Jackson|Los Angeles Lakers|College of Idaho|1966|7|7|66
Jerry Ward|Boston Celtics|Maryland|1966|7|8|67
John Comeaux|Chicago Bulls|Grambling|1966|7|9|68
Mike Silliman|New York Knicks|Army|1966|8|1|69
George McNeil|Detroit Pistons|Southern Illinois|1966|8|2|70
Ken Washington|San Francisco Warriors|California-Los Angeles|1966|8|3|71
Brian Williams|St. Louis Hawks|Xavier|1966|8|4|72
Roland West|Baltimore Bullets|Cincinnati|1966|8|5|73
Ron Krick|Cincinnati Royals|Cincinnati|1966|8|6|74
John Wetzel|Los Angeles Lakers|Virginia Tech|1966|8|7|75
Russ Gumina|Boston Celtics|San Francisco|1966|8|8|76
Stan Curtis|Chicago Bulls|Northern Michigan|1966|8|9|77
Bill Turner|New York Knicks|Akron|1966|9|1|78
Al Grant|St. Louis Hawks|Long Island-Brooklyn|1966|9|2|79
Chuck Gardner|Baltimore Bullets|Colorado|1966|9|3|80
Billy Smith|Cincinnati Royals|Loyola-Chicago|1966|9|4|81
Julian Hammond|Los Angeles Lakers|Tulsa|1966|9|5|82
Pat Caldwell|Philadelphia 76ers|Rockhurst|1966|9|6|83
Gene Summers|Chicago Bulls|Northern Michigan|1966|9|7|84
Richard Moore|New York Knicks|Hiram Scott|1966|10|1|85
Don Yates|St. Louis Hawks|Minnesota|1966|10|2|86
Guy Manning|Baltimore Bullets|Prairie View A&M|1966|10|3|87
Freddie Lewis|Cincinnati Royals|Arizona State|1966|10|4|88
Mike Rooney|Los Angeles Lakers|Oklahoma|1966|10|5|89
Bob Bedell|Philadelphia 76ers|Stanford|1966|10|6|90
Don Swanson|Chicago Bulls|DePaul|1966|10|7|91
Rich Dyer|New York Knicks|New York University|1966|11|1|92
Curt Gammell|St. Louis Hawks|Pacific Lutheran|1966|11|2|93
Stan McKenzie|Baltimore Bullets|New York University|1966|11|3|94
R.B. Lynam|Cincinnati Royals|Oklahoma Baptist|1966|11|4|95
George Grams|Los Angeles Lakers|Purdue|1966|11|5|96
Carver Clinton|Chicago Bulls|Penn State|1966|11|6|97
Dave Deutsch|New York Knicks|Rochester (NY)|1966|12|1|98
Lonnie Lynn|St. Louis Hawks|Wilberforce|1966|12|2|99
Grant Simmons|Baltimore Bullets|Nebraska|1966|12|3|100
Bob Bennett|New York Knicks|North Carolina|1966|13|1|101
Nick Aloi|St. Louis Hawks|Bowling Green|1966|13|2|102
Al Lopes|Baltimore Bullets|Kansas|1966|13|3|103
Ollie Carter|St. Louis Hawks|San Francisco|1966|14|1|104
Jim Harter|Baltimore Bullets|Texas-Pan American|1966|14|2|105
Paul Long|St. Louis Hawks|Wake Forest|1966|15|1|106
Howard Bayne|Baltimore Bullets|Tennessee|1966|15|2|107
Eddie Jackson|St. Louis Hawks|Bradley|1966|16|1|108
