Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bryan Adrian|Boston Celtics|Davidson|1972|5|14|77
Rowland Garrett|Chicago Bulls|Florida State|1972|5|15|78
Ron Harris|Milwaukee Bucks|Wichita State|1972|5|16|79
Glen Summors|Los Angeles Lakers|Gannon|1972|5|17|80
Joe Gaines|Portland Trail Blazers|Belmont|1972|6|1|81
Ed Czernota|Buffalo Braves|Sacred Heart|1972|6|2|82
Tom Parker|Cleveland Cavaliers|Kentucky|1972|6|3|83
Terry Benton|Detroit Pistons|Wichita State|1972|6|4|84
John Glover|Philadelphia 76ers|Wiley|1972|6|5|85
Jerry Crocker|Kansas City-Omaha Kings|Guilford|1972|6|6|86
Mike Collins|Houston Rockets|Seattle|1972|6|7|87
Randy Noll|Atlanta Hawks|Marshall|1972|6|8|88
Dwaine Dillard|Baltimore Bullets|Eastern Michigan|1972|6|9|89
Ronald Thomas|Seattle SuperSonics|Louisville|1972|6|10|90
Greg Cleuss|New York Knicks|St. John's (NY)|1972|6|11|91
Charles Edge|Phoenix Suns|LeMoyne-Owen|1972|6|12|92
Henry Bacon|Golden State Warriors|Louisville|1972|6|13|93
Doug Holcomb|Boston Celtics|Memphis|1972|6|14|94
Mike Stewart|Chicago Bulls|Santa Clara|1972|6|15|95
Wally Wright|Boston Celtics|Pine Manor|1972|6|16|96
Sam Simmons|Los Angeles Lakers|Bradley|1972|6|17|97
Bob Lynn|Portland Trail Blazers|Long Beach State|1972|7|1|98
Greg Kohls|Buffalo Braves|Syracuse|1972|7|2|99
Steve Davidson|Cleveland Cavaliers|West Texas A&M|1972|7|3|100
Bruce Anderson|Detroit Pistons|Arizona|1972|7|4|101
Mike Sneed|Kansas City-Omaha Kings|Fayetteville State|1972|7|5|102
Curtis Pritchett|Philadelphia 76ers|Saint Augustine's|1972|7|6|103
Mike Jackson|Houston Rockets|Cal State-Los Angeles|1972|7|7|104
Billy Pleas|Atlanta Hawks|Detroit Mercy|1972|7|8|105
Marvin Brown|Baltimore Bullets|Jackson State|1972|7|9|106
Jerry Dunn|Seattle SuperSonics|Western Kentucky|1972|7|10|107
Tracy Tripucka|New York Knicks|Lafayette|1972|7|11|108
Bernie Fryer|Phoenix Suns|Brigham Young|1972|7|12|109
William Franklin|Golden State Warriors|Purdue|1972|7|13|110
Stephen Previs|Boston Celtics|North Carolina|1972|7|14|111
Jerry Pender|Chicago Bulls|Fresno State|1972|7|15|112
Edward Davis|Milwaukee Bucks|Duquesne|1972|7|16|113
Ruben Vance|Portland Trail Blazers|Kent State|1972|8|1|114
Andy Denny|Buffalo Braves|South Alabama|1972|8|2|115
Roger Evans|Cleveland Cavaliers|Kent State|1972|8|3|116
Ben Kelso|Detroit Pistons|Central Michigan|1972|8|4|117
Jim Kopp|Philadelphia 76ers|Rockhurst|1972|8|5|118
Jerry Clack|Kansas City-Omaha Kings|Oklahoma|1972|8|6|119
Henry Harris|Houston Rockets|Auburn|1972|8|7|120
Oscar Evans|Atlanta Hawks|Butler|1972|8|8|121
Jim Floyd|Baltimore Bullets|Shaw|1972|8|9|122
Willy Stoudamire|Seattle SuperSonics|Portland State|1972|8|10|123
Tom Corde|New York Knicks|Ohio|1972|8|11|124
Russell Golden|Phoenix Suns|Jackson State|1972|8|12|125
John Burks|Golden State Warriors|San Francisco|1972|8|13|126
