Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Jayson Williams|Phoenix Suns|St. John's (NY)|1990|1|21|21
Tate George|New Jersey Nets|Connecticut|1990|1|22|22
Anthony Bonner|Sacramento Kings|Saint Louis|1990|1|23|23
Dwayne Schintzius|San Antonio Spurs|Florida|1990|1|24|24
Alaa Abdelnaby|Portland Trail Blazers|Duke|1990|1|25|25
Lance Blanks|Detroit Pistons|Texas|1990|1|26|26
Elden Campbell|Los Angeles Lakers|Clemson|1990|1|27|27
Les Jepsen|Golden State Warriors|Iowa|1990|2|1|28
Toni Kukoc|Chicago Bulls|Universo Treviso Basket (Italy)|1990|2|2|29
Carl Herrera|Miami Heat|Houston|1990|2|3|30
Negele Knight|Phoenix Suns|Dayton|1990|2|4|31
Brian Oliver|Philadelphia 76ers|Georgia Tech|1990|2|5|32
Walter Palmer|Utah Jazz|Dartmouth|1990|2|6|33
Kevin Pritchard|Golden State Warriors|Kansas|1990|2|7|34
Greg Foster|Washington Bullets|Texas-El Paso|1990|2|8|35
Trevor Wilson|Atlanta Hawks|California-Los Angeles|1990|2|9|36
A.J. English|Washington Bullets|Virginia Union|1990|2|10|37
Jud Buechler|Seattle SuperSonics|Arizona|1990|2|11|38
Steve Scheffler|Charlotte Hornets|Purdue|1990|2|12|39
Bimbo Coles|Sacramento Kings|Virginia Tech|1990|2|13|40
Stephen Bardo|Atlanta Hawks|Illinois|1990|2|14|41
Marcus Liberty|Denver Nuggets|Illinois|1990|2|15|42
Tony Massenburg|San Antonio Spurs|Maryland|1990|2|16|43
Steve Henson|Milwaukee Bucks|Kansas State|1990|2|17|44
Antonio Davis|Indiana Pacers|Texas-El Paso|1990|2|18|45
Kenny Williams|Indiana Pacers|Elizabeth City State|1990|2|19|46
Derek Strong|Philadelphia 76ers|Xavier|1990|2|20|47
Cedric Ceballos|Phoenix Suns|Cal State-Fullerton|1990|2|21|48
Phil Henderson|Dallas Mavericks|Duke|1990|2|22|49
Milos Babic|Phoenix Suns|Tennessee Tech|1990|2|23|50
Tony Smith|Los Angeles Lakers|Marquette|1990|2|24|51
Stefano Rusconi|Cleveland Cavaliers|Pallacanestro Varese (Italy)|1990|2|25|52
Abdul Shamsid-Deen|Seattle SuperSonics|Providence|1990|2|26|53
Sean Higgins|San Antonio Spurs|Michigan|1990|2|27|54
Pervis Ellison|Sacramento Kings|Louisville|1989|1|1|1
Danny Ferry|Los Angeles Clippers|Duke|1989|1|2|2
Sean Elliott|San Antonio Spurs|Arizona|1989|1|3|3
Glen Rice|Miami Heat|Michigan|1989|1|4|4
J.R. Reid|Charlotte Hornets|North Carolina|1989|1|5|5
Stacey King|Chicago Bulls|Oklahoma|1989|1|6|6
George McCloud|Indiana Pacers|Florida State|1989|1|7|7
Randy White|Dallas Mavericks|Louisiana Tech|1989|1|8|8
Tom Hammonds|Washington Bullets|Georgia Tech|1989|1|9|9
Pooh Richardson|Minnesota Timberwolves|California-Los Angeles|1989|1|10|10
Nick Anderson|Orlando Magic|Illinois|1989|1|11|11
Mookie Blaylock|New Jersey Nets|Oklahoma|1989|1|12|12
Michael Smith|Boston Celtics|Brigham Young|1989|1|13|13
Tim Hardaway|Golden State Warriors|Texas-El Paso|1989|1|14|14
Todd Lichti|Denver Nuggets|Stanford|1989|1|15|15
Dana Barros|Seattle SuperSonics|Boston College|1989|1|16|16
