Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Shawn Kemp|Seattle SuperSonics|Trinity Valley Community College|1989|1|17|17
B.J. Armstrong|Chicago Bulls|Iowa|1989|1|18|18
Kenny Payne|Philadelphia 76ers|Louisville|1989|1|19|19
Jeff Sanders|Chicago Bulls|Georgia Southern|1989|1|20|20
Blue Edwards|Utah Jazz|East Carolina|1989|1|21|21
Byron Irvin|Portland Trail Blazers|Missouri|1989|1|22|22
Roy Marble|Atlanta Hawks|Iowa|1989|1|23|23
Anthony Cook|Phoenix Suns|Arizona|1989|1|24|24
John Morton|Cleveland Cavaliers|Seton Hall|1989|1|25|25
Vlade Divac|Los Angeles Lakers|KK Partizan (Serbia)|1989|1|26|26
Kenny Battle|Detroit Pistons|Illinois|1989|1|27|27
Sherman Douglas|Miami Heat|Syracuse|1989|2|1|28
Dyron Nix|Charlotte Hornets|Tennessee|1989|2|2|29
Frank Kornet|Milwaukee Bucks|Vanderbilt|1989|2|3|30
Jeff Martin|Los Angeles Clippers|Murray State|1989|2|4|31
Stanley Brundy|New Jersey Nets|DePaul|1989|2|5|32
Jay Edwards|Los Angeles Clippers|Indiana|1989|2|6|33
Gary Leonard|Minnesota Timberwolves|Missouri|1989|2|7|34
Pat Durham|Dallas Mavericks|Colorado State|1989|2|8|35
Clifford Robinson|Portland Trail Blazers|Connecticut|1989|2|9|36
Michael Ansley|Orlando Magic|Alabama|1989|2|10|37
Doug West|Minnesota Timberwolves|Villanova|1989|2|11|38
Ed Horton|Washington Bullets|Iowa|1989|2|12|39
Dino Radja|Boston Celtics|KK Split (Croatia)|1989|2|13|40
Doug Roth|Washington Bullets|Tennessee|1989|2|14|41
Michael Cutright|Denver Nuggets|McNeese State|1989|2|15|42
Chucky Brown|Cleveland Cavaliers|North Carolina State|1989|2|16|43
Reggie Cross|Philadelphia 76ers|Hawaii|1989|2|17|44
Scott Haffner|Miami Heat|Evansville|1989|2|18|45
Ricky Blanton|Phoenix Suns|Louisiana State|1989|2|19|46
Reggie Turner|Denver Nuggets|Alabama-Birmingham|1989|2|20|47
Junie Lewis|Utah Jazz|South Alabama|1989|2|21|48
Haywoode Workman|Atlanta Hawks|Oral Roberts|1989|2|22|49
Brian Quinnett|New York Knicks|Washington State|1989|2|23|50
Mike Morrison|Phoenix Suns|Loyola-Maryland|1989|2|24|51
Greg Grant|Phoenix Suns|College of New Jersey|1989|2|25|52
Jeff Hodge|Dallas Mavericks|South Alabama|1989|2|26|53
Toney Mack|Philadelphia 76ers|Georgia|1989|2|27|54
Danny Manning|Los Angeles Clippers|Kansas|1988|1|1|1
Rik Smits|Indiana Pacers|Marist|1988|1|2|2
Charles Smith|Philadelphia 76ers|Pittsburgh|1988|1|3|3
Chris Morris|New Jersey Nets|Auburn|1988|1|4|4
Mitch Richmond|Golden State Warriors|Kansas State|1988|1|5|5
Hersey Hawkins|Los Angeles Clippers|Bradley|1988|1|6|6
Tim Perry|Phoenix Suns|Temple|1988|1|7|7
Rex Chapman|Charlotte Hornets|Kentucky|1988|1|8|8
Rony Seikaly|Miami Heat|Syracuse|1988|1|9|9
Willie Anderson|San Antonio Spurs|Georgia|1988|1|10|10
Will Perdue|Chicago Bulls|Vanderbilt|1988|1|11|11
Harvey Grant|Washington Bullets|Oklahoma|1988|1|12|12
