Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
LaVon Williams|Cleveland Cavaliers|Kentucky|1980|5|9|101
Larry Belin|Portland Trail Blazers|New Mexico|1980|5|10|102
Darrell Allums|Dallas Mavericks|California-Los Angeles|1980|5|11|103
William Carey|New York Knicks|Albright|1980|5|12|104
Daryl Strickland|Washington Bullets|Rutgers|1980|5|13|105
Albert Jones|Houston Rockets|New Mexico State|1980|5|14|106
Gib Hinz|San Antonio Spurs|Wisconsin-Eau Claire|1980|5|15|107
Kevin Blakley|Kansas City Kings|Eastern Michigan|1980|5|16|108
Ken Jones|Milwaukee Bucks|Virginia Commonwealth|1980|5|17|109
Mike Doyle|Atlanta Hawks|South Carolina|1980|5|18|110
Mark Stevens|Phoenix Suns|Northern Arizona|1980|5|19|111
Lenny Horton|Seattle SuperSonics|Georgia Tech|1980|5|20|112
Jim Swaney|Philadelphia 76ers|Toledo|1980|5|21|113
Rick Raivio|Los Angeles Lakers|Portland|1980|5|22|114
Rufus Harris|Boston Celtics|Maine|1980|5|23|115
Tony Turner|Detroit Pistons|Alaska-Anchorage|1980|6|1|116
Neil Bresnahan|Golden State Warriors|Illinois|1980|6|2|117
Ken Cunningham|Utah Jazz|Western Michigan|1980|6|3|118
Ernie Hill|Denver Nuggets|Oklahoma City|1980|6|4|119
Bernard Rencher|Chicago Bulls|St. John's (NY)|1980|6|5|120
Rick Mattick|New Jersey Nets|Louisiana State|1980|6|6|121
Londale Theus|San Diego Clippers|Santa Clara|1980|6|7|122
Antonio Martin|Cleveland Cavaliers|Oral Roberts|1980|6|8|123
Randy Owens|Indiana Pacers|Philadelphia University|1980|6|9|124
Perry Mirkovich|Portland Trail Blazers|Lethbridge (CAN)|1980|6|10|125
Leroy Jackson|Dallas Mavericks|Cameron|1980|6|11|126
Ken Dancy|Washington Bullets|Chicago State|1980|6|12|127
Kelvin Hicks|New York Knicks|New York Tech|1980|6|13|128
Dean Uthoff|San Antonio Spurs|Iowa State|1980|6|14|129
Everette Jefferson|Houston Rockets|New Mexico|1980|6|15|130
Trent Grooms|Kansas City Kings|Kent State|1980|6|16|131
Alex Gilbert|Milwaukee Bucks|Indiana State|1980|6|17|132
Mike Zagardo|Atlanta Hawks|George Washington|1980|6|18|133
Coby Leavitt|Phoenix Suns|Utah|1980|6|19|134
Jim Strickland|Seattle SuperSonics|South Carolina|1980|6|20|135
Donald Cooper|Philadelphia 76ers|Saint Augustine's|1980|6|21|136
Odis Boddie|Los Angeles Lakers|North Alabama|1980|6|22|137
Kenny Evans|Boston Celtics|Norfolk State|1980|6|23|138
Carl Pierce|Detroit Pistons|Gonzaga|1980|7|1|139
Dave Colescott|Utah Jazz|North Carolina|1980|7|2|140
Lorenzo Romar|Golden State Warriors|Washington|1980|7|3|141
Robert Byrd|Chicago Bulls|Marquette|1980|7|4|142
Tommy Springer|Denver Nuggets|Vanderbilt|1980|7|5|143
Larry Spicer|New Jersey Nets|Alabama-Birmingham|1980|7|6|144
Paul Anderson|San Diego Clippers|Southern California|1980|7|7|145
Charles Naddaff|Indiana Pacers|Lafayette|1980|7|8|146
Leroy Berry|Cleveland Cavaliers|Miami (OH)|1980|7|9|147
Gig Sims|Portland Trail Blazers|California-Los Angeles|1980|7|10|148
Tony Forch|Dallas Mavericks|Midwestern State|1980|7|11|149
Bobby Turner|New York Knicks|Louisville|1980|7|12|150
