Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Joe Barry Carroll|Golden State Warriors|Purdue|1980|1|1|1
Darrell Griffith|Utah Jazz|Louisville|1980|1|2|2
Kevin McHale|Boston Celtics|Minnesota|1980|1|3|3
Kelvin Ransey|Chicago Bulls|Ohio State|1980|1|4|4
Jamesearl Ray|Denver Nuggets|Jacksonville|1980|1|5|5
Mike O'Koren|New Jersey Nets|North Carolina|1980|1|6|6
Mike Gminski|New Jersey Nets|Duke|1980|1|7|7
Andrew Toney|Philadelphia 76ers|Louisiana-Lafayette|1980|1|8|8
Michael Brooks|San Diego Clippers|La Salle|1980|1|9|9
Ronnie Lester|Portland Trail Blazers|Iowa|1980|1|10|10
Kiki Vandeweghe|Dallas Mavericks|California-Los Angeles|1980|1|11|11
Mike Woodson|New York Knicks|Indiana|1980|1|12|12
Rickey Brown|Golden State Warriors|Mississippi State|1980|1|13|13
Wes Matthews|Washington Bullets|Wisconsin|1980|1|14|14
Reggie Johnson|San Antonio Spurs|Tennessee|1980|1|15|15
Charles Whitney|Kansas City Kings|North Carolina State|1980|1|16|16
Larry Drew|Detroit Pistons|Missouri|1980|1|17|17
Don Collins|Atlanta Hawks|Washington State|1980|1|18|18
John Duren|Utah Jazz|Georgetown|1980|1|19|19
Bill Hanzlik|Seattle SuperSonics|Notre Dame|1980|1|20|20
Monti Davis|Philadelphia 76ers|Tennessee State|1980|1|21|21
Chad Kinch|Cleveland Cavaliers|North Carolina-Charlotte|1980|1|22|22
Carl Nicks|Denver Nuggets|Indiana State|1980|1|23|23
Larry Smith|Golden State Warriors|Alcorn State|1980|2|1|24
Jeff Ruland|Golden State Warriors|Iona|1980|2|2|25
Sam Worthen|Chicago Bulls|Marquette|1980|2|3|26
John Stroud|Houston Rockets|Mississippi|1980|2|4|27
Craig Shelton|Atlanta Hawks|Georgetown|1980|2|5|28
Louis Orr|Indiana Pacers|Syracuse|1980|2|6|29
Kenny Natt|Indiana Pacers|Louisiana-Monroe|1980|2|7|30
Wayne Robinson|Los Angeles Lakers|Virginia Tech|1980|2|8|31
David Lawrence|Portland Trail Blazers|McNeese State|1980|2|9|32
Bruce Collins|Portland Trail Blazers|Weber State|1980|2|10|33
Roosevelt Bouie|Dallas Mavericks|Syracuse|1980|2|11|34
Rick Mahorn|Washington Bullets|Hampton|1980|2|12|35
Dewayne Scales|New York Knicks|Louisiana State|1980|2|13|36
Butch Carter|Los Angeles Lakers|Indiana|1980|2|14|37
Terry Stotts|Houston Rockets|Oklahoma|1980|2|15|38
Michael Wiley|San Antonio Spurs|Long Beach State|1980|2|16|39
Dick Miller|Indiana Pacers|Toledo|1980|2|17|40
Jawann Oldham|Denver Nuggets|Seattle|1980|2|18|41
Kimberly Belton|Phoenix Suns|Stanford|1980|2|19|42
Billy Williams|Houston Rockets|Clemson|1980|2|20|43
Clyde Austin|Philadelphia 76ers|North Carolina State|1980|2|21|44
Brad Branson|Detroit Pistons|Southern Methodist|1980|2|22|45
Arnette Hallman|Boston Celtics|Purdue|1980|2|23|46
Kurt Nimphius|Denver Nuggets|Arizona State|1980|3|1|47
Eddie Lee|Denver Nuggets|Cincinnati|1980|3|2|48
John Virgil|Golden State Warriors|North Carolina|1980|3|3|49
James Wilkes|Chicago Bulls|California-Los Angeles|1980|3|4|50
