Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Rick Taylor|San Antonio Spurs|Arizona State|1978|9|15|185
Paul Cozens|Portland Trail Blazers|Holy Cross|1978|9|16|186
Michael Vicens|New Jersey Nets|Holy Cross|1978|10|1|187
Walter Harrigan|Boston Celtics|Brandeis|1978|10|2|188
Dave Grauzer|Detroit Pistons|Central Michigan|1978|10|3|189
Rickey Williams|New Orleans Jazz|Long Beach State|1978|10|4|190
Mark Tucker|Chicago Bulls|Oklahoma|1978|10|5|191
Marshall Lester|Atlanta Hawks|Florida Southern|1978|10|6|192
Mike Muff|Golden State Warriors|Murray State|1978|10|7|193
Gary Winston|Cleveland Cavaliers|Army|1978|10|8|194
Ernest Simons|New York Knicks|Pace|1978|10|9|195
Tom Anderson|Milwaukee Bucks|Wisconsin-Green Bay|1978|10|10|196
Steve Connor|Washington Bullets|Boise State|1978|10|11|197
Phil Taylor|Denver Nuggets|Arizona|1978|10|12|198
Lewis Cohen|Phoenix Suns|Cal Poly|1978|10|13|199
Larry Brewster|San Antonio Spurs|Florida|1978|10|14|200
Dennis James|Philadelphia 76ers|Widener|1978|10|15|201
Tim Workington|Portland Trail Blazers|Biola|1978|10|16|202
Kent Benson|Milwaukee Bucks|Indiana|1977|1|1|1
Otis Birdsong|Kansas City Kings|Houston|1977|1|2|2
Marques Johnson|Milwaukee Bucks|California-Los Angeles|1977|1|3|3
Greg Ballard|Washington Bullets|Oregon|1977|1|4|4
Walter Davis|Phoenix Suns|North Carolina|1977|1|5|5
Kenny Carr|Los Angeles Lakers|North Carolina State|1977|1|6|6
Bernard King|New Jersey Nets|Tennessee|1977|1|7|7
Jack Sikma|Seattle SuperSonics|Illinois Wesleyan|1977|1|8|8
Tom LaGarde|Denver Nuggets|North Carolina|1977|1|9|9
Ray Williams|New York Knicks|Minnesota|1977|1|10|10
Ernie Grunfeld|Milwaukee Bucks|Tennessee|1977|1|11|11
Cedric Maxwell|Boston Celtics|North Carolina-Charlotte|1977|1|12|12
Tate Armstrong|Chicago Bulls|Duke|1977|1|13|13
Tree Rollins|Atlanta Hawks|Clemson|1977|1|14|14
Brad Davis|Los Angeles Lakers|Maryland|1977|1|15|15
Rickey Green|Golden State Warriors|Michigan|1977|1|16|16
Bo Ellis|Washington Bullets|Marquette|1977|1|17|17
Wesley Cox|Golden State Warriors|Louisville|1977|1|18|18
Rich Laurel|Portland Trail Blazers|Hofstra|1977|1|19|19
Glenn Mosley|Philadelphia 76ers|Seton Hall|1977|1|20|20
Anthony Roberts|Denver Nuggets|Oral Roberts|1977|1|21|21
Norm Nixon|Los Angeles Lakers|Duquesne|1977|1|22|22
Mike Glenn|Chicago Bulls|Southern Illinois|1977|2|1|23
Larry Johnson|Buffalo Braves|Kentucky|1977|2|2|24
Wilson Washington|Philadelphia 76ers|Old Dominion|1977|2|3|25
Glen Gondrezick|New York Knicks|Nevada-Las Vegas|1977|2|4|26
Glenn Williams|Milwaukee Bucks|St. John's (NY)|1977|2|5|27
Kim Anderson|Portland Trail Blazers|Missouri|1977|2|6|28
Alonzo Bradley|Indiana Pacers|Texas Southern|1977|2|7|29
Steve Sheppard|Chicago Bulls|Maryland|1977|2|8|30
Eddie Owens|Kansas City Kings|Nevada-Las Vegas|1977|2|9|31
Toby Knight|New York Knicks|Notre Dame|1977|2|10|32
