Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Frank Ford|Los Angeles Lakers|Auburn|1987|6|24|138
Henry Carr|Los Angeles Clippers|Wichita State|1987|7|1|139
Frank Booker|New Jersey Nets|Bowling Green|1987|7|2|140
Wayne Williams|New York Knicks|Saint Joseph's|1987|7|3|141
Raynard Davis|San Antonio Spurs|Texas|1987|7|4|142
Scott Adubato|Sacramento Kings|Upsala|1987|7|5|143
Michael Foster|Cleveland Cavaliers|South Carolina|1987|7|6|144
Roy Singleton|Phoenix Suns|Grand Canyon|1987|7|7|145
Rowan Gomes|Denver Nuggets|Hampton|1987|7|8|146
Mike Giomi|Seattle SuperSonics|North Carolina State|1987|7|9|147
Earvin Leavy|Chicago Bulls|Central Michigan|1987|7|10|148
Montel Hatcher|Indiana Pacers|California-Los Angeles|1987|7|11|149
Jamie Dixon|Washington Bullets|Texas Christian|1987|7|12|150
Clarence Grier|Houston Rockets|Campbell|1987|7|13|151
Ronnie Leggette|Golden State Warriors|West Virginia State|1987|7|14|152
Keith Webster|Utah Jazz|Harvard|1987|7|15|153
Eric Semisch|Philadelphia 76ers|West Virginia|1987|7|16|154
Kenny Stone|Portland Trail Blazers|George Fox|1987|7|17|155
Curtis Hunter|Denver Nuggets|North Carolina|1987|7|18|156
Mark Gottfried|Detroit Pistons|Alabama|1987|7|19|157
Gerald White|Dallas Mavericks|Auburn|1987|7|20|158
Franjo Arapovic|Atlanta Hawks|KK Cibona (Croatia)|1987|7|21|159
Jerry Corcoran|Boston Celtics|Northeastern|1987|7|22|160
Ron Vanderschaaf|Los Angeles Lakers|Central Washington|1987|7|23|161
Brad Daugherty|Cleveland Cavaliers|North Carolina|1986|1|1|1
Len Bias|Boston Celtics|Maryland|1986|1|2|2
Chris Washburn|Golden State Warriors|North Carolina State|1986|1|3|3
Chuck Person|Indiana Pacers|Auburn|1986|1|4|4
Kenny Walker|New York Knicks|Kentucky|1986|1|5|5
William Bedford|Phoenix Suns|Memphis|1986|1|6|6
Roy Tarpley|Dallas Mavericks|Michigan|1986|1|7|7
Ron Harper|Cleveland Cavaliers|Miami (OH)|1986|1|8|8
Brad Sellers|Chicago Bulls|Ohio State|1986|1|9|9
Johnny Dawkins|San Antonio Spurs|Duke|1986|1|10|10
John Salley|Detroit Pistons|Georgia Tech|1986|1|11|11
John Williams|Washington Bullets|Louisiana State|1986|1|12|12
Dwayne Washington|New Jersey Nets|Syracuse|1986|1|13|13
Walter Berry|Portland Trail Blazers|St. John's (NY)|1986|1|14|14
Dell Curry|Utah Jazz|Virginia Tech|1986|1|15|15
Mo Martin|Denver Nuggets|Saint Joseph's|1986|1|16|16
Harold Pressley|Sacramento Kings|Villanova|1986|1|17|17
Mark Alarie|Denver Nuggets|Duke|1986|1|18|18
Billy Thompson|Atlanta Hawks|Louisville|1986|1|19|19
Buck Johnson|Houston Rockets|Alabama|1986|1|20|20
Anthony Jones|Washington Bullets|Nevada-Las Vegas|1986|1|21|21
Scott Skiles|Milwaukee Bucks|Michigan State|1986|1|22|22
Ken Barlow|Los Angeles Lakers|Notre Dame|1986|1|23|23
Arvydas Sabonis|Portland Trail Blazers|BC Zalgiris (Lithuania)|1986|1|24|24
Mark Price|Dallas Mavericks|Georgia Tech|1986|2|1|25
Greg Dreiling|Indiana Pacers|Kansas|1986|2|2|26
