Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Len Hatzenbeller|Indiana Pacers|Drexel|1981|8|13|174
Ben Mitchell|Chicago Bulls|Alabama-Huntsville|1981|8|14|175
John Smith|Portland Trail Blazers|Saint Joseph's|1981|8|15|176
Brian O'Connor|New York Knicks|Thomas More|1981|8|16|177
Bob Bartholomew|San Antonio Spurs|San Diego|1981|8|17|178
Jay Triano|Los Angeles Lakers|Simon Fraser (CAN)|1981|8|18|179
Steve Risley|Phoenix Suns|Indiana|1981|8|19|180
Mike Brkovich|Milwaukee Bucks|Michigan State|1981|8|20|181
George Morrow|Boston Celtics|Creighton|1981|8|21|182
Frank Gilroy|Philadelphia 76ers|St. John's (NY)|1981|8|22|183
John Hollinden|Dallas Mavericks|Southern Indiana|1981|9|1|184
Eddie Baker|Detroit Pistons|Alcorn State|1981|9|2|185
Rudy Williams|New Jersey Nets|Providence|1981|9|3|186
Paul Roba|Cleveland Cavaliers|Cleveland State|1981|9|4|187
Ken Ollie|Utah Jazz|Wyoming|1981|9|5|188
Howard Thompkins|Atlanta Hawks|Wagner|1981|9|6|189
Art Jones|San Diego Clippers|North Carolina State|1981|9|7|190
Andrew Burton|Denver Nuggets|Austin Peay|1981|9|8|191
Doug Murrey|Golden State Warriors|San Jose State|1981|9|9|192
Eddie Brown|Washington Bullets|Valdosta State|1981|9|10|193
Mike Perry|Kansas City Kings|Richmond|1981|9|11|194
Scott Whitley|Indiana Pacers|William & Mary|1981|9|12|195
Sid Williams|Portland Trail Blazers|San Jose State|1981|9|13|196
Terry Martin|Chicago Bulls|Lambuth|1981|9|14|197
Marty Headd|New York Knicks|Syracuse|1981|9|15|198
Leonel Marquetti|San Antonio Spurs|Hampton|1981|9|16|199
Brian Johnson|Phoenix Suns|Colorado|1981|9|17|200
Chip Rucker|Milwaukee Bucks|Northeastern|1981|9|18|201
Ron Wister|Philadelphia 76ers|Temple|1981|9|19|202
Greg McCray|Boston Celtics|Virginia Commonwealth|1981|9|20|203
Scott Bosanko|Dallas Mavericks|Northern State|1981|10|1|204
Melvin Maxwell|Detroit Pistons|Western Michigan|1981|10|2|205
Vic Sison|New Jersey Nets|California-Los Angeles|1981|10|3|206
Joe Merten|Utah Jazz|Wisconsin-Eau Claire|1981|10|4|207
Greg Boone|Cleveland Cavaliers|Augsburg|1981|10|5|208
Mike Frazier|Atlanta Hawks|Georgetown|1981|10|6|209
Tony Gwynn|San Diego Clippers|San Diego State|1981|10|7|210
Derrick Rowland|Denver Nuggets|Potsdam|1981|10|8|211
Ralton Way|Washington Bullets|Houston Baptist|1981|10|9|212
Barry Brooks|Golden State Warriors|Southern California|1981|10|10|213
Mark Wilson|Kansas City Kings|Fort Hays State|1981|10|12|214
Rodney Benson|Indiana Pacers|Wright State|1981|10|13|215
Kenny Easley|Chicago Bulls|California-Los Angeles|1981|10|14|216
Steve Cochran|Portland Trail Blazers|Lewis & Clark|1981|10|15|217
Kevin Rogers|New York Knicks|St. Peter's|1981|10|16|218
Alvin Brooks|San Antonio Spurs|Lamar|1981|10|17|219
Felton Sealey|Phoenix Suns|Oregon|1981|10|19|220
Artie Green|Milwaukee Bucks|Marquette|1981|10|20|221
Ken Matthews|Boston Celtics|North Carolina State|1981|10|21|222
Pete Mullenberg|Philadelphia 76ers|Delaware|1981|10|22|223
