Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Norris Coleman|Los Angeles Clippers|Kansas State|1987|2|15|38
Vincent Askew|Philadelphia 76ers|Memphis|1987|2|16|39
Winston Garland|Milwaukee Bucks|Missouri State|1987|2|17|40
Kannard Johnson|Cleveland Cavaliers|Western Kentucky|1987|2|18|41
Terence Bailey|Atlanta Hawks|Wagner|1987|2|19|42
Andrew Kennedy|Philadelphia 76ers|Virginia|1987|2|20|43
Terry Coner|Atlanta Hawks|Alabama|1987|2|21|44
Brad Lohaus|Boston Celtics|Iowa|1987|2|22|45
Bruce Dalrymple|Phoenix Suns|Georgia Tech|1987|2|23|46
Tim McCalister|Los Angeles Clippers|Oklahoma|1987|3|1|47
Jamie Waller|New Jersey Nets|Virginia Union|1987|3|2|48
Jerome Batiste|New York Knicks|McNeese State|1987|3|3|49
Phil Zevenbergen|San Antonio Spurs|Washington|1987|3|4|50
Sven Myer|Sacramento Kings|Oregon|1987|3|5|51
Donald Royal|Cleveland Cavaliers|Notre Dame|1987|3|6|52
Winston Crite|Phoenix Suns|Texas A&M|1987|3|7|53
Tom Schafer|Denver Nuggets|Iowa State|1987|3|8|54
Tommy Amaker|Seattle SuperSonics|Duke|1987|3|9|55
John Fox|Chicago Bulls|Millersville|1987|3|10|56
Hansi Gnad|Philadelphia 76ers|Alaska-Anchorage|1987|3|11|57
Darryl Johnson|Golden State Warriors|Michigan State|1987|3|12|58
Danny Pearson|Washington Bullets|Jacksonville|1987|3|13|59
Sean Couch|Indiana Pacers|Columbia|1987|3|14|60
Clarence Martin|Utah Jazz|Western Kentucky|1987|3|15|61
Eric Riggins|Philadelphia 76ers|Rutgers|1987|3|16|62
Kevin Gamble|Portland Trail Blazers|Iowa|1987|3|17|63
J. J. Weber|Milwaukee Bucks|Wisconsin|1987|3|18|64
Eric White|Detroit Pistons|Pepperdine|1987|3|19|65
Mike Richmond|Dallas Mavericks|Texas-El Paso|1987|3|20|66
Song Tao|Atlanta Hawks|Basketball Association of the People's Republic of China (China)|1987|3|21|67
Billy Donovan|Utah Jazz|Providence|1987|3|22|68
Willie Glass|Los Angeles Lakers|St. John's (NY)|1987|3|23|69
Tom Sheehey|Boston Celtics|Virginia|1987|4|1|70
Mike Morgan|New York Knicks|Drake|1987|4|2|71
Andrew Moten|New Jersey Nets|Florida|1987|4|3|72
Todd May|San Antonio Spurs|Pikeville|1987|4|4|73
Joe Arlauckas|Sacramento Kings|Niagara|1987|4|5|74
Chris Dudley|Cleveland Cavaliers|Yale|1987|4|6|75
Steve Beck|Phoenix Suns|Arizona State|1987|4|7|76
David Boone|Denver Nuggets|Marquette|1987|4|8|77
Todd Linder|Seattle SuperSonics|Tampa|1987|4|9|78
Jack Haley|Chicago Bulls|California-Los Angeles|1987|4|10|79
Carven Holcomb|Cleveland Cavaliers|Texas Christian|1987|4|11|80
Scott Thompson|Washington Bullets|San Diego|1987|4|12|81
Joe Niego|Houston Rockets|Lewis|1987|4|13|82
Benny Bolton|Golden State Warriors|North Carolina State|1987|4|14|83
Reuben Holmes|Utah Jazz|Alabama State|1987|4|15|84
Brian Rahilly|Philadelphia 76ers|Tulsa|1987|4|16|85
Norwood Barber|Portland Trail Blazers|Florida State|1987|4|17|86
Darryl Bedford|Milwaukee Bucks|Austin Peay|1987|4|18|87
