Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ron Peret|Los Angeles Lakers|Texas A&M|1969|11|12|153
Bruce Sloan|Philadelphia 76ers|Kansas|1969|11|13|154
Gerald McKee|Baltimore Bullets|Ohio|1969|11|14|155
Bob Miller|Phoenix Suns|Toledo|1969|12|1|156
Jack Lutz|Milwaukee Bucks|Carthage|1969|12|2|157
John Smith|Seattle SuperSonics|Puget Sound|1969|12|3|158
Harry Hall|Chicago Bulls|Wyoming|1969|12|4|159
Raul Duarte|San Diego Rockets|South Dakota State|1969|12|5|160
Joe Callahan|San Francisco Warriors|San Francisco State|1969|12|6|161
Mike Davis|Cincinnati Royals|Colorado State|1969|12|7|162
Rod Forbes|Boston Celtics|Boston State|1969|12|8|163
Dave Jones|Atlanta Hawks|La Verne|1969|12|9|164
Bill O'Rourke|New York Knicks|St. John Fisher|1969|12|10|165
Jack Gillespie|Los Angeles Lakers|Montana State|1969|12|11|166
Roland Taylor|Philadelphia 76ers|La Salle|1969|12|12|167
Bob Washington|Baltimore Bullets|Tulsa|1969|12|13|168
Andy White|Phoenix Suns|Texas-El Paso|1969|13|1|169
Lee Osgood|Milwaukee Bucks|Northeastern|1969|13|2|170
Bob Burrow|Seattle SuperSonics|Seattle Pacific|1969|13|3|171
Rick Kirkland|Chicago Bulls|Norfolk State|1969|13|4|172
Joe McBride|San Diego Rockets|Augusta State|1969|13|5|173
Ted Johnson|Cincinnati Royals|Baldwin Wallace|1969|13|6|174
Billy Evans|Boston Celtics|Boston College|1969|13|7|175
Dick Barton|Atlanta Hawks|California-Riverside|1969|13|8|176
James Wyatt|New York Knicks|Northwestern State|1969|13|9|177
Mallory Chestnutt|Los Angeles Lakers|Tuskegee|1969|13|10|178
Bill Thompson|Baltimore Bullets|Shepherd|1969|13|11|179
Marv Schmitt|Phoenix Suns|Western New Mexico|1969|14|1|180
Laymon Stewart|Milwaukee Bucks|Lakeland|1969|14|2|181
Jerry Conley|Seattle SuperSonics|Morehead State|1969|14|3|182
Bill Boight|Chicago Bulls|Southern Methodist|1969|14|4|183
Mike Heckman|San Diego Rockets|California-Irvine|1969|14|5|184
Mike Dahl|Atlanta Hawks|Oglethorpe|1969|14|6|185
Rich Travis|New York Knicks|Oklahoma City|1969|14|7|186
Mack Calvin|Los Angeles Lakers|Southern California|1969|14|8|187
Perry Johnson|Baltimore Bullets|Robert Morris|1969|14|9|188
Bob Beamon|Phoenix Suns|Texas-El Paso|1969|15|1|189
Stan Wiodarszek|Milwaukee Bucks|La Salle|1969|15|2|190
Ernie Powell|Seattle SuperSonics|Southern California|1969|15|3|191
Jerry Nickens|San Diego Rockets|Tougaloo|1969|15|4|192
Norm Carmichael|Atlanta Hawks|Virginia|1969|15|5|193
Jodie Harrison|Baltimore Bullets|Illinois|1969|15|6|194
Wayne Huckel|Phoenix Suns|Davidson|1969|16|1|195
Bill Voigt|Milwaukee Bucks|Southern Methodist|1969|16|2|196
Danny Cornett|Seattle SuperSonics|Morehead State|1969|16|3|197
Dick Groves|San Diego Rockets|San Jose State|1969|16|4|198
Buddy Cornelius|Atlanta Hawks|Jacksonville State|1969|16|5|199
Phil Harris|Baltimore Bullets|Texas A&M|1969|16|6|200
Howie Dickerman|Phoenix Suns|Central Connecticut State|1969|17|1|201
Lynn Phillips|Milwaukee Bucks|Southern Methodist|1969|17|2|202
