Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Shaun Vandiver|Golden State Warriors|Colorado|1991|1|25|25
Mark Randall|Chicago Bulls|Kansas|1991|1|26|26
Pete Chilcutt|Sacramento Kings|North Carolina|1991|1|27|27
Kevin Lynch|Charlotte Hornets|Minnesota|1991|2|1|28
George Ackles|Miami Heat|Nevada-Las Vegas|1991|2|2|29
Rodney Monroe|Atlanta Hawks|North Carolina State|1991|2|3|30
Randy Brown|Sacramento Kings|New Mexico State|1991|2|4|31
Chad Gallagher|Phoenix Suns|Creighton|1991|2|5|32
Donald Hodge|Dallas Mavericks|Temple|1991|2|6|33
Myron Brown|Minnesota Timberwolves|Slippery Rock|1991|2|7|34
Mike Iuzzolino|Dallas Mavericks|Saint Francis (PA)|1991|2|8|35
Chris Corchiani|Orlando Magic|North Carolina State|1991|2|9|36
Elliot Perry|Los Angeles Clippers|Memphis|1991|2|10|37
Joe Wylie|Los Angeles Clippers|Miami (FL)|1991|2|11|38
Jimmy Oliver|Cleveland Cavaliers|Purdue|1991|2|12|39
Doug Overton|Detroit Pistons|La Salle|1991|2|13|40
Sean Green|Indiana Pacers|Iona|1991|2|14|41
Steve Hood|Sacramento Kings|James Madison|1991|2|15|42
Lamont Strothers|Golden State Warriors|Christopher Newport|1991|2|16|43
Alvaro Teheran|Philadelphia 76ers|Houston|1991|2|17|44
Bobby Phills|Milwaukee Bucks|Southern University|1991|2|18|45
Richard Dumas|Phoenix Suns|Oklahoma State|1991|2|19|46
Keith Hughes|Houston Rockets|Rutgers|1991|2|20|47
Ike Austin|Utah Jazz|Arizona State|1991|2|21|48
Greg Sutton|San Antonio Spurs|Oral Roberts|1991|2|22|49
Joey Wright|Phoenix Suns|Texas|1991|2|23|50
Zan Tabak|Houston Rockets|KK Split (Croatia)|1991|2|24|51
Anthony Jones|Los Angeles Lakers|Oral Roberts|1991|2|25|52
Von McDade|New Jersey Nets|Milwaukee|1991|2|26|53
Marcus Kennedy|Portland Trail Blazers|Eastern Michigan|1991|2|27|54
Derrick Coleman|New Jersey Nets|Syracuse|1990|1|1|1
Gary Payton|Seattle SuperSonics|Oregon State|1990|1|2|2
Mahmoud Abdul-Rauf|Denver Nuggets|Louisiana State|1990|1|3|3
Dennis Scott|Orlando Magic|Georgia Tech|1990|1|4|4
Kendall Gill|Charlotte Hornets|Illinois|1990|1|5|5
Felton Spencer|Minnesota Timberwolves|Louisville|1990|1|6|6
Lionel Simmons|Sacramento Kings|La Salle|1990|1|7|7
Bo Kimble|Los Angeles Clippers|Loyola-Marymount|1990|1|8|8
Willie Burton|Miami Heat|Minnesota|1990|1|9|9
Rumeal Robinson|Atlanta Hawks|Michigan|1990|1|10|10
Tyrone Hill|Golden State Warriors|Xavier|1990|1|11|11
Alec Kessler|Houston Rockets|Georgia|1990|1|12|12
Loy Vaught|Los Angeles Clippers|Michigan|1990|1|13|13
Travis Mays|Sacramento Kings|Texas|1990|1|14|14
Dave Jamerson|Miami Heat|Ohio|1990|1|15|15
Terry Mills|Milwaukee Bucks|Michigan|1990|1|16|16
Jerrod Mustaf|New York Knicks|Maryland|1990|1|17|17
Duane Causwell|Sacramento Kings|Temple|1990|1|18|18
Dee Brown|Boston Celtics|Jacksonville|1990|1|19|19
Gerald Glass|Minnesota Timberwolves|Mississippi|1990|1|20|20
