Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Jim Brown|Syracuse Nationals|Syracuse|1957|9|6|68
Joe Gibbon|Boston Celtics|Mississippi|1957|9|7|69
Mel Wright|Cincinnati Royals|Oklahoma State|1957|10|1|70
Gordon Fosness|Minneapolis Lakers|Dakota Wesleyan|1957|10|2|71
Bobby Mills|St. Louis Hawks|Southern Methodist|1957|10|3|72
Gerry Calvert|Philadelphia Warriors|Kentucky|1957|10|4|73
Jack Nichols|Syracuse Nationals|Colgate|1957|10|5|74
Jack Butcher|Boston Celtics|Memphis|1957|10|6|75
Cliff Hafer|Cincinnati Royals|North Carolina State|1957|11|1|76
Gerald Dreier|St. Louis Hawks|Macalester|1957|11|2|77
Dick Neal|Boston Celtics|Indiana|1957|11|3|78
Jim Boothe|Cincinnati Royals|Xavier|1957|12|1|79
Bob Seitz|St. Louis Hawks|North Carolina State|1957|12|2|80
Jim Weeks|Syracuse Nationals|New York Tech|1957|12|3|81
Ed Romanoff|St. Louis Hawks||1957|13|1|82
Lavelle Langston|St. Louis Hawks|Northwestern State|1957|14|1|83
Jerry Gibson|Philadelphia Warriors||1957|0|0|0
Dan Tobin|Boston Celtics|Florida Southern|1957|0|0|0
Si Green|Rochester Royals|Duquesne|1956|1|1|1
Bill Russell|St. Louis Hawks|San Francisco|1956|1|2|2
Jim Paxson|Minneapolis Lakers|Dayton|1956|1|3|3
Ron Shavlik|New York Knicks|North Carolina State|1956|1|4|4
Joe Holup|Syracuse Nationals|George Washington|1956|1|5|5
Ron Sobie|Ft. Wayne Zollner Pistons|DePaul|1956|1|6|6
Hal Lear|Philadelphia Warriors|Temple|1956|1|7|7
Pat Dunn|New York Knicks|Utah State|1956|0|0|0
Forest Able|Syracuse Nationals|Western Kentucky|1956|0|0|0
Dan Swartz|Boston Celtics|Morehead State|1956|4|0|0
Bill Thieben|Ft. Wayne Zollner Pistons|Hofstra|1956|0|0|0
Norm Stewart|St. Louis Hawks|Missouri|1956|0|0|0
Milt Graham|Syracuse Nationals|Colgate|1956|0|0|0
Chester Webb|Syracuse Nationals|Georgia Southern|1956|0|0|0
Chuck Rolles|Syracuse Nationals|Cornell|1956|0|0|0
Jess Roh|Syracuse Nationals|Idaho State|1956|0|0|0
Johnny McCarthy|Rochester Royals|Canisius|1956|0|0|0
Jim Ray|Syracuse Nationals|Toledo|1956|0|0|0
K.C. Jones|Boston Celtics|San Francisco|1956|2|0|0
Sam Jones|Minneapolis Lakers|North Carolina Central|1956|0|0|0
Jim McLaughlin|Syracuse Nationals|Saint Louis|1956|0|0|0
Phil Jordon|Minneapolis Lakers|Whitworth|1956|0|0|0
Tom Heinsohn|Boston Celtics|Holy Cross|1956|0|0|0
Bill Reigel|Minneapolis Lakers|McNeese State|1956|0|0|0
Jim Houston|Boston Celtics|Brandeis|1956|9|0|0
George Linn|Boston Celtics|Alabama|1956|3|0|0
Theophileus Lloyd|Boston Celtics|Maryland|1956|10|0|0
Bill Logan|Boston Celtics|Iowa|1956|5|0|0
Vic Molodet|Boston Celtics|North Carolina State|1956|8|0|0
Jack Adams|New York Knicks|Eastern Kentucky|1956|0|0|0
Art Bunte|New York Knicks|Utah|1956|0|0|0
Howard Crittendon|New York Knicks|Murray State|1956|0|0|0
