Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Wally Roundsville|St. Louis Hawks|Caltech|1962|16|2|100
Jerry Lucas|Cincinnati Royals|Ohio State|1962|0|0|0
Dave DeBusschere|Detroit Pistons|Detroit Mercy|1962|0|0|0
Walt Bellamy|Chicago Packers|Indiana|1961|1|1|1
Tom Stith|New York Knicks|St. Bonaventure|1961|1|2|2
Larry Siegfried|Cincinnati Royals|Ohio State|1961|1|3|3
Ray Scott|Detroit Pistons|Portland|1961|1|4|4
Wayne Yates|Los Angeles Lakers|Memphis|1961|1|5|5
Ben Warley|Syracuse Nationals|Tennessee State|1961|1|6|6
Tom Meschery|Philadelphia Warriors|St. Mary's (CA)|1961|1|7|7
Cleo Hill|St. Louis Hawks|Winston-Salem State|1961|1|8|8
Gary Phillips|Boston Celtics|Houston|1961|1|9|9
Ronald Martin|New York Knicks|St. Bonaventure|1961|2|1|10
Bob Wiesenhahn|Cincinnati Royals|Cincinnati|1961|2|2|11
Johnny Egan|Detroit Pistons|Providence|1961|2|3|12
Fred Sawyer|Los Angeles Lakers|Louisville|1961|2|4|13
Chris Smith|Syracuse Nationals|Virginia Tech|1961|2|5|14
Ted Luckenbill|Philadelphia Warriors|Houston|1961|2|6|15
Ron Horn|St. Louis Hawks|Indiana|1961|2|7|16
Al Butler|Boston Celtics|Niagara|1961|2|8|17
Jack Turner|Chicago Packers|Louisville|1961|2|9|18
Jerry Graves|Chicago Packers|Mississippi State|1961|2|10|19
York Larese|Chicago Packers|North Carolina|1961|2|11|20
Don Kojis|Chicago Packers|Marquette|1961|2|12|21
Doug Moe|Chicago Packers|North Carolina|1961|2|13|22
Jeff Cohen|Chicago Packers|William & Mary|1961|2|14|23
Tony Jackson|New York Knicks|St. John's (NY)|1961|3|1|24
Robert Nordmann|Cincinnati Royals|Saint Louis|1961|3|2|25
Doug Kistler|Detroit Pistons|Duke|1961|3|3|26
Frank Burgess|Los Angeles Lakers|Gonzaga|1961|3|4|27
Chuck Osborne|Syracuse Nationals|Western Kentucky|1961|3|5|28
Jack Egan|Philadelphia Warriors|Saint Joseph's|1961|3|6|29
Tom Chilton|St. Louis Hawks|East Tennessee State|1961|3|7|30
Bill Depp|Boston Celtics|Vanderbilt|1961|3|8|31
Bill Bridges|Chicago Packers|Kansas|1961|3|9|32
George Blaney|New York Knicks|Holy Cross|1961|4|1|33
Lowery Kirk|Cincinnati Royals|Memphis|1961|4|2|34
George Finley|Detroit Pistons|Tennessee State|1961|4|3|35
Charles Henke|Los Angeles Lakers|Missouri|1961|4|4|36
Hank Whitney|Syracuse Nationals|Iowa State|1961|4|5|37
John Tidwell|Philadelphia Warriors|Michigan|1961|4|6|38
Gus Guydon|St. Louis Hawks|Drake|1961|4|7|39
Carl Cole|Boston Celtics|Eastern Kentucky|1961|4|8|40
Roger Kaiser|Chicago Packers|Georgia Tech|1961|4|9|41
Bill Smith|New York Knicks|St. Peter's|1961|5|1|42
Rossie Johnson|Cincinnati Royals|Tennessee State|1961|5|2|43
Danny Doyle|Detroit Pistons|Belmont Abbey|1961|5|3|44
Bill Lickert|Los Angeles Lakers|Kentucky|1961|5|4|45
Don Jacobson|Syracuse Nationals|South Dakota State|1961|5|5|46
Bruce Spraggins|Philadelphia Warriors|Virginia Union|1961|5|6|47
