Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dave Gambee|St. Louis Hawks|Oregon State|1958|1|6|6
Bennie Swain|Boston Celtics|Texas Southern|1958|1|7|7
Steve Hamilton|Minneapolis Lakers|Morehead State|1958|2|1|8
Vern Hatton|Cincinnati Royals|Kentucky|1958|2|2|9
Barney Cable|Detroit Pistons|Bradley|1958|2|3|10
Joe Quigg|New York Knicks|North Carolina|1958|2|4|11
Lamar Sharrar|Philadelphia Warriors|West Virginia|1958|2|5|12
Hal Greer|Syracuse Nationals|Marshall|1958|2|6|13
Hub Reed|St. Louis Hawks|Oklahoma City|1958|2|7|14
Jimmy Smith|Boston Celtics|Franciscan|1958|2|8|15
Alexander Ellis|Minneapolis Lakers|Niagara|1958|3|1|16
Arlen Bockhorn|Cincinnati Royals|Dayton|1958|3|2|17
Roy DeWitz|Detroit Pistons|Kansas State|1958|3|3|18
John Lee|New York Knicks|Yale|1958|3|4|19
Frank Howard|Philadelphia Warriors|Ohio State|1958|3|5|20
John Nacincik|Syracuse Nationals|Maryland|1958|3|6|21
Wayne Embry|St. Louis Hawks|Miami (FL)|1958|3|7|22
Jim Cunningham|Boston Celtics|Fordham|1958|3|8|23
George Kline|Minneapolis Lakers|Minnesota|1958|4|1|24
Phil Murrell|Cincinnati Royals|Drake|1958|4|2|25
Ralph Croswaite|Detroit Pistons|Western Kentucky|1958|4|3|26
Johnny Cox|New York Knicks|Kentucky|1958|4|4|27
Temple Tucker|Philadelphia Warriors|Rice|1958|4|5|28
Tommy Kearns|Syracuse Nationals|North Carolina|1958|4|6|29
Julius Peques|St. Louis Hawks|Pittsburgh|1958|4|7|30
Don Flora|Boston Celtics|Washington & Lee|1958|4|8|31
Quitman Sullins|Minneapolis Lakers|Murray State|1958|5|1|32
Jim Fulmer|Cincinnati Royals|Alabama|1958|5|2|33
Hank Morano|Detroit Pistons|St. Peter's|1958|5|3|34
Don Lane|New York Knicks|Dayton|1958|5|4|35
Don Ohl|Philadelphia Warriors|Illinois|1958|5|5|36
Fred Grim|Syracuse Nationals|Arkansas|1958|5|6|37
Rick Herrsher|St. Louis Hawks|Southern Methodist|1958|5|7|38
Gene Brown|Boston Celtics|San Francisco|1958|5|8|39
Al Inniss|Minneapolis Lakers|St. Francis Brooklyn|1958|6|1|40
Jim McClennan|Cincinnati Royals|Saint Francis (PA)|1958|6|2|41
Shellie McMillon|Detroit Pistons|Bradley|1958|6|3|42
Joe King|New York Knicks|Oklahoma|1958|6|4|43
Bucky Allen|Philadelphia Warriors|Duke|1958|6|5|44
Jack Mimitz|Syracuse Nationals|Saint Louis|1958|6|6|45
John Crawford|St. Louis Hawks|Iowa State|1958|6|7|46
Dave Keleher|Boston Celtics|Morehead State|1958|6|8|47
Jim Bond|Minneapolis Lakers|Point Loma Nazarene|1958|7|1|48
Wayne Stevens|Cincinnati Royals|Cincinnati|1958|7|2|49
Ed Blair|Detroit Pistons|Western Michigan|1958|7|3|50
Owen Lawson|New York Knicks|Western Kentucky|1958|7|4|51
Jay Norman|Philadelphia Warriors|Temple|1958|7|5|52
Pete Tillotson|Syracuse Nationals|Michigan|1958|7|6|53
Ken Sidle|St. Louis Hawks|Ohio State|1958|7|7|54
Rudy Fenderson|Boston Celtics|Brandeis|1958|7|8|55
