Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Rubin Jackson|Chicago Bulls|Oklahoma City|1982|5|7|99
Rich DiBenedetto|Indiana Pacers|Wisconsin-Eau Claire|1982|5|8|100
John Ebeling|Detroit Pistons|Florida Southern|1982|5|9|101
Mark Hall|Atlanta Hawks|Minnesota|1982|5|10|102
Cherokee Rhone|Portland Trail Blazers|Centenary (LA)|1982|5|11|103
Clarence Dickerson|Washington Bullets|Hawaii|1982|5|12|104
Chris Giles|New Jersey Nets|Alabama-Birmingham|1982|5|13|105
Albert Irving|Golden State Warriors|Alcorn State|1982|5|14|106
Jeff Schneider|Houston Rockets|Virginia Tech|1982|5|15|107
Marvin McCrary|Phoenix Suns|Missouri|1982|5|16|108
Bill Duffy|Denver Nuggets|Santa Clara|1982|5|17|109
Clarence Swannegan|San Antonio Spurs|Texas Tech|1982|5|18|110
Rod Camp|Seattle SuperSonics|Southern Illinois|1982|5|19|111
Jerry Davis|Washington Bullets|Detroit Mercy|1982|5|20|112
Howard McNeill|Los Angeles Lakers|Seton Hall|1982|5|21|113
Donald Mason|Philadelphia 76ers|Fresno State|1982|5|22|114
William Brown|Boston Celtics|St. Peter's|1982|5|23|115
Vince Reynolds|Cleveland Cavaliers|South Florida|1982|6|1|116
Eric Marbury|San Diego Clippers|Georgia|1982|6|2|117
Alvin Jackson|Utah Jazz|Southern University|1982|6|3|118
Wayne Waggoner|Dallas Mavericks|Northwestern State|1982|6|4|119
Poncho Wright|Kansas City Kings|Louisville|1982|6|5|120
Mike Kanieski|New York Knicks|Dayton|1982|6|6|121
B. B. Fontenet|Chicago Bulls|Nevada-Reno|1982|6|7|122
Jeff Clark|Indiana Pacers|Saint Joseph's|1982|6|8|123
Gary Holmes|Detroit Pistons|Minnesota|1982|6|9|124
Leo Cunningham|Portland Trail Blazers|Utah State|1982|6|10|125
Jay Bruchak|Atlanta Hawks|Mount St. Mary's|1982|6|11|126
Byron Williams|Washington Bullets|Idaho State|1982|6|12|127
Mel Daniel|New Jersey Nets|Furman|1982|6|13|128
David Vann|Golden State Warriors|St. Mary's (CA)|1982|6|14|129
Jake Bethany|Phoenix Suns|Hardin-Simmons|1982|6|15|130
Chris Brust|Denver Nuggets|North Carolina|1982|6|16|131
Don Wilson|Houston Rockets|Louisiana-Monroe|1982|6|17|132
Jaime Pena|San Antonio Spurs|New Mexico State|1982|6|18|133
Bobby Potts|Seattle SuperSonics|North Carolina-Charlotte|1982|6|19|134
Tony Carr|Milwaukee Bucks|Wisconsin-Eau Claire|1982|6|20|135
Lynden Rose|Los Angeles Lakers|Houston|1982|6|21|136
Kevin Boyle|Philadelphia 76ers|Iowa|1982|6|22|137
John Schweitz|Boston Celtics|Richmond|1982|6|23|138
Randy Reed|Cleveland Cavaliers|Kansas State|1982|7|1|139
Eddie Hughes|San Diego Clippers|Colorado State|1982|7|2|140
Thad Gardner|Utah Jazz|Michigan|1982|7|3|141
Bob Grady|Dallas Mavericks|Northwestern|1982|7|4|142
Perry Range|Kansas City Kings|Illinois|1982|7|5|143
Phil Seymore|New York Knicks|Canisius|1982|7|6|144
Chuck Verderber|Chicago Bulls|Kentucky|1982|7|7|145
Brad Leaf|Indiana Pacers|Evansville|1982|7|8|146
Dean Marquardt|Detroit Pistons|Marquette|1982|7|9|147
Horace Wyatt|Atlanta Hawks|Clemson|1982|7|10|148
