Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Justin Hamilton|Philadelphia 76ers|Louisiana State|2012|2|15|45
Darius Miller|New Orleans Hornets|Kentucky|2012|2|16|46
Kevin Murphy|Utah Jazz|Tennessee Tech|2012|2|17|47
Kostas Papanikolaou|New York Knicks|Olympiacos B.C. (Greece)|2012|2|18|48
Kyle O'Quinn|Orlando Magic|Norfolk State|2012|2|19|49
Izzet Turkyilmaz|Denver Nuggets|Banvit B.K. (Turkey)|2012|2|20|50
Kris Joseph|Boston Celtics|Syracuse|2012|2|21|51
Ognjen Kuzmic|Golden State Warriors|CB Axarquia (Spain)|2012|2|22|52
Furkan Aldemir|Los Angeles Clippers|Galatasaray S.K. (Turkey)|2012|2|23|53
Tornike Shengelia|Philadelphia 76ers|Georgia|2012|2|24|54
Darius Johnson-Odom|Dallas Mavericks|Marquette|2012|2|25|55
Tomislav Zubcic|Toronto Raptors|KK Cibona (Croatia)|2012|2|26|56
Ilkan Karaman|Brooklyn Nets|Pinar Karsiyaka (Turkey)|2012|2|27|57
Robbie Hummel|Minnesota Timberwolves|Purdue|2012|2|28|58
Marcus Denmon|San Antonio Spurs|Missouri|2012|2|29|59
Robert Sacre|Los Angeles Lakers|Gonzaga|2012|2|30|60
Kyrie Irving|Cleveland Cavaliers|Duke|2011|1|1|1
Derrick Williams|Minnesota Timberwolves|Arizona|2011|1|2|2
Enes Freedom|Utah Jazz|Kentucky|2011|1|3|3
Tristan Thompson|Cleveland Cavaliers|Texas|2011|1|4|4
Jonas Valanciunas|Toronto Raptors|BC Lietuvos rytas (Lithuania)|2011|1|5|5
Jan Vesely|Washington Wizards|KK Partizan (Serbia)|2011|1|6|6
Bismack Biyombo|Sacramento Kings|Baloncesto Fuenlabrada (Spain)|2011|1|7|7
Brandon Knight|Detroit Pistons|Kentucky|2011|1|8|8
Kemba Walker|Charlotte Bobcats|Connecticut|2011|1|9|9
Jimmer Fredette|Milwaukee Bucks|Brigham Young|2011|1|10|10
Klay Thompson|Golden State Warriors|Washington State|2011|1|11|11
Alec Burks|Utah Jazz|Colorado|2011|1|12|12
Markieff Morris|Phoenix Suns|Kansas|2011|1|13|13
Marcus Morris Sr.|Houston Rockets|Kansas|2011|1|14|14
Kawhi Leonard|Indiana Pacers|San Diego State|2011|1|15|15
Nikola Vucevic|Philadelphia 76ers|Southern California|2011|1|16|16
Iman Shumpert|New York Knicks|Georgia Tech|2011|1|17|17
Chris Singleton|Washington Wizards|Florida State|2011|1|18|18
Tobias Harris|Charlotte Bobcats|Tennessee|2011|1|19|19
Donatas Motiejunas|Minnesota Timberwolves|Universo Treviso Basket (Italy)|2011|1|20|20
Nolan Smith|Portland Trail Blazers|Duke|2011|1|21|21
Kenneth Faried|Denver Nuggets|Morehead State|2011|1|22|22
Nikola Mirotic|Houston Rockets|Real Madrid Baloncesto (Spain)|2011|1|23|23
Reggie Jackson|Oklahoma City Thunder|Boston College|2011|1|24|24
MarShon Brooks|Boston Celtics|Providence|2011|1|25|25
Jordan Hamilton|Dallas Mavericks|Texas|2011|1|26|26
JaJuan Johnson|New Jersey Nets|Purdue|2011|1|27|27
Norris Cole|Chicago Bulls|Cleveland State|2011|1|28|28
Cory Joseph|San Antonio Spurs|Texas|2011|1|29|29
Jimmy Butler|Chicago Bulls|Marquette|2011|1|30|30
Bojan Bogdanovic|Miami Heat|KK Partizan (Serbia)|2011|2|1|31
Justin Harper|Cleveland Cavaliers|Richmond|2011|2|2|32
Kyle Singler|Detroit Pistons|Duke|2011|2|3|33
Shelvin Mack|Washington Wizards|Butler|2011|2|4|34
