Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Rich Jones|Washington Bullets|Virginia Commonwealth|1975|5|18|90
Rich Schmidt|New Orleans Jazz|Illinois|1975|6|1|91
Don Ford|Los Angeles Lakers|California-Santa Barbara|1975|6|2|92
Danny Williams|Atlanta Hawks|Mississippi|1975|6|3|93
Buff Burrell|Phoenix Suns|Southern California|1975|6|4|94
Ken Alston|Philadelphia 76ers|Valdosta State|1975|6|5|95
Oliver Purnell|Milwaukee Bucks|Old Dominion|1975|6|6|96
Gerald Willett|Portland Trail Blazers|Oregon|1975|6|7|97
Allen Spruill|Detroit Pistons|North Carolina A&T|1975|6|8|98
Henry Ward|Cleveland Cavaliers|Jackson State|1975|6|9|99
Hank Williams|New York Knicks|Jacksonville|1975|6|10|100
William Johnson|Houston Rockets|Texas Tech|1975|6|11|101
Larry Smith|Seattle SuperSonics|North Carolina A&T|1975|6|12|102
Clint Chapman|Kansas City Kings|Southern California|1975|6|13|103
Bill Andreas|Chicago Bulls|Ohio State|1975|6|14|104
Tony Styles|Golden State Warriors|San Francisco|1975|6|15|105
Larry Jackson|Buffalo Braves|North Carolina-Charlotte|1975|6|16|106
John Garrett|Washington Bullets|Purdue|1975|6|17|107
Rick Coleman|Boston Celtics|Jacksonville|1975|6|18|108
Bill Higgins|New Orleans Jazz|Ashland|1975|7|1|109
Rick Suttle|Los Angeles Lakers|Kansas|1975|7|2|110
Gus Johnson|Atlanta Hawks|Winona State|1975|7|3|111
Dave Edmunds|Phoenix Suns|West Georgia|1975|7|4|112
Mike Flynn|Philadelphia 76ers|Kentucky|1975|7|5|113
Steve Fields|Portland Trail Blazers|Miami (OH)|1975|7|6|114
Wilbur Thomas|Milwaukee Bucks|American|1975|7|7|115
Shawn Leftwick|Cleveland Cavaliers|Jacksonville|1975|7|8|116
Peter Davis|New York Knicks|Michigan State|1975|7|9|117
Ike Williams|Detroit Pistons|Armstrong|1975|7|10|118
Nathaniel Barnett|Houston Rockets|Akron|1975|7|11|119
Hollis Miller|Seattle SuperSonics|Drury|1975|7|12|120
Wayne Croft|Kansas City Kings|Clemson|1975|7|13|121
John Grochowalski|Chicago Bulls|Assumption|1975|7|14|122
Stan Boyer|Golden State Warriors|Wyoming|1975|7|15|123
Mike Franklin|Buffalo Braves|Cincinnati|1975|7|16|124
Al Boswell|Boston Celtics|Oral Roberts|1975|7|17|125
Fletcher Johnson|Washington Bullets|Randolph-Macon|1975|7|18|126
Harvey Carmichael|New Orleans Jazz|Kentucky State|1975|8|1|127
Mike Cashman|Los Angeles Lakers|Willamette|1975|8|2|128
Oscar Jackson|Atlanta Hawks|Duquesne|1975|8|3|129
Jack Schrader|Phoenix Suns|Arizona State|1975|8|4|130
Freeman Blade|Philadelphia 76ers|Montana State|1975|8|5|131
Bob McCurdy|Milwaukee Bucks|Richmond|1975|8|6|132
Charley Neal|Portland Trail Blazers|Oregon State|1975|8|7|133
Jerry Homan|New York Knicks|Marquette|1975|8|8|134
John Kelley|Detroit Pistons|Dillard|1975|8|9|135
Andre McCarter|Cleveland Cavaliers|California-Los Angeles|1975|8|10|136
Leon Johnson|Houston Rockets|Centenary (LA)|1975|8|11|137
Ken McKenzie|Seattle SuperSonics|Montana|1975|8|12|138
Jim Bostic|Kansas City Kings|New Mexico State|1975|8|13|139
