Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Sam Williams|Milwaukee Bucks|Iowa|1968|3|13|35
Art Beatty|Phoenix Suns|American|1968|3|14|36
Harry Barnes|San Diego Rockets|Northeastern|1968|4|1|37
Henry Logan|Seattle SuperSonics|Western Carolina|1968|4|2|38
Mike Lynn|Chicago Bulls|California-Los Angeles|1968|4|3|39
Dallas Thornton|Baltimore Bullets|Kentucky Wesleyan|1968|4|4|40
Daniel Sparks|Cincinnati Royals|Weber State|1968|4|5|41
Rich Niemann|Detroit Pistons|Saint Louis|1968|4|6|42
Edgar Lacey|San Francisco Warriors|California-Los Angeles|1968|4|7|43
Warren Jabali|New York Knicks|Wichita State|1968|4|8|44
Ed Biedenbach|Los Angeles Lakers|North Carolina State|1968|4|9|45
Rich Johnson|Boston Celtics|Grambling|1968|4|10|46
Bob Warren|Atlanta Hawks|Vanderbilt|1968|4|11|47
Darryl Jones|San Diego Rockets|Saint Benedict's Preparatory School|1968|4|12|48
Rich Jones|Phoenix Suns|Memphis|1968|4|13|49
Greg Smith|Milwaukee Bucks|Western Kentucky|1968|4|14|50
Glen Combs|San Diego Rockets|Virginia Tech|1968|5|1|51
Al Hairston|Seattle SuperSonics|Bowling Green|1968|5|2|52
Jim Tillman|Chicago Bulls|Loyola-Chicago|1968|5|3|53
Ed Chaplin|Baltimore Bullets|Voorhees|1968|5|4|54
Jim Kissane|Cincinnati Royals|Boston College|1968|5|5|55
Carl Fuller|Detroit Pistons|Bethune-Cookman|1968|5|6|56
Jim Eakins|San Francisco Warriors|Brigham Young|1968|5|7|57
Hal Booker|New York Knicks|Cheyney|1968|5|8|58
Lou Shephard|Los Angeles Lakers|Missouri State|1968|5|9|59
Thad Jaracz|Boston Celtics|Kentucky|1968|5|10|60
Rusty Parker|Atlanta Hawks|Miami (FL)|1968|5|11|61
Larry Miller|Philadelphia 76ers|North Carolina|1968|5|12|62
Joe Franklin|Milwaukee Bucks|Wisconsin|1968|5|13|63
Harry Hollines|Phoenix Suns|Denver|1968|5|14|64
Eldridge Webb|San Diego Rockets|Tulsa|1968|6|1|65
Ron Guziak|Seattle SuperSonics|Duquesne|1968|6|2|66
Ken Barnett|Chicago Bulls|Delaware|1968|6|3|67
Joe Heiser|Baltimore Bullets|Princeton|1968|6|4|68
Calvin Martin|Cincinnati Royals|Texas Southern|1968|6|5|69
Wally Anderzunas|Detroit Pistons|Creighton|1968|6|6|70
Bob Allen|San Francisco Warriors|Marshall|1968|6|7|71
Brian Brunkhorst|New York Knicks|Marquette|1968|6|8|72
Nick Pino|Los Angeles Lakers|Kansas State|1968|6|9|73
Jerry Newsom|Boston Celtics|Indiana State|1968|6|10|74
Phil Wagner|Atlanta Hawks|Georgia Tech|1968|6|11|75
Chuck Williams|Philadelphia 76ers|Colorado|1968|6|12|76
Rod Knowles|Phoenix Suns|Davidson|1968|6|13|77
Fred Smith|Milwaukee Bucks|Hawaii|1968|6|14|78
Rick Adelman|San Diego Rockets|Loyola-Marymount|1968|7|1|79
Jim McKean|Seattle SuperSonics|Washington State|1968|7|2|80
Willie Davis|Chicago Bulls|North Texas|1968|7|3|81
Jasper Wilson|Baltimore Bullets|Southern University|1968|7|4|82
Dick Dumas|Cincinnati Royals|Northeastern State|1968|7|5|83
Larry Newbold|Detroit Pistons|Long Island-Brooklyn|1968|7|6|84
