Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ken Charles|Buffalo Braves|Fordham|1973|3|3|38
Martin Terry|Chicago Bulls|Arkansas|1973|3|4|39
Ozzie Edwards|Cleveland Cavaliers|Oklahoma City|1973|3|5|40
James Lister|Cleveland Cavaliers|Sam Houston State|1973|3|6|41
Joe Reaves|Phoenix Suns|Bethel (TN)|1973|3|7|42
Steve Mitchell|Phoenix Suns|Kansas State|1973|3|8|43
Bo Lamar|Detroit Pistons|Louisiana-Lafayette|1973|3|9|44
Leonard Gray|Atlanta Hawks|Long Beach State|1973|3|10|45
Jim Retseck|Golden State Warriors|Auburn|1973|3|11|46
Steve Newsome|Chicago Bulls|Houston|1973|3|12|47
Tom Kozelko|Capital Bullets|Toledo|1973|3|13|48
Allie McGuire|New York Knicks|Marquette|1973|3|14|49
Larry Kenon|Detroit Pistons|Memphis|1973|3|15|50
E.C. Coleman|Houston Rockets|Houston Baptist|1973|3|16|51
Martinez Denmon|Boston Celtics|Iowa State|1973|3|17|52
Darrel Minniefield|Philadelphia 76ers|New Mexico|1973|4|1|53
Doug Little|Buffalo Braves|Oregon|1973|4|2|54
William Averitt|Portland Trail Blazers|Pepperdine|1973|4|3|55
June Harris|Seattle SuperSonics|North Carolina A&T|1973|4|4|56
Luke Witte|Cleveland Cavaliers|Ohio State|1973|4|5|57
Lee Colburn|Houston Rockets|South Dakota State|1973|4|6|58
Clyde Turner|Milwaukee Bucks|Minnesota|1973|4|7|59
Ronnie Robinson|Phoenix Suns|Memphis|1973|4|8|60
Ken Brady|Detroit Pistons|Michigan|1973|4|9|61
James Brown|Atlanta Hawks|Harvard|1973|4|10|62
Ron King|Golden State Warriors|Florida State|1973|4|11|63
Mark Sibley|Chicago Bulls|Northwestern|1973|4|12|64
Aaron Stewart|Capital Bullets|Richmond|1973|4|13|65
George Karl|New York Knicks|North Carolina|1973|4|14|66
Harry Rogers|Milwaukee Bucks|Saint Louis|1973|4|15|67
Larry Finch|Los Angeles Lakers|Memphis|1973|4|16|68
Richie Fuqua|Boston Celtics|Oral Roberts|1973|4|17|69
Reggie Royals|Philadelphia 76ers|Florida State|1973|5|1|70
Fran Costello|Portland Trail Blazers|Providence|1973|5|2|71
Randy Noll|Buffalo Braves|Marshall|1973|5|3|72
Chuck Iverson|Seattle SuperSonics|South Dakota|1973|5|4|73
John Coughran|Cleveland Cavaliers|California|1973|5|5|74
Gary Rhoades|Houston Rockets|Colorado State|1973|5|6|75
M.L. Carr|Kansas City-Omaha Kings|Guilford|1973|5|7|76
Clinton Harris|Phoenix Suns|Iowa State|1973|5|8|77
Henry Wilmore|Detroit Pistons|Michigan|1973|5|9|78
Dave Winfield|Atlanta Hawks|Minnesota|1973|5|10|79
Nate Stephens|Golden State Warriors|Long Beach State|1973|5|11|80
Ray Simpson|Chicago Bulls|Furman|1973|5|12|81
Danny Traylor|Capital Bullets|South Carolina|1973|5|13|82
Dennis Bell|New York Knicks|Drake|1973|5|14|83
Kresimir Cosic|Los Angeles Lakers|Brigham Young|1973|5|15|84
Larry Jackson|Milwaukee Bucks|Northern Illinois|1973|5|16|85
Byron Jones|Boston Celtics|San Francisco|1973|5|17|86
Sterling Wright|Philadelphia 76ers|Lincoln (MO)|1973|6|1|87
