Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Tyler Honeycutt|Sacramento Kings|California-Los Angeles|2011|2|5|35
Jordan Williams|New Jersey Nets|Maryland|2011|2|6|36
Trey Thompkins|Los Angeles Clippers|Georgia|2011|2|7|37
Chandler Parsons|Houston Rockets|Florida|2011|2|8|38
Jeremy Tyler|Charlotte Bobcats|Tokyo Apache (Japan)|2011|2|9|39
Jon Leuer|Milwaukee Bucks|Wisconsin|2011|2|10|40
Darius Morris|Los Angeles Lakers|Michigan|2011|2|11|41
Davis Bertans|Indiana Pacers|KK Olimpija (Slovenia)|2011|2|12|42
Malcolm Lee|Chicago Bulls|California-Los Angeles|2011|2|13|43
Charles Jenkins|Golden State Warriors|Hofstra|2011|2|14|44
Josh Harrellson|New Orleans Hornets|Kentucky|2011|2|15|45
Andrew Goudelock|Los Angeles Lakers|College of Charleston|2011|2|16|46
Travis Leslie|Los Angeles Clippers|Georgia|2011|2|17|47
Keith Benson|Atlanta Hawks|Oakland|2011|2|18|48
Josh Selby|Memphis Grizzlies|Kansas|2011|2|19|49
Lavoy Allen|Philadelphia 76ers|Temple|2011|2|20|50
Jon Diebler|Portland Trail Blazers|Ohio State|2011|2|21|51
Vernon Macklin|Detroit Pistons|Florida|2011|2|22|52
DeAndre Liggins|Orlando Magic|Kentucky|2011|2|23|53
MIlan Macvan|Cleveland Cavaliers|Maccabi Tel Aviv B.C. (Israel)|2011|2|24|54
E'Twaun Moore|Boston Celtics|Purdue|2011|2|25|55
Chukwudiebere Maduabum|Los Angeles Lakers|Bakersfield Jam (D-League)|2011|2|26|56
Tanguy Ngombo|Dallas Mavericks|Al Rayyan Basketball Team (Qatar)|2011|2|27|57
Ater Majok|Los Angeles Lakers|Gold Coast Blaze (Australia)|2011|2|28|58
Adam Hanga|San Antonio Spurs|Alba Fehervar (Hungary)|2011|2|29|59
Isaiah Thomas|Sacramento Kings|Washington|2011|2|30|60
John Wall|Washington Wizards|Kentucky|2010|1|1|1
Evan Turner|Philadelphia 76ers|Ohio State|2010|1|2|2
Derrick Favors|New Jersey Nets|Georgia Tech|2010|1|3|3
Wesley Johnson|Minnesota Timberwolves|Syracuse|2010|1|4|4
DeMarcus Cousins|Sacramento Kings|Kentucky|2010|1|5|5
Ekpe Udoh|Golden State Warriors|Baylor|2010|1|6|6
Greg Monroe|Detroit Pistons|Georgetown|2010|1|7|7
Al-Farouq Aminu|Los Angeles Clippers|Wake Forest|2010|1|8|8
Gordon Hayward|Utah Jazz|Butler|2010|1|9|9
Paul George|Indiana Pacers|Fresno State|2010|1|10|10
Cole Aldrich|New Orleans Hornets|Kansas|2010|1|11|11
Xavier Henry|Memphis Grizzlies|Kansas|2010|1|12|12
Ed Davis|Toronto Raptors|North Carolina|2010|1|13|13
Patrick Patterson|Houston Rockets|Kentucky|2010|1|14|14
Larry Sanders|Milwaukee Bucks|Virginia Commonwealth|2010|1|15|15
Luke Babbitt|Minnesota Timberwolves|Nevada-Reno|2010|1|16|16
Kevin Seraphin|Chicago Bulls|Cholet Basket (France)|2010|1|17|17
Eric Bledsoe|Oklahoma City Thunder|Kentucky|2010|1|18|18
Avery Bradley|Boston Celtics|Texas|2010|1|19|19
James Anderson|San Antonio Spurs|Oklahoma State|2010|1|20|20
Craig Brackins|Oklahoma City Thunder|Iowa State|2010|1|21|21
Elliot Williams|Portland Trail Blazers|Memphis|2010|1|22|22
Trevor Booker|Minnesota Timberwolves|Clemson|2010|1|23|23
Damion James|Atlanta Hawks|Texas|2010|1|24|24
