Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Jeff Nordgaard|Milwaukee Bucks|Wisconsin-Green Bay|1996|2|24|53
Shandon Anderson|Utah Jazz|Georgia|1996|2|25|54
Ronnie Henderson|Washington Bullets|Louisiana State|1996|2|26|55
Reggie Geary|Cleveland Cavaliers|Arizona|1996|2|27|56
Drew Barry|Seattle SuperSonics|Georgia Tech|1996|2|28|57
Darnell Robinson|Dallas Mavericks|Arkansas|1996|2|29|58
Joe Smith|Golden State Warriors|Maryland|1995|1|1|1
Antonio McDyess|Los Angeles Clippers|Alabama|1995|1|2|2
Jerry Stackhouse|Philadelphia 76ers|North Carolina|1995|1|3|3
Rasheed Wallace|Washington Bullets|North Carolina|1995|1|4|4
Kevin Garnett|Minnesota Timberwolves|Farragut Career Academy|1995|1|5|5
Bryant Reeves|Vancouver Grizzlies|Oklahoma State|1995|1|6|6
Damon Stoudamire|Toronto Raptors|Arizona|1995|1|7|7
Shawn Respert|Portland Trail Blazers|Michigan State|1995|1|8|8
Ed O'Bannon|New Jersey Nets|California-Los Angeles|1995|1|9|9
Kurt Thomas|Miami Heat|Texas Christian|1995|1|10|10
Gary Trent|Milwaukee Bucks|Ohio|1995|1|11|11
Cherokee Parks|Dallas Mavericks|Duke|1995|1|12|12
Corliss Williamson|Sacramento Kings|Arkansas|1995|1|13|13
Eric Williams|Boston Celtics|Providence|1995|1|14|14
Brent Barry|Denver Nuggets|Oregon State|1995|1|15|15
Alan Henderson|Atlanta Hawks|Indiana|1995|1|16|16
Bob Sura|Cleveland Cavaliers|Florida State|1995|1|17|17
Theo Ratliff|Detroit Pistons|Wyoming|1995|1|18|18
Randolph Childress|Detroit Pistons|Wake Forest|1995|1|19|19
Jason Caffey|Chicago Bulls|Alabama|1995|1|20|20
Michael Finley|Phoenix Suns|Wisconsin|1995|1|21|21
George Zidek|Charlotte Hornets|California-Los Angeles|1995|1|22|22
Travis Best|Indiana Pacers|Georgia Tech|1995|1|23|23
Loren Meyer|Dallas Mavericks|Iowa State|1995|1|24|24
David Vaughn|Orlando Magic|Memphis|1995|1|25|25
Sherell Ford|Seattle SuperSonics|Illinois-Chicago|1995|1|26|26
Mario Bennett|Phoenix Suns|Arizona State|1995|1|27|27
Greg Ostertag|Utah Jazz|Kansas|1995|1|28|28
Cory Alexander|San Antonio Spurs|Virginia|1995|1|29|29
Lou Roe|Detroit Pistons|Massachusetts|1995|2|1|30
Dragan Tarlac|Chicago Bulls|Olympiacos B.C. (Greece)|1995|2|2|31
Terrence Rencher|Washington Bullets|Texas|1995|2|3|32
Junior Burrough|Boston Celtics|Virginia|1995|2|4|33
Andrew DeClercq|Golden State Warriors|Florida|1995|2|5|34
Jimmy King|Toronto Raptors|Michigan|1995|2|6|35
Lawrence Moten|Vancouver Grizzlies|Syracuse|1995|2|7|36
Frankie King|Los Angeles Lakers|Western Carolina|1995|2|8|37
Rashard Griffith|Milwaukee Bucks|Wisconsin|1995|2|9|38
Donny Marshall|Cleveland Cavaliers|Connecticut|1995|2|10|39
Dwayne Whitfield|Golden State Warriors|Jackson State|1995|2|11|40
Erik Meek|Houston Rockets|Duke|1995|2|12|41
Donnie Boyce|Atlanta Hawks|Colorado|1995|2|13|42
Eric Snow|Milwaukee Bucks|Michigan State|1995|2|14|43
Anthony Pelle|Denver Nuggets|Fresno State|1995|2|15|44
