Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Steve Trumbo|Utah Jazz|Brigham Young|1982|3|3|49
Corny Thompson|Dallas Mavericks|Connecticut|1982|3|4|50
Jim Johnstone|Kansas City Kings|Wake Forest|1982|3|5|51
Dan Caldwell|New York Knicks|Washington|1982|3|6|52
Tyrone Adams|Chicago Bulls|Kansas State|1982|3|7|53
Willie Jones|Los Angeles Lakers|Vanderbilt|1982|3|8|54
Jerry Eaves|Utah Jazz|Louisville|1982|3|9|55
Joe Kopicki|Atlanta Hawks|Detroit Mercy|1982|3|10|56
Craig Tucker|New York Knicks|Illinois|1982|3|11|57
Mike Largey|Washington Bullets|Upsala|1982|3|12|58
Jimmy Black|New Jersey Nets|North Carolina|1982|3|13|59
Chris Engler|Golden State Warriors|Wyoming|1982|3|14|60
Charlie Pittman|Phoenix Suns|Maryland|1982|3|15|61
Roylin Bond|Denver Nuggets|Pepperdine|1982|3|16|62
Chuck Nevitt|Houston Rockets|North Carolina State|1982|3|17|63
Willie Redden|San Antonio Spurs|South Florida|1982|3|18|64
John Greig|Seattle SuperSonics|Oregon|1982|3|19|65
Phillip Lockett|Portland Trail Blazers|Alabama|1982|3|20|66
Mike Hackett|Los Angeles Lakers|Jacksonville|1982|3|21|67
Dale Solomon|Philadelphia 76ers|Virginia Tech|1982|3|22|68
Perry Moss|Boston Celtics|Northeastern|1982|3|23|69
Reggie Hannah|Cleveland Cavaliers|South Alabama|1982|4|1|70
Darius Clemons|San Diego Clippers|Loyola-Chicago|1982|4|2|71
Mark Eaton|Utah Jazz|California-Los Angeles|1982|4|3|72
Rudy Woods|Dallas Mavericks|Texas A&M|1982|4|4|73
Mike Sanders|Kansas City Kings|California-Los Angeles|1982|4|5|74
Norm Anchrum|New York Knicks|Alabama-Birmingham|1982|4|6|75
Chuck Aleksinas|Chicago Bulls|Connecticut|1982|4|7|76
Jeff Jones|Indiana Pacers|Virginia|1982|4|8|77
Walker Russell|Detroit Pistons|Western Michigan|1982|4|9|78
Eric Smith|Portland Trail Blazers|Georgetown|1982|4|10|79
James Griffin|New Jersey Nets|Illinois|1982|4|11|80
Dino Gregory|Washington Bullets|Long Beach State|1982|4|12|81
Tony Brown|New Jersey Nets|Arkansas|1982|4|13|82
Ken Stancell|Golden State Warriors|Virginia Commonwealth|1982|4|14|83
Alford Turner|Denver Nuggets|Louisiana-Lafayette|1982|4|15|84
Andre Gaddy|Houston Rockets|George Mason|1982|4|16|85
Rory White|Phoenix Suns|South Alabama|1982|4|17|86
Tony Grier|San Antonio Spurs|South Florida|1982|4|18|87
Ken Owens|Seattle SuperSonics|Idaho|1982|4|19|88
Jerry Beck|Milwaukee Bucks|Middle Tennessee State|1982|4|20|89
Craig McCormick|Los Angeles Lakers|Western Kentucky|1982|4|21|90
Bruce Atkins|Philadelphia 76ers|Duquesne|1982|4|22|91
Greg Stewart|Boston Celtics|Tulsa|1982|4|23|92
Terry White|Cleveland Cavaliers|Texas-El Paso|1982|5|1|93
Gary Carter|San Diego Clippers|Tennessee|1982|5|2|94
Mike McKay|Utah Jazz|Connecticut|1982|5|3|95
Ken Arnold|Dallas Mavericks|Iowa|1982|5|4|96
Ken Simpson|Kansas City Kings|Grambling|1982|5|5|97
Aaron Howard|New York Knicks|Villanova|1982|5|6|98
