Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dick Garmaker|Minneapolis Lakers|Minnesota|1955|0|0|0
Bob Armstrong|Rochester Royals|Michigan State|1955|0|0|0
Mickey Harrington|New York Knicks|Southern Mississippi|1955|12|0|0
Wally McCarvill|New York Knicks|Iona|1955|10|0|0
Jerry Koch|Philadelphia Warriors|Saint Louis|1955|10|0|0
Tom Harrold|Ft. Wayne Zollner Pistons|Colorado|1955|0|0|0
Don Payne|New York Knicks|Adelphi|1955|9|0|0
Howard Sessums|New York Knicks|Mississippi College|1955|6|0|0
Lester Lane|Philadelphia Warriors|Oklahoma|1955|9|0|0
Don Belcher|Ft. Wayne Zollner Pistons|Louisiana State|1955|0|0|0
Charles Stickels|New York Knicks|Hastings|1955|11|0|0
George Swyers|Philadelphia Warriors|West Virginia Tech|1955|6|0|0
Harry Silcox|Philadelphia Warriors|Temple|1955|7|0|0
Al Didriksen|Philadelphia Warriors|Temple|1955|8|0|0
Tom Mock|Ft. Wayne Zollner Pistons|Colorado|1955|0|0|0
John Prudhoe|Rochester Royals|Louisville|1955|0|0|0
Art Quimby|Rochester Royals|Connecticut|1955|0|0|0
Tony Vlastelica|Rochester Royals|Oregon State|1955|0|0|0
Tom Gola|Philadelphia Warriors|La Salle|1955|0|0|0
Cliff Dwyer|Syracuse Nationals|North Carolina State|1955|0|0|0
Jim Fay|New York Knicks|St. Ambrose|1955|7|0|0
Joe Beck|New York Knicks|Truman State|1955|8|0|0
Bob Scuddelari|Boston Celtics|Cooper Union|1955|14|0|0
Ed Galvin|Syracuse Nationals|Loyola (LA)|1955|0|0|0
Stan Glowaski|Syracuse Nationals|Seattle|1955|0|0|0
Jim McConnell|Rochester Royals|Niagara|1955|0|0|0
Russ Lawler|Syracuse Nationals|Stanford|1955|0|0|0
Jerry Jung|Rochester Royals|Kansas State|1955|0|0|0
Harry Jorgensen|Rochester Royals|Wyoming|1955|0|0|0
Ron Tomsic|Syracuse Nationals|Stanford|1955|0|0|0
Harvey Babetch|St. Louis Hawks|Bradley|1955|0|0|0
Dick Cable|St. Louis Hawks|Wisconsin|1955|0|0|0
Lynn Cole|St. Louis Hawks|Creighton|1955|0|0|0
Joe Fitt|St. Louis Hawks||1955|0|0|0
Charles Hoxie|St. Louis Hawks|Niagara|1955|0|0|0
O'Neal Weaver|Minneapolis Lakers|Midwestern State|1955|0|0|0
Ed O'Connor|St. Louis Hawks|Manhattan|1955|0|0|0
Bill Reigel|St. Louis Hawks|McNeese State|1955|0|0|0
Bill Warden|Minneapolis Lakers|North Central (IL)|1955|0|0|0
Jim Scott|Minneapolis Lakers|West Texas A&M|1955|0|0|0
Dick Welsh|St. Louis Hawks|Southern California|1955|0|0|0
Don Bragg|Minneapolis Lakers|California-Los Angeles|1955|0|0|0
Don Boldebuck|Minneapolis Lakers|Houston|1955|0|0|0
Nick Romanoff|Boston Celtics|Pacific|1955|9|0|0
Dean Parsons|Boston Celtics|Washington|1955|8|0|0
John Moore|Boston Celtics|California-Los Angeles|1955|7|0|0
John Mahoney|Boston Celtics|William & Mary|1955|6|0|0
Carl Hartman|Boston Celtics|Alderson Broaddus|1955|11|0|0
Henry Dooley|Boston Celtics|Wiley|1955|13|0|0
Mark Davis|Boston Celtics|Marietta|1955|12|0|0
