Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Don Boven|Indianapolis Olympians|Western Michigan|1949|6|0|0
Fred Schaus|Ft. Wayne Zollner Pistons|West Virginia|1949|3|0|0
Marv Schatzman|St. Louis Bombers|Saint Louis|1949|0|0|0
Nelson Bobb|Philadelphia Warriors|Temple|1949|3|0|0
Bob Evans|Indianapolis Olympians|Butler|1949|4|0|0
Paul Walther|Minneapolis Lakers|Tennessee|1949|0|0|0
Thomas Eddleman|Chicago Stags|Illinois|1949|3|0|0
Ernie Vandeweghe|New York Knicks|Colgate|1949|3|0|0
Paul Gordon|Baltimore Bullets|Notre Dame|1949|3|0|0
Jack Coleman|Rochester Royals|Louisville|1949|2|0|0
Roger Wiley|Baltimore Bullets|Oregon|1949|0|0|0
J.L. Parks|Indianapolis Olympians|Oklahoma State|1949|0|0|0
Jim O'Halloran|Indianapolis Olympians|Notre Dame|1949|0|0|0
Bill Zipple|Baltimore Bullets|Lafayette|1949|0|0|0
Charlie Maas|Indianapolis Olympians|Butler|1949|0|0|0
Dal Zuber|Ft. Wayne Zollner Pistons|Toledo|1949|0|0|0
Andy Tonkovich|Providence Steamrollers|Marshall|1948|1|1|1
George Kok|Indianapolis Jets|Arkansas|1948|1|2|2
George Hauptfuhrer|Boston Celtics|Harvard|1948|1|3|3
Dolph Schayes|New York Knicks|New York University|1948|1|4|4
Ed Mikan|Chicago Stags|DePaul|1948|1|5|5
Walter Budko|Baltimore Bullets|Columbia|1948|1|6|6
Robert Gale|St. Louis Bombers|Cornell|1948|1|7|7
Ward Williams|Ft. Wayne Zollner Pistons|Indiana|1948|1|8|8
Chuck Hanger|Minneapolis Lakers|California|1948|1|9|9
Bobby Wanzer|Rochester Royals|Seton Hall|1948|1|10|10
Don Ray|Philadelphia Warriors|Western Kentucky|1948|1|11|11
Jack Nichols|Washington Capitols|Washington|1948|1|12|12
William Brown|Philadelphia Warriors|Maryland|1948|0|0|0
Dee Gibson|Minneapolis Lakers|Western Kentucky|1948|0|0|0
Hugh Compton|Philadelphia Warriors|Louisville|1948|0|0|0
Murray Mitchell|Boston Celtics|Sam Houston State|1948|0|0|0
Joe Nelson|Philadelphia Warriors|Brigham Young|1948|0|0|0
Tom Kelly|Boston Celtics|New York University|1948|0|0|0
Clint Pace|Philadelphia Warriors|Pepperdine|1948|0|0|0
Tom Short|Philadelphia Warriors|Kansas Wesleyan|1948|0|0|0
Leo Katkaveck|Washington Capitols|North Carolina State|1948|0|0|0
Joe Wahl|Philadelphia Warriors|Akron|1948|0|0|0
Andy Wolfe|Philadelphia Warriors|California|1948|0|0|0
A. L. Bennett|Providence Steamrollers|Oklahoma State|1948|0|0|0
Ed Faber|Providence Steamrollers|Trinity (TX)|1948|0|0|0
D. Miller|St. Louis Bombers|Saint Louis|1948|0|0|0
Verl Heap|Providence Steamrollers|Arizona State|1948|0|0|0
Roy Pugh|Philadelphia Warriors|Southern Methodist|1948|0|0|0
Gene Berce|New York Knicks|Marquette|1948|0|0|0
Otto Snellbacher|Providence Steamrollers|Kansas|1948|0|0|0
Gordon Flick|St. Louis Bombers|Drake|1948|0|0|0
Edwin Kachan|Chicago Stags|DePaul|1948|0|0|0
John Hoppin|St. Louis Bombers|Dickinson|1948|0|0|0
Dan London|St. Louis Bombers|Washington (MO)|1948|0|0|0
