Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bernard Toone|Philadelphia 76ers|Marquette|1979|2|15|37
Larry Wilson|Atlanta Hawks|Nicholls State|1979|2|16|38
Victor King|Los Angeles Lakers|Louisiana Tech|1979|2|17|39
Andrew Fields|Portland Trail Blazers|Cheyney|1979|2|18|40
Mark Young|Los Angeles Lakers|Fairfield|1979|2|19|41
Paul Mokeski|Houston Rockets|Kansas|1979|2|20|42
Johnny Moore|Seattle SuperSonics|Texas|1979|2|21|43
Joe DeSantis|Washington Bullets|Fairfield|1979|2|22|44
Arvid Kramer|Utah Jazz|Augustana (SD)|1979|3|1|45
Andrew Parker|Washington Bullets|Iowa State|1979|3|2|46
Calvin Garrett|Chicago Bulls|Oral Roberts|1979|3|3|47
Terry Duerod|Detroit Pistons|Detroit Mercy|1979|3|4|48
Cedrick Hordges|Chicago Bulls|South Carolina|1979|3|5|49
Geoff Huston|New York Knicks|Texas Tech|1979|3|6|50
John Gerdy|New Jersey Nets|Davidson|1979|3|7|51
Larry Gibson|Milwaukee Bucks|Maryland|1979|3|8|52
Wayne Kreklow|Boston Celtics|Drake|1979|3|9|53
Lynbert Johnson|Golden State Warriors|Wichita State|1979|3|10|54
Tom Channel|San Diego Clippers|Boston University|1979|3|11|55
Mickey Fox|Portland Trail Blazers|Saint Mary's (CAN)|1979|3|12|56
Don March|Atlanta Hawks|Franklin & Marshall|1979|3|13|57
Earl Cureton|Philadelphia 76ers|Detroit Mercy|1979|3|14|58
Ricardo Brown|Houston Rockets|Pepperdine|1979|3|15|59
Walter Daniels|Los Angeles Lakers|Georgia|1979|3|16|60
Ernesto Malcolm|Boston Celtics|Briar Cliff|1979|3|17|61
Terry Crosby|Kansas City Kings|Tennessee|1979|3|18|62
Sylvester Norris|San Antonio Spurs|Jackson State|1979|3|19|63
Al Green|Phoenix Suns|Louisiana State|1979|3|20|64
Bill Laimbeer|Cleveland Cavaliers|Notre Dame|1979|3|21|65
Charles Floyd|Washington Bullets|High Point|1979|3|22|66
Greg Deane|Utah Jazz|Utah|1979|4|1|67
Nick Galis|Boston Celtics|Seton Hall|1979|4|2|68
Eugene Robinson|Milwaukee Bucks|Louisiana-Monroe|1979|4|3|69
Rick Swing|Cleveland Cavaliers|Citadel|1979|4|4|70
Larry Rogers|New York Knicks|Southeast Missouri State|1979|4|5|71
George Maynor|Chicago Bulls|East Carolina|1979|4|6|72
James Donaldson|Seattle SuperSonics|Washington State|1979|4|7|73
Don Newman|Indiana Pacers|Idaho|1979|4|8|74
Ron Ripley|Golden State Warriors|Wisconsin-Green Bay|1979|4|9|75
Sammy Drummer|Houston Rockets|Georgia Tech|1979|4|10|76
Lionel Garrett|San Diego Clippers|Southern University|1979|4|11|77
Daryll Robinson|Portland Trail Blazers|Appalachian State|1979|4|12|78
Ray White|Los Angeles Lakers|Mississippi State|1979|4|13|79
Lionel Green|Houston Rockets|Louisiana State|1979|4|14|80
Ricky Reed|Los Angeles Lakers|Temple|1979|4|15|81
Jerry Sichting|Golden State Warriors|Purdue|1979|4|16|82
Mike Niles|Philadelphia 76ers|Cal State-Fullerton|1979|4|17|83
Al Daniel|San Antonio Spurs|Furman|1979|4|18|84
John McCullough|Kansas City Kings|Oklahoma|1979|4|19|85
Malcolm Cesare|Phoenix Suns|Florida|1979|4|20|86
