Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
John Murphy|Chicago Bulls|Massachusetts|1975|8|14|140
Mike Rozenski|Golden State Warriors|St. Mary's (CA)|1975|8|15|141
Allen Jones|Buffalo Braves|Pepperdine|1975|8|16|142
Bruce Hamming|Washington Bullets|Augustana (IL)|1975|8|17|143
Roger Morningstar|Boston Celtics|Kansas|1975|8|18|144
Fred Stokes|New Orleans Jazz|Barber-Scotia|1975|9|1|145
Dave Schlesser|Atlanta Hawks|Morningside|1975|9|2|146
Owen Brown|Phoenix Suns|Maryland|1975|9|3|147
Larry Harralson|Philadelphia 76ers|Drake|1975|9|4|148
Quintin Braxton|Portland Trail Blazers|Portland|1975|9|5|149
Eric Hays|Milwaukee Bucks|Montana|1975|9|6|150
Terry Thomas|Detroit Pistons|Detroit Mercy|1975|9|7|151
Skip Howard|Cleveland Cavaliers|Bowling Green|1975|9|8|152
Tim van Blommesteyn|New York Knicks|Princeton|1975|9|9|153
Steve Storther|Houston Rockets|Providence|1975|9|10|154
Rich Haws|Seattle SuperSonics|Utah State|1975|9|11|155
Gary Tomaszewski|Chicago Bulls|St. Mary's (TX)|1975|9|12|156
Scott Trobbe|Golden State Warriors|Stanford|1975|9|13|157
George Rautins|Buffalo Braves|Niagara|1975|9|14|158
Robert Rhodes|Boston Celtics|Albany State (GA)|1975|9|15|159
Doug Brookins|Washington Bullets|Creighton|1975|9|16|160
Aleksander Belov|New Orleans Jazz|BC Spartak Saint Petersburg (Russia)|1975|10|1|161
Vic Kelly|Atlanta Hawks|Hawaii|1975|10|2|162
Mike Moon|Phoenix Suns|Arizona State|1975|10|3|163
Rick Reed|Philadelphia 76ers|Azusa Pacific|1975|10|4|164
Romy Thomas|Milwaukee Bucks|Wisconsin-Eau Claire|1975|10|5|165
Tyree Foster|Portland Trail Blazers|Portland|1975|10|6|166
Eric Anderson|Cleveland Cavaliers|Macalester|1975|10|7|167
Mo Rivers|New York Knicks|North Carolina State|1975|10|8|168
Mickey Fox|Detroit Pistons|Saint Mary's (CAN)|1975|10|9|169
Jerry Bellotti|Seattle SuperSonics|Santa Clara|1975|10|10|170
Maurice Harper|Golden State Warriors|St. Mary's (CA)|1975|10|11|171
Art Allen|Buffalo Braves|Pepperdine|1975|10|12|172
Mike Fahey|Washington Bullets|Brandeis|1975|10|13|173
Bill Endicott|Boston Celtics|Massachusetts|1975|10|14|174
Bill Walton|Portland Trail Blazers|California-Los Angeles|1974|1|1|1
Marvin Barnes|Philadelphia 76ers|Providence|1974|1|2|2
Tom Burleson|Seattle SuperSonics|North Carolina State|1974|1|3|3
John Shumate|Phoenix Suns|Notre Dame|1974|1|4|4
Bobby Jones|Houston Rockets|North Carolina|1974|1|5|5
Scott Wedman|Kansas City-Omaha Kings|Colorado|1974|1|6|6
Tom Henderson|Atlanta Hawks|Hawaii|1974|1|7|7
Campy Russell|Cleveland Cavaliers|Michigan|1974|1|8|8
Tom McMillen|Buffalo Braves|Maryland|1974|1|9|9
Mike Sojourner|Atlanta Hawks|Utah|1974|1|10|10
Jamaal Wilkes|Golden State Warriors|California-Los Angeles|1974|1|11|11
Brian Winters|Los Angeles Lakers|South Carolina|1974|1|12|12
Len Elmore|Washington Bullets|Maryland|1974|1|13|13
Maurice Lucas|Chicago Bulls|Marquette|1974|1|14|14
Al Eberhard|Detroit Pistons|Missouri|1974|1|15|15
