Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Harvey Catchings|Philadelphia 76ers|Hardin-Simmons|1973|9|1|138
Mike Contreras|Portland Trail Blazers|Arizona State|1973|9|2|139
Bob Fullerton|Buffalo Braves|Xavier|1973|9|3|140
Greg Williams|Seattle SuperSonics|Seattle|1973|9|4|141
Les Taylor|Cleveland Cavaliers|Murray State|1973|9|5|142
James Brown|Kansas City-Omaha Kings|Dartmouth|1973|9|6|143
Sandy Smith|Phoenix Suns|Winston-Salem State|1973|9|7|144
Bill Kelgore|Detroit Pistons|Michigan State|1973|9|8|145
Everett Fopma|Golden State Warriors|Idaho State|1973|9|9|146
Rubin Montanez|Chicago Bulls|Duquesne|1973|9|10|147
Mike Boylan|Capital Bullets|Assumption|1973|9|11|148
Joe Wise|New York Knicks|Bridgewater State|1973|9|12|149
Bob Vacca|Milwaukee Bucks|Quinnipiac|1973|9|13|150
Corky Taylor|Boston Celtics|Minnesota|1973|9|14|151
Abe Steward|Philadelphia 76ers|Jacksonville|1973|10|1|152
Nick Connor|Buffalo Braves|Illinois|1973|10|2|153
Sam Whitehead|Portland Trail Blazers|Oregon State|1973|10|3|154
Bob Bodell|Seattle SuperSonics|Maryland|1973|10|4|155
Dean Martin|Cleveland Cavaliers|Baldwin Wallace|1973|10|5|156
Ernie Kusyner|Kansas City-Omaha Kings|Kansas State|1973|10|6|157
Claude White|Phoenix Suns|Elmhurst|1973|10|7|158
Bob Solomon|Detroit Pistons|Wayne State (MI)|1973|10|8|159
Fred Lavoroni|Golden State Warriors|Santa Clara|1973|10|9|160
Russ Hunt|Chicago Bulls|Furman|1973|10|10|161
Dick Kelly|Capital Bullets|Bay College|1973|10|11|162
Ed Fields|New York Knicks|Long Island Post|1973|10|12|163
Ron Battle|Milwaukee Bucks|Sam Houston State|1973|10|13|164
Steve Turner|Boston Celtics|Vanderbilt|1973|10|14|165
Rod Freeman|Philadelphia 76ers|Vanderbilt|1973|11|1|166
Ed Payne|Portland Trail Blazers|Wake Forest|1973|11|2|167
Mike Lee|Buffalo Braves|Syracuse|1973|11|3|168
Floyd Lewis|Cleveland Cavaliers|Harvard|1973|11|4|169
Lynn Greer|Phoenix Suns|Virginia State|1973|11|5|170
Len Paul|Detroit Pistons|Akron|1973|11|6|171
Dale Adams|Capital Bullets|St. Mary's (MD)|1973|11|7|172
Charles Edge|New York Knicks|LeMoyne-Owen|1973|11|8|173
Ed Hastings|Boston Celtics|Villanova|1973|11|9|174
Connie Warren|Philadelphia 76ers|Xavier|1973|12|1|175
Aaron Covington|Buffalo Braves|Canisius|1973|12|2|176
Rick Holdt|Portland Trail Blazers|North Carolina State|1973|12|3|177
Chris McMurray|Cleveland Cavaliers|San Diego State|1973|12|4|178
Lyman Williamson|Phoenix Suns|Samford|1973|12|5|179
Clarence Carlisle|Detroit Pistons|Ferris State|1973|12|6|180
Mike Battle|Capital Bullets|George Washington|1973|12|7|181
Bruce Winkler|Boston Celtics|Santa Clara|1973|12|8|182
Jim Crawford|Philadelphia 76ers|La Salle|1973|13|1|183
Bob Vartanian|Buffalo Braves|Buffalo|1973|13|2|184
John Pennebacker|Cleveland Cavaliers|Hawaii|1973|13|3|185
Kalevi Sarkalahti|Phoenix Suns|Brigham Young|1973|13|4|186
Chester Davis|Capital Bullets|Morgan State|1973|13|5|187
