Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
George Dempsey|Philadelphia Warriors|King's (NY)|1951|7|9|68
Ed Head|Minneapolis Lakers|Kansas State|1951|7|10|69
Bill Harper|Baltimore Bullets|Oregon State|1951|8|1|70
Aaron Preece|Milwaukee Hawks|Bradley|1951|8|2|71
George Kelly|Indianapolis Olympians|Vanderbilt|1951|8|3|72
John Manning|Ft. Wayne Zollner Pistons|Duquesne|1951|8|4|73
Tom Jockle|Syracuse Nationals|Syracuse|1951|8|5|74
Hugo Kappler|Boston Celtics|North Carolina State|1951|8|6|75
George Davidson|Rochester Royals|Lafayette|1951|8|7|76
Jim Phelan|Philadelphia Warriors|La Salle|1951|8|8|77
Bob Crowe|Baltimore Bullets|San Jose State|1951|9|1|78
Wayne Tucker|Milwaukee Hawks|Colorado|1951|9|2|79
Ray Kirkwasser|Syracuse Nationals|Ithaca|1951|9|3|80
Hugh Faulkner|Philadelphia Warriors|Pepperdine|1951|9|4|81
Dan Torrey|Baltimore Bullets|Oregon State|1951|10|1|82
John DeWitt|Milwaukee Hawks|Texas A&M|1951|10|2|83
Paul Gerwin|Philadelphia Warriors|Cornell|1951|10|3|84
Clem Pavilonis|Baltimore Bullets|DePaul|1951|11|1|85
John Burke|Baltimore Bullets|Springfield|1951|12|1|86
Whitey Skoog|Minneapolis Lakers|Minnesota|1951|0|0|0
Charlie Share|Boston Celtics|Bowling Green|1950|1|1|1
Don Rehfeldt|Baltimore Bullets|Wisconsin|1950|1|2|2
Bob Cousy|Tri-Cities Blackhawks|Holy Cross|1950|1|3|3
Dick Schnittker|Washington Capitols|Ohio State|1950|1|4|4
Larry Foust|Chicago Stags|La Salle|1950|1|5|5
Irwin Dambrot|New York Knicks|City College of New York|1950|1|6|6
George Yardley|Ft. Wayne Zollner Pistons|Stanford|1950|1|7|7
Bob Lavoy|Indianapolis Olympians|Western Kentucky|1950|1|8|8
Joe McNamee|Rochester Royals|San Francisco|1950|1|9|9
Kevin O'Shea|Minneapolis Lakers|Notre Dame|1950|1|10|10
Don Lofgran|Syracuse Nationals|San Francisco|1950|1|11|11
Milt Whitehead|Chicago Stags|Nebraska|1950|7|0|0
John Brown|Chicago Stags|Georgetown|1950|9|0|0
Dan Bagley|New York Knicks|Notre Dame|1950|7|0|0
Jack Shelton|Boston Celtics|Oklahoma State|1950|5|0|0
Bud Grant|Minneapolis Lakers|Minnesota|1950|4|0|0
Stu Inman|Chicago Stags|San Jose State|1950|6|0|0
Ken Reeves|Boston Celtics|Louisville|1950|4|0|0
Joe Hutton|Minneapolis Lakers|Hamline|1950|7|0|0
Frank Oftring|Boston Celtics|Holy Cross|1950|8|0|0
Matt Forman|Boston Celtics|Holy Cross|1950|10|0|0
Bud Schaeffer|Chicago Stags|Wheaton (IL)|1950|10|0|0
Don Stroot|Chicago Stags|Missouri|1950|5|0|0
Bob Cope|Boston Celtics|Montana|1950|9|0|0
Dale Barnstable|Boston Celtics|Kentucky|1950|7|0|0
Lou Watson|Chicago Stags|Indiana|1950|3|0|0
Ed Gayda|Tri-Cities Blackhawks|Washington State|1950|2|0|0
Chuck Mrazovich|Indianapolis Olympians|Eastern Kentucky|1950|3|0|0
Joe Nelson|Rochester Royals|Brigham Young|1950|5|0|0
Ken Murray|Chicago Stags|St. Bonaventure|1950|4|0|0
