Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
P.J. Brown|New Jersey Nets|Louisiana Tech|1992|2|2|29
Sean Rooks|Dallas Mavericks|Arizona|1992|2|3|30
Reggie Smith|Portland Trail Blazers|Texas Christian|1992|2|4|31
Brent Price|Washington Bullets|Oklahoma|1992|2|5|32
Corey Williams|Chicago Bulls|Oklahoma State|1992|2|6|33
Chris Smith|Minnesota Timberwolves|Connecticut|1992|2|7|34
Tony Bennett|Charlotte Hornets|Wisconsin-Green Bay|1992|2|8|35
Duane Cooper|Los Angeles Lakers|Southern California|1992|2|9|36
Isaiah Morris|Miami Heat|Arkansas|1992|2|10|37
Elmer Bennett|Atlanta Hawks|Notre Dame|1992|2|11|38
Litterial Green|Chicago Bulls|Georgia|1992|2|12|39
Steve Rogers|New Jersey Nets|Alabama State|1992|2|13|40
Popeye Jones|Houston Rockets|Murray State|1992|2|14|41
Matt Geiger|Miami Heat|Georgia Tech|1992|2|15|42
Sasha Danilovic|Golden State Warriors|KK Partizan (Serbia)|1992|2|16|43
Henry Williams|San Antonio Spurs|North Carolina-Charlotte|1992|2|17|44
Chris King|Seattle SuperSonics|Wake Forest|1992|2|18|45
Robert Werdann|Denver Nuggets|St. John's (NY)|1992|2|19|46
Darren Morningstar|Boston Celtics|Pittsburgh|1992|2|20|47
Brian Davis|Phoenix Suns|Duke|1992|2|21|48
Ron Ellis|Phoenix Suns|Louisiana Tech|1992|2|22|49
Matt Fish|Golden State Warriors|North Carolina-Wilmington|1992|2|23|50
Tim Burroughs|Minnesota Timberwolves|Jacksonville|1992|2|24|51
Matt Steigenga|Chicago Bulls|Michigan State|1992|2|25|52
Curtis Blair|Houston Rockets|Richmond|1992|2|26|53
Brett Roberts|Sacramento Kings|Morehead State|1992|2|27|54
Larry Johnson|Charlotte Hornets|Nevada-Las Vegas|1991|1|1|1
Kenny Anderson|New Jersey Nets|Georgia Tech|1991|1|2|2
Billy Owens|Sacramento Kings|Syracuse|1991|1|3|3
Dikembe Mutombo|Denver Nuggets|Georgetown|1991|1|4|4
Steven Smith|Miami Heat|Michigan State|1991|1|5|5
Doug Smith|Dallas Mavericks|Missouri|1991|1|6|6
Luc Longley|Minnesota Timberwolves|New Mexico|1991|1|7|7
Mark Macon|Denver Nuggets|Temple|1991|1|8|8
Stacey Augmon|Atlanta Hawks|Nevada-Las Vegas|1991|1|9|9
Bison Dele|Orlando Magic|Arizona|1991|1|10|10
Terrell Brandon|Cleveland Cavaliers|Oregon|1991|1|11|11
Greg Anthony|New York Knicks|Nevada-Las Vegas|1991|1|12|12
Dale Davis|Indiana Pacers|Clemson|1991|1|13|13
Rich King|Seattle SuperSonics|Nebraska|1991|1|14|14
Anthony Avent|Atlanta Hawks|Seton Hall|1991|1|15|15
Chris Gatling|Golden State Warriors|Old Dominion|1991|1|16|16
Victor Alexander|Golden State Warriors|Iowa State|1991|1|17|17
Kevin Brooks|Milwaukee Bucks|Louisiana-Lafayette|1991|1|18|18
Labradford Smith|Washington Bullets|Louisville|1991|1|19|19
John Turner|Houston Rockets|Phillips|1991|1|20|20
Eric Murdock|Utah Jazz|Providence|1991|1|21|21
LeRon Ellis|Los Angeles Clippers|Syracuse|1991|1|22|22
Stanley Roberts|Orlando Magic|Louisiana State|1991|1|23|23
Rick Fox|Boston Celtics|North Carolina|1991|1|24|24
