Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dave Popson|Detroit Pistons|North Carolina|1987|4|19|88
David Johnson|Dallas Mavericks|Oklahoma|1987|4|20|89
Theofanis Christodoulou|Atlanta Hawks|Panionios B.C. (Greece)|1987|4|21|90
Darryl Kennedy|Boston Celtics|Oklahoma|1987|4|22|91
Ralph Tally|Los Angeles Lakers|Norfolk State|1987|4|23|92
Chad Kessler|Los Angeles Clippers|Georgia|1987|5|1|93
James Blackmon|New Jersey Nets|Kentucky|1987|5|2|94
Glenn Clem|New York Knicks|Vanderbilt|1987|5|3|95
Dennis Williams|San Antonio Spurs|Georgia|1987|5|4|96
Vernon Carr|Sacramento Kings|Michigan State|1987|5|5|97
Carl Lott|Cleveland Cavaliers|Texas Christian|1987|5|6|98
Brent Counts|Phoenix Suns|Pacific|1987|5|7|99
Ronnie Grandison|Denver Nuggets|New Orleans|1987|5|8|100
Michael Tait|Seattle SuperSonics|Clemson|1987|5|9|101
Anthony Wilson|Chicago Bulls|Louisiana State|1987|5|10|102
Mike Milling|Indiana Pacers|North Carolina-Charlotte|1987|5|11|103
Andre LaFleur|Houston Rockets|Northeastern|1987|5|12|104
Terry Williams|Golden State Warriors|Southern Methodist|1987|5|13|105
Patrick Fairs|Washington Bullets|Texas|1987|5|14|106
Bart Kofoed|Utah Jazz|Nebraska-Kearney|1987|5|15|107
Frank Ross|Philadelphia 76ers|American|1987|5|16|108
David Moss|Portland Trail Blazers|Tulsa|1987|5|17|109
Brian Vaughns|Milwaukee Bucks|California-Santa Barbara|1987|5|18|110
Gerry Wright|Detroit Pistons|Iowa|1987|5|19|111
Sam Hill|Dallas Mavericks|Iowa State|1987|5|20|112
Jose Antonio Montero|Atlanta Hawks|Joventut Badalona (Spain)|1987|5|21|113
Dave Butler|Boston Celtics|California|1987|5|22|114
Kenny Travis|Los Angeles Lakers|New Mexico State|1987|6|1|115
Martin Nessley|Los Angeles Clippers|Duke|1987|6|2|116
Howard Triche|New York Knicks|Syracuse|1987|6|3|117
Perry Bromwell|New Jersey Nets|Pennsylvania|1987|6|4|118
Ricky Brown|San Antonio Spurs|South Alabama|1987|6|5|119
Darryl Thomas|Sacramento Kings|Indiana|1987|6|6|120
Harold Jensen|Cleveland Cavaliers|Villanova|1987|6|7|121
Marcel Boyce|Phoenix Suns|Akron|1987|6|8|122
Kelvin Scarborough|Denver Nuggets|New Mexico|1987|6|9|123
Tom Gneiting|Seattle SuperSonics|Brigham Young|1987|6|10|124
Doug Altenberger|Chicago Bulls|Illinois|1987|6|11|125
Gary Graham|Indiana Pacers|Nevada-Las Vegas|1987|6|12|126
Sarunas Marciulionis|Golden State Warriors|BC Statyba (Lithuania)|1987|6|13|127
Dwayne Scholten|Washington Bullets|Washington State|1987|6|14|128
Fred Jenkins|Houston Rockets|Tennessee|1987|6|15|129
Art Sabb|Utah Jazz|Bloomfield|1987|6|16|130
Tracy Foster|Philadelphia 76ers|Alabama-Birmingham|1987|6|17|131
Bernard Johnson|Portland Trail Blazers|Loyola-Chicago|1987|6|18|132
Gay Elmore|Milwaukee Bucks|Virginia Military Institute|1987|6|19|133
Antoine Joubert|Detroit Pistons|Michigan|1987|6|20|134
Quintan Gates|Dallas Mavericks|Texas-El Paso|1987|6|21|135
Riccardo Morandotti|Atlanta Hawks|Auxilium Pallacanestro Torino (Italy)|1987|6|22|136
Tim Naegeli|Boston Celtics|Wisconsin-Stevens Point|1987|6|23|137
