Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Michael Jordan|Chicago Bulls|North Carolina|1984|1|3|3
Sam Perkins|Dallas Mavericks|North Carolina|1984|1|4|4
Charles Barkley|Philadelphia 76ers|Auburn|1984|1|5|5
Mel Turpin|Washington Bullets|Kentucky|1984|1|6|6
Alvin Robertson|San Antonio Spurs|Arkansas|1984|1|7|7
Lancaster Gordon|Los Angeles Clippers|Louisville|1984|1|8|8
Otis Thorpe|Kansas City Kings|Providence|1984|1|9|9
Leon Wood|Philadelphia 76ers|Cal State-Fullerton|1984|1|10|10
Kevin Willis|Atlanta Hawks|Michigan State|1984|1|11|11
Tim McCormick|Cleveland Cavaliers|Michigan|1984|1|12|12
Jay Humphries|Phoenix Suns|Colorado|1984|1|13|13
Michael Cage|Los Angeles Clippers|San Diego State|1984|1|14|14
Terence Stansbury|Dallas Mavericks|Temple|1984|1|15|15
John Stockton|Utah Jazz|Gonzaga|1984|1|16|16
Jeff Turner|New Jersey Nets|Vanderbilt|1984|1|17|17
Vern Fleming|Indiana Pacers|Georgia|1984|1|18|18
Bernard Thompson|Portland Trail Blazers|Fresno State|1984|1|19|19
Tony Campbell|Detroit Pistons|Ohio State|1984|1|20|20
Kenny Fields|Milwaukee Bucks|California-Los Angeles|1984|1|21|21
Tom Sewell|Philadelphia 76ers|Lamar|1984|1|22|22
Earl Jones|Los Angeles Lakers|District of Columbia|1984|1|23|23
Michael Young|Boston Celtics|Houston|1984|1|24|24
Devin Durrant|Indiana Pacers|Brigham Young|1984|2|1|25
Victor Fleming|Portland Trail Blazers|Xavier|1984|2|2|26
Ron Anderson|Cleveland Cavaliers|Fresno State|1984|2|3|27
Cory Blackwell|Seattle SuperSonics|Wisconsin|1984|2|4|28
Stuart Gray|Indiana Pacers|California-Los Angeles|1984|2|5|29
Steve Burtt|Golden State Warriors|Iona|1984|2|6|30
Jay Murphy|Golden State Warriors|Boston College|1984|2|7|31
Eric Turner|Detroit Pistons|Michigan|1984|2|8|32
Steve Colter|Portland Trail Blazers|New Mexico State|1984|2|9|33
Tony Costner|Washington Bullets|Saint Joseph's|1984|2|10|34
Othell Wilson|Golden State Warriors|Virginia|1984|2|11|35
Charles Jones|Phoenix Suns|Louisville|1984|2|12|36
Ben Coleman|Chicago Bulls|Maryland|1984|2|13|37
Charlie Sitton|Dallas Mavericks|Oregon State|1984|2|14|38
Danny Young|Seattle SuperSonics|Wake Forest|1984|2|15|39
Anthony Teachey|Dallas Mavericks|Wake Forest|1984|2|16|40
Tom Sluby|Dallas Mavericks|Notre Dame|1984|2|17|41
Willie White|Denver Nuggets|Tennessee-Chattanooga|1984|2|18|42
Greg Wiltjer|Chicago Bulls|Victoria (CAN)|1984|2|19|43
Fred Reynolds|Washington Bullets|Texas-El Paso|1984|2|20|44
Gary Plummer|Golden State Warriors|Boston University|1984|2|21|45
Jerome Kersey|Portland Trail Blazers|Longwood|1984|2|22|46
Ronnie Williams|Boston Celtics|Florida|1984|2|23|47
James Banks|Philadelphia 76ers|Georgia|1984|3|1|48
Tim Dillon|Chicago Bulls|Northern Illinois|1984|3|2|49
Ben McDonald|Cleveland Cavaliers|California-Irvine|1984|3|3|50
Jim Petersen|Houston Rockets|Minnesota|1984|3|4|51
Terry Williams|Seattle SuperSonics|Alabama|1984|3|5|52
