Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Jerry Faulkner|Seattle SuperSonics|West Georgia|1974|7|8|116
Tommy Curtis|Buffalo Braves|California-Los Angeles|1974|7|9|117
Joel Copeland|New Orleans Jazz|Old Dominion|1974|7|10|118
Brady Allen|Golden State Warriors|California|1974|7|11|119
Dennis Van Zant|Los Angeles Lakers|Azusa Pacific|1974|7|12|120
Tom Turner|Washington Bullets|West Georgia|1974|7|13|121
Billy Smith|New York Knicks|Mercer|1974|7|14|122
Sammy High|Detroit Pistons|Tulsa|1974|7|15|123
Geoff Roberts|Chicago Bulls|Missouri|1974|7|16|124
Ron Brown|Boston Celtics|Penn State|1974|7|17|125
Bob Hornstein|Milwaukee Bucks|West Virginia|1974|7|18|126
Jimmy Powell|Philadelphia 76ers|Middle Tennessee State|1974|8|1|127
Eldridge Broussard|Portland Trail Blazers|Pacific (OR)|1974|8|2|128
Kerry Hughes|Cleveland Cavaliers|Wisconsin|1974|8|3|129
Tom Holland|Phoenix Suns|Oklahoma|1974|8|4|130
Steve Brooks|Houston Rockets|Arkansas State|1974|8|5|131
Richie O'Connor|Kansas City-Omaha Kings|Fairfield|1974|8|6|132
Bill Butler|Atlanta Hawks|Louisville|1974|8|7|133
Leonard Coulter|Seattle SuperSonics|Morehead State|1974|8|8|134
Glenn Price|Buffalo Braves|St. Bonaventure|1974|8|9|135
Jay Piccola|New Orleans Jazz|Roanoke|1974|8|10|136
Clarence Allen|Golden State Warriors|California-Santa Barbara|1974|8|11|137
Steve Platt|Washington Bullets|Huntington|1974|8|12|138
Bob Florence|Los Angeles Lakers|Nevada-Las Vegas|1974|8|13|139
Dennis McDermott|New York Knicks|St. Francis Brooklyn|1974|8|14|140
Greg Newman|Detroit Pistons|Drexel|1974|8|15|141
Sam McCants|Chicago Bulls|Oral Roberts|1974|8|16|142
Richard Wallace|Boston Celtics|Georgia Southern|1974|8|17|143
Ralph Palamar|Milwaukee Bucks|Cameron|1974|8|18|144
Perry Warbington|Philadelphia 76ers|Georgia Southern|1974|9|1|145
Lee Haven|Portland Trail Blazers|Colorado|1974|9|2|146
Jim Buskofsky|Cleveland Cavaliers|Upper Iowa|1974|9|3|147
Ted Evans|Phoenix Suns|Oklahoma|1974|9|4|148
Ken Stalling|Houston Rockets|Missouri S&T|1974|9|5|149
Jeff Dawson|Kansas City-Omaha Kings|Illinois|1974|9|6|150
Lon Kruger|Atlanta Hawks|Kansas State|1974|9|7|151
Bertrand du Pont|Seattle SuperSonics|Dillard|1974|9|8|152
John Falconi|Buffalo Braves|Davidson|1974|9|9|153
Ken Boyd|New Orleans Jazz|Boston University|1974|9|10|154
Carl Meier|Golden State Warriors|California|1974|9|11|155
Mark Raterink|Washington Bullets|Boston College|1974|9|12|156
Earl Brown|New York Knicks|Lafayette|1974|9|13|157
Gary Deitelhoff|Detroit Pistons|Millikin|1974|9|14|158
Jerry Davenport|Chicago Bulls|Cameron|1974|9|15|159
Al Skinner|Boston Celtics|Massachusetts|1974|9|16|160
Mike Deane|Milwaukee Bucks|Potsdam|1974|9|17|161
Larry Witherspoon|Philadelphia 76ers|Towson|1974|10|1|162
Ron Jones|Portland Trail Blazers|Oregon State|1974|10|2|163
Jim Kelly|Cleveland Cavaliers|Loras|1974|10|3|164
Mark Wasley|Phoenix Suns|Arizona State|1974|10|4|165
