Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Leonardo Epps|San Diego Rockets|Clark Atlanta|1968|11|1|135
Jim Marsh|Seattle SuperSonics|Southern California|1968|11|2|136
Jim McGonigle|Chicago Bulls|Iowa State|1968|11|3|137
Al Dixon|Baltimore Bullets|Bowling Green|1968|11|4|138
James Robinson|Cincinnati Royals|Rochester Tech|1968|11|5|139
Jerry Chandler|San Francisco Warriors|Nevada-Las Vegas|1968|11|6|140
Bob Redd|New York Knicks|Marshall|1968|11|7|141
Harry Singletary|Los Angeles Lakers|Presbyterian|1968|11|8|142
Tom Neimeir|Boston Celtics|Evansville|1968|11|9|143
Henry Watkins|Atlanta Hawks|Tennessee State|1968|11|10|144
Bill Soens|Philadelphia 76ers|Miami (FL)|1968|11|11|145
Brad Luchini|Milwaukee Bucks|Marquette|1968|11|12|146
Ron Boone|Phoenix Suns|Idaho State|1968|11|13|147
Roy Manning|San Diego Rockets|Lane|1968|12|1|148
Walt Simon|Seattle SuperSonics|Utah|1968|12|2|149
John Lallensack|Chicago Bulls|Wisconsin-Oshkosh|1968|12|3|150
Willie Cager|Baltimore Bullets|Texas-El Paso|1968|12|4|151
Glynn Saulters|Cincinnati Royals|Louisiana-Monroe|1968|12|5|152
Bob Wolfe|San Francisco Warriors|California|1968|12|6|153
Pat Moriarty|New York Knicks|Guilford|1968|12|7|154
Reggie Lacefield|Los Angeles Lakers|Western Michigan|1968|12|8|155
Bill Langheld|Boston Celtics|Fordham|1968|12|9|156
Bill Harris|Atlanta Hawks|Texas-El Paso|1968|12|10|157
Ted Campbell|Philadelphia 76ers|North Carolina A&T|1968|12|11|158
Dave Miller|Milwaukee Bucks|Florida|1968|12|12|159
Bill Davis|Phoenix Suns|Arizona|1968|12|13|160
Marshall Evans|San Diego Rockets|Lincoln (MO)|1968|13|1|161
Carlos Ogden|Seattle SuperSonics|Santa Clara|1968|13|2|162
Herm Gilliam|Chicago Bulls|Purdue|1968|13|3|163
Rudy Bogad|Baltimore Bullets|St. John's (NY)|1968|13|4|164
Bill Tindall|Cincinnati Royals|Massachusetts|1968|13|5|165
Ken Morehead|New York Knicks|Hiram Scott|1968|13|6|166
Harvey Mumford|Los Angeles Lakers|Montana State|1968|13|7|167
Art Stephenson|Boston Celtics|Rhode Island|1968|13|8|168
Frank Standard|Atlanta Hawks|South Carolina|1968|13|9|169
Earl Seyfert|Philadelphia 76ers|Kansas State|1968|13|10|170
Pat Hobard|Phoenix Suns|California (PA)|1968|13|11|171
Bobby Lewis|San Diego Rockets|North Carolina State|1968|14|1|172
Mike Warren|Seattle SuperSonics|California-Los Angeles|1968|14|2|173
Dave Carr|Chicago Bulls|Washington|1968|14|3|174
Ernest Sims|Baltimore Bullets|East Tennessee State|1968|14|4|175
Charles Core|Cincinnati Royals|Southeastern Louisiana|1968|14|5|176
John Harlow|New York Knicks|Princeton|1968|14|6|177
John Godfrey|Los Angeles Lakers|Abilene Christian|1968|14|7|178
Keith Hockstein|Boston Celtics|Holy Cross|1968|14|8|179
George Hicker|Atlanta Hawks|Syracuse|1968|14|9|180
Tom Youngdale|Philadelphia 76ers|Davidson|1968|14|10|181
Bill Gaines|San Diego Rockets|Texas A&M-Commerce|1968|15|1|182
Mickey McCarthy|Chicago Bulls|Texas Christian|1968|15|2|183
Joe Allen|Baltimore Bullets|Bradley|1968|15|3|184
