Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Danny Fortson|Milwaukee Bucks|Cincinnati|1997|1|10|10
Tariq Abdul-Wahad|Sacramento Kings|San Jose State|1997|1|11|11
Austin Croshere|Indiana Pacers|Providence|1997|1|12|12
Derek Anderson|Cleveland Cavaliers|Kentucky|1997|1|13|13
Maurice Taylor|Los Angeles Clippers|Michigan|1997|1|14|14
Kelvin Cato|Dallas Mavericks|Iowa State|1997|1|15|15
Brevin Knight|Cleveland Cavaliers|Stanford|1997|1|16|16
Johnny Taylor|Orlando Magic|Tennessee-Chattanooga|1997|1|17|17
Chris Anstey|Portland Trail Blazers|South East Melbourne Magic (Australia)|1997|1|18|18
Scot Pollard|Detroit Pistons|Kansas|1997|1|19|19
Paul Grant|Minnesota Timberwolves|Wisconsin|1997|1|20|20
Anthony Parker|New Jersey Nets|Bradley|1997|1|21|21
Ed Gray|Atlanta Hawks|California|1997|1|22|22
Bobby Jackson|Seattle SuperSonics|Minnesota|1997|1|23|23
Rodrick Rhodes|Houston Rockets|Southern California|1997|1|24|24
John Thomas|New York Knicks|Minnesota|1997|1|25|25
Charles Smith|Miami Heat|New Mexico|1997|1|26|26
Jacque Vaughn|Utah Jazz|Kansas|1997|1|27|27
Keith Booth|Chicago Bulls|Maryland|1997|1|28|28
Serge Zwikker|Houston Rockets|North Carolina|1997|2|1|29
Mark Sanford|Miami Heat|Washington|1997|2|2|30
Charles O'Bannon|Detroit Pistons|California-Los Angeles|1997|2|3|31
James Cotton|Denver Nuggets|Long Beach State|1997|2|4|32
Marko Milic|Philadelphia 76ers|KK Olimpija (Slovenia)|1997|2|5|33
Bubba Wells|Dallas Mavericks|Austin Peay|1997|2|6|34
Kebu Stewart|Philadelphia 76ers|Cal State-Bakersfield|1997|2|7|35
James Collins|Philadelphia 76ers|Florida State|1997|2|8|36
Marc Jackson|Golden State Warriors|Temple|1997|2|9|37
Jerald Honeycutt|Milwaukee Bucks|Tulane|1997|2|10|38
Anthony Johnson|Sacramento Kings|College of Charleston|1997|2|11|39
Eddie Elisma|Seattle SuperSonics|Georgia Tech|1997|2|12|40
Jason Lawson|Denver Nuggets|Villanova|1997|2|13|41
Stephen Jackson|Phoenix Suns|Butler Community College|1997|2|14|42
Gordon Malone|Minnesota Timberwolves|West Virginia|1997|2|15|43
Cedric Henderson|Cleveland Cavaliers|Memphis|1997|2|16|44
God Shammgod|Washington Wizards|Providence|1997|2|17|45
Eric Washington|Orlando Magic|Alabama|1997|2|18|46
Alvin Williams|Portland Trail Blazers|Villanova|1997|2|19|47
Predrag Drobnjak|Washington Wizards|KK Partizan (Serbia)|1997|2|20|48
Alain Digbeau|Atlanta Hawks|ASVEL Basket (France)|1997|2|21|49
Chris Crawford|Atlanta Hawks|Marquette|1997|2|22|50
DeJuan Wheat|Los Angeles Lakers|Louisville|1997|2|23|51
C.J. Bruton|Vancouver Grizzlies|Indian Hills Community College|1997|2|24|52
Paul Rogers|Los Angeles Lakers|Gonzaga|1997|2|25|53
Mark Blount|Seattle SuperSonics|Pittsburgh|1997|2|26|54
Ben Pepper|Boston Celtics|Newcastle Falcons (Australia)|1997|2|27|55
Nate Erdmann|Utah Jazz|Oklahoma|1997|2|28|56
Roberto Duenas|Chicago Bulls|FC Barcelona Basquet (Spain)|1997|2|29|57
Allen Iverson|Philadelphia 76ers|Georgetown|1996|1|1|1
Marcus Camby|Toronto Raptors|Massachusetts|1996|1|2|2
