Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
David Reavis|Washington Bullets|Georgia|1977|4|17|83
Rocky Smith|Houston Rockets|Oregon State|1977|4|18|84
Greg White|Portland Trail Blazers|Southern California|1977|4|19|85
Jack Jones|Philadelphia 76ers|Utah|1977|4|20|86
Leartha Scott|Golden State Warriors|Wisconsin-Parkside|1977|4|21|87
Tony Robertson|Los Angeles Lakers|West Virginia|1977|4|22|88
Gerald Cunningham|New Jersey Nets|Kentucky State|1977|5|1|89
Mike Hanley|Buffalo Braves|Niagara|1977|5|2|90
Ron Norwood|Milwaukee Bucks|DePaul|1977|5|3|91
Bill Gordon|Atlanta Hawks|Tennessee-Chattanooga|1977|5|4|92
Cecil Rellford|Phoenix Suns|St. John's (NY)|1977|5|5|93
Jim Grady|New Orleans Jazz|Gonzaga|1977|5|6|94
Marvin Jackson|Indiana Pacers|Prairie View A&M|1977|5|7|95
Dale Haberman|Seattle SuperSonics|McKendree|1977|5|8|96
Bob Chapman|Kansas City Kings|Michigan State|1977|5|9|97
Bill Terry|New York Knicks|Monmouth|1977|5|10|98
Al Smith|Cleveland Cavaliers|Jackson State|1977|5|11|99
Bill Langloh|Boston Celtics|Virginia|1977|5|12|100
Nate Davis|Chicago Bulls|South Carolina|1977|5|13|101
Jim Kennedy|Detroit Pistons|Missouri|1977|5|14|102
Scott Sims|San Antonio Spurs|Missouri|1977|5|15|103
Ray Epps|Golden State Warriors|Norfolk State|1977|5|16|104
Bruce Parkinson|Washington Bullets|Purdue|1977|5|17|105
Ed Thompson|Houston Rockets|Idaho State|1977|5|18|106
Donn Wilber|Portland Trail Blazers|La Salle|1977|5|19|107
Teko Wynder|Philadelphia 76ers|Tulsa|1977|5|20|108
John Billups|Denver Nuggets|Mississippi|1977|5|21|109
John Robinson|Los Angeles Lakers|Michigan|1977|5|22|110
Mark Crow|New Jersey Nets|Duke|1977|6|1|111
Curvan Lewis|Buffalo Braves|Virginia Union|1977|6|2|112
Chuck Goodyear|Milwaukee Bucks|Miami (OH)|1977|6|3|113
Calvin Crews|Atlanta Hawks|Louisiana-Lafayette|1977|6|4|114
Billy McKinney|Phoenix Suns|Northwestern|1977|6|5|115
Wayne Golden|New Orleans Jazz|Tennessee-Chattanooga|1977|6|6|116
Tom Scheffler|Indiana Pacers|Purdue|1977|6|7|117
Bucky O'Brien|Seattle SuperSonics|Seattle|1977|6|8|118
Bob Cooper|Kansas City Kings|Providence|1977|6|9|119
Jerry Graycraft|New York Knicks|Milligan|1977|6|10|120
Ron Cox|Cleveland Cavaliers|Eastern Washington|1977|6|11|121
Roy Pace|Boston Celtics|Rutgers-Camden|1977|6|12|122
Jay Chessman|Chicago Bulls|Brigham Young|1977|6|13|123
Herb Nobles|Detroit Pistons|Kansas|1977|6|14|124
Bruce Buckley|San Antonio Spurs|North Carolina|1977|6|15|125
Jack Phelan|Golden State Warriors|Saint Francis (PA)|1977|6|16|126
Ernie Wansley|Washington Bullets|Virginia Tech|1977|6|17|127
Myron Jordan|Portland Trail Blazers|Pacific|1977|6|18|128
George Gibson|Philadelphia 76ers|Winston-Salem State|1977|6|19|129
Jim Town|Denver Nuggets|Massachusetts|1977|6|20|130
Grover Woolard|Los Angeles Lakers|Murray State|1977|6|21|131
Scott Conant|New Jersey Nets|Newberry|1977|7|1|132
