Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ren Watson|Golden State Warriors|Virginia Commonwealth|1979|7|9|137
Stan Ray|Milwaukee Bucks|Cal State-Fullerton|1979|7|10|138
Jene Grey|San Diego Clippers|Le Moyne|1979|7|11|139
Jeff Tropf|Portland Trail Blazers|Central Michigan|1979|7|12|140
Tim Waterman|Atlanta Hawks|St. Bonaventure|1979|7|13|141
Bobby Willis|Philadelphia 76ers|Pennsylvania|1979|7|14|142
Rich Valavicius|Houston Rockets|Auburn|1979|7|15|143
John Johnson|Denver Nuggets|Creighton|1979|7|16|144
Nick Daniels|Kansas City Kings|Xavier|1979|7|17|145
Tyrone Branyan|San Antonio Spurs|Texas|1979|7|18|146
Ollie Matson|Phoenix Suns|Pepperdine|1979|7|19|147
Keith McDonald|Utah Jazz|Utah State|1979|8|1|148
Glenn Sudhop|Boston Celtics|North Carolina State|1979|8|2|149
Rodney Lee|Detroit Pistons|Memphis|1979|8|3|150
Mark Haymore|Cleveland Cavaliers|Massachusetts|1979|8|4|151
Billy Tucker|New York Knicks|Tennessee State|1979|8|5|152
Tony Warren|Chicago Bulls|North Carolina State|1979|8|6|153
Henry Hollingsworth|New Jersey Nets|Hofstra|1979|8|7|154
Mario Butler|Golden State Warriors|Briar Cliff|1979|8|8|155
Larry Spicer|Milwaukee Bucks|Alabama-Birmingham|1979|8|9|156
Brian Magid|Indiana Pacers|George Washington|1979|8|10|157
Renaldo Lawrence|San Diego Clippers|Appalachian State|1979|8|11|158
Willie Pounds|Portland Trail Blazers|Chaminade|1979|8|12|159
John Goedeke|Atlanta Hawks|Maryland-Baltimore County|1979|8|13|160
Delbert Watson|Houston Rockets|East Tennessee State|1979|8|14|161
Matt Teahan|Denver Nuggets|Denver|1979|8|15|162
Rick Raivio|Philadelphia 76ers|Portland|1979|8|16|163
Tony Vann|Kansas City Kings|Alabama-Huntsville|1979|8|17|164
Charles Jones|Phoenix Suns|Albany State (GA)|1979|8|18|165
Jo Jo Walters|Washington Bullets|Manhattan|1979|8|19|166
Milt Huggins|Utah Jazz|Southern Illinois|1979|9|1|167
Kevin Sinnett|Boston Celtics|Navy|1979|9|2|168
Tim Joyce|Cleveland Cavaliers|Ohio|1979|9|3|169
Val Bracey|Detroit Pistons|Central Michigan|1979|9|4|170
James Jackson|Chicago Bulls|Minnesota|1979|9|5|171
Brett Wyatt|New York Knicks|New Jersey City|1979|9|6|172
Ricky Free|New Jersey Nets|Columbia|1979|9|7|173
Roger Lapham|Milwaukee Bucks|Maine|1979|9|8|174
Gene Ransom|Golden State Warriors|California|1979|9|9|175
Mike Dodd|San Diego Clippers|San Diego State|1979|9|10|176
Stan Eckwood|Portland Trail Blazers|Harding|1979|9|11|177
Cedric Oliver|Atlanta Hawks|Hamilton|1979|9|12|178
Emmett Lewis|Denver Nuggets|Colorado|1979|9|13|179
Coby Leavitt|Philadelphia 76ers|Utah|1979|9|14|180
Gary Wilson|Kansas City Kings|Southern Illinois|1979|9|15|181
Eddie McLeod|San Antonio Spurs|Nevada-Las Vegas|1979|9|16|182
Hosea Champine|Phoenix Suns|Robert Morris|1979|9|17|183
Ray Hooker|Washington Bullets|Murray State|1979|9|18|184
Paul Dawkins|Utah Jazz|Northern Illinois|1979|10|1|185
Alton Byrd|Boston Celtics|Columbia|1979|10|2|186
