Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Alex Len|Phoenix Suns|Maryland|2013|1|5|5
Nerlens Noel|New Orleans Pelicans|Kentucky|2013|1|6|6
Ben McLemore|Sacramento Kings|Kansas|2013|1|7|7
Kentavious Caldwell-Pope|Detroit Pistons|Georgia|2013|1|8|8
Trey Burke|Minnesota Timberwolves|Michigan|2013|1|9|9
CJ McCollum|Portland Trail Blazers|Lehigh|2013|1|10|10
Michael Carter-Williams|Philadelphia 76ers|Syracuse|2013|1|11|11
Steven Adams|Oklahoma City Thunder|Pittsburgh|2013|1|12|12
Kelly Olynyk|Dallas Mavericks|Gonzaga|2013|1|13|13
Shabazz Muhammad|Utah Jazz|California-Los Angeles|2013|1|14|14
Giannis Antetokounmpo|Milwaukee Bucks|Basket Zaragoza 2002 (Spain)|2013|1|15|15
Lucas Nogueira|Boston Celtics|CB Estudiantes (Spain)|2013|1|16|16
Dennis Schroder|Atlanta Hawks|Basketball Lowen Braunschweig (Germany)|2013|1|17|17
Shane Larkin|Atlanta Hawks|Miami (FL)|2013|1|18|18
Sergey Karasev|Cleveland Cavaliers|B.C. Zenit Saint Petersburg (Russia)|2013|1|19|19
Tony Snell|Chicago Bulls|New Mexico|2013|1|20|20
Gorgui Dieng|Utah Jazz|Louisville|2013|1|21|21
Mason Plumlee|Brooklyn Nets|Duke|2013|1|22|22
Solomon Hill|Indiana Pacers|Arizona|2013|1|23|23
Tim Hardaway Jr.|New York Knicks|Michigan|2013|1|24|24
Reggie Bullock Jr.|Los Angeles Clippers|North Carolina|2013|1|25|25
Andre Roberson|Minnesota Timberwolves|Colorado|2013|1|26|26
Rudy Gobert|Denver Nuggets|Cholet Basket (France)|2013|1|27|27
Livio Jean-Charles|San Antonio Spurs|ASVEL Basket (France)|2013|1|28|28
Archie Goodwin|Oklahoma City Thunder|Kentucky|2013|1|29|29
Nemanja Nedovic|Phoenix Suns|BC Lietuvos rytas (Lithuania)|2013|1|30|30
Allen Crabbe|Cleveland Cavaliers|California|2013|2|1|31
Alex Abrines|Oklahoma City Thunder|FC Barcelona Basquet (Spain)|2013|2|2|32
Carrick Felix|Cleveland Cavaliers|Arizona State|2013|2|3|33
Isaiah Canaan|Houston Rockets|Murray State|2013|2|4|34
Glen Rice|Philadelphia 76ers|Michigan|2013|2|5|35
Ray McCallum|Sacramento Kings|Detroit Mercy|2013|2|6|36
Tony Mitchell|Detroit Pistons|North Texas|2013|2|7|37
Nate Wolters|Washington Wizards|South Dakota State|2013|2|8|38
Jeff Withey|Portland Trail Blazers|Kansas|2013|2|9|39
Grant Jerrett|Portland Trail Blazers|Arizona|2013|2|10|40
Jamaal Franklin|Memphis Grizzlies|San Diego State|2013|2|11|41
Pierre Jackson|Philadelphia 76ers|Baylor|2013|2|12|42
Ricky Ledo|Milwaukee Bucks|Providence|2013|2|13|43
Mike Muscala|Dallas Mavericks|Bucknell|2013|2|14|44
Marko Todorovic|Portland Trail Blazers|FC Barcelona Basquet (Spain)|2013|2|15|45
Erick Green|Utah Jazz|Virginia Tech|2013|2|16|46
Raul Neto|Atlanta Hawks|San Sebastian Gipuzkoa BC (Spain)|2013|2|17|47
Ryan Kelly|Los Angeles Lakers|Duke|2013|2|18|48
Erik Murphy|Chicago Bulls|Florida|2013|2|19|49
James Ennis III|Atlanta Hawks|Long Beach State|2013|2|20|50
Romero Osby|Orlando Magic|Oklahoma|2013|2|21|51
Lorenzo Brown|Minnesota Timberwolves|North Carolina State|2013|2|22|52
Colton Iverson|Indiana Pacers|Colorado State|2013|2|23|53
Arsalan Kazemi|Washington Wizards|Oregon|2013|2|24|54
