Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ed Brinkley|Minneapolis Lakers|Clemson|1958|8|1|56
Bob Mantz|Cincinnati Royals|Lafayette|1958|8|2|57
Jack Quiggle|Detroit Pistons|Michigan State|1958|8|3|58
Milt Kane|New York Knicks|Utah|1958|8|4|59
Tom Brennan|Philadelphia Warriors|Villanova|1958|8|5|60
Ruel Tucker|Syracuse Nationals|Rockhurst|1958|8|6|61
Bruno Boin|St. Louis Hawks|Washington|1958|8|7|62
Joe Hobbs|Minneapolis Lakers|Florida|1958|9|1|63
Larry Staverman|Cincinnati Royals|Thomas More|1958|9|2|64
Harry Marske|Detroit Pistons|North Dakota State|1958|9|3|65
John McCarthy|New York Knicks|Notre Dame|1958|9|4|66
Nick Davis|Philadelphia Warriors|Maryland|1958|9|5|67
Tink Van Patton|St. Louis Hawks|Temple|1958|9|6|68
Shorty Patterson|Minneapolis Lakers|Gustavus Adolphus|1958|10|1|69
Jack Parr|Cincinnati Royals|Kansas State|1958|10|2|70
Pete Gaudin|Detroit Pistons|Loyola (LA)|1958|10|3|71
Larry Hedden|Philadelphia Warriors|Michigan State|1958|10|4|72
James Purcell|St. Louis Hawks|Coe|1958|10|5|73
Hal Duffy|Minneapolis Lakers|Oregon|1958|11|1|74
Frank Tartaton|Cincinnati Royals|Xavier|1958|11|2|75
Herb Merritt|Detroit Pistons|Tennessee Tech|1958|11|3|76
Don Klein|St. Louis Hawks|Rockhurst|1958|11|4|77
Gary Simmons|Minneapolis Lakers|Idaho|1958|12|1|78
Don Medsker|Cincinnati Royals|Iowa State|1958|12|2|79
Jim Dew|Detroit Pistons|Alabama State|1958|12|3|80
Joe Buckhalter|St. Louis Hawks|Tennessee State|1958|12|4|81
Jerry Alcom|Minneapolis Lakers|Fresno State|1958|13|1|82
Jerry DuPont|Cincinnati Royals|Louisville|1958|13|2|83
Jim Newcomb|Cincinnati Royals|Duke|1958|14|1|84
Adrian Smith|Cincinnati Royals|Kentucky|1958|15|1|85
Jack McCarthy|Cincinnati Royals|Dayton|1958|16|1|86
John Powell|Cincinnati Royals|Miami (FL)|1958|17|1|87
Guy Rodgers|Philadelphia Warriors|Temple|1958|0|0|0
Rod Hundley|Cincinnati Royals|West Virginia|1957|1|1|1
Charlie Tyra|Detroit Pistons|Louisville|1957|1|2|2
Jim Krebs|Minneapolis Lakers|Southern Methodist|1957|1|3|3
Win Wilfong|St. Louis Hawks|Memphis|1957|1|4|4
Brendan McCann|New York Knicks|St. Bonaventure|1957|1|5|5
Lennie Rosenbluth|Philadelphia Warriors|North Carolina|1957|1|6|6
George H. Bon Salle|Syracuse Nationals|Illinois|1957|1|7|7
Sam Jones|Boston Celtics|North Carolina Central|1957|1|8|8
Dick Duckett|Cincinnati Royals|St. John's (NY)|1957|2|1|9
Bob McCoy|Detroit Pistons|Grambling|1957|2|2|10
Harvey Schmidt|Minneapolis Lakers|Illinois|1957|2|3|11
Jim Palmer|St. Louis Hawks|Dayton|1957|2|4|12
Larry Friend|New York Knicks|California|1957|2|5|13
Jack Sullivan|Philadelphia Warriors|Mount St. Mary's|1957|2|6|14
Jim Morgan|Syracuse Nationals|Louisville|1957|2|7|15
Dick O'Neal|Boston Celtics|Texas Christian|1957|2|8|16
Jerry Paulson|Cincinnati Royals|Manhattan|1957|3|1|17
