Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ron Valentine|Denver Nuggets|Old Dominion|1980|3|5|51
Lowes Moore|New Jersey Nets|West Virginia|1980|3|6|52
Stuart House|Cleveland Cavaliers|Washington State|1980|3|7|53
Ron Perry|Boston Celtics|Holy Cross|1980|3|8|54
Wayne Abrams|Cleveland Cavaliers|Southern Illinois|1980|3|9|55
Mike Harper|Portland Trail Blazers|North Park|1980|3|10|56
David Britton|Dallas Mavericks|Texas A&M|1980|3|11|57
Kurt Rambis|New York Knicks|Santa Clara|1980|3|12|58
John Campbell|Phoenix Suns|Clemson|1980|3|13|59
Lavon Mercer|San Antonio Spurs|Georgia|1980|3|14|60
Rich Yonakor|San Antonio Spurs|North Carolina|1980|3|15|61
Tony Murphy|Kansas City Kings|Southern University|1980|3|16|62
Al Beal|Milwaukee Bucks|Oklahoma|1980|3|17|63
Jonathan Moore|Detroit Pistons|Furman|1980|3|18|64
Doug TRUE|Phoenix Suns|California|1980|3|19|65
Carl Bailey|Seattle SuperSonics|Tuskegee|1980|3|20|66
Reggie Gaines|Philadelphia 76ers|Winston-Salem State|1980|3|21|67
Ron Jones|Cleveland Cavaliers|Illinois State|1980|3|22|68
Donald Newman|Boston Celtics|Idaho|1980|3|23|69
Darwin Cook|Detroit Pistons|Portland|1980|4|1|70
Robert Scott|Golden State Warriors|Alabama|1980|4|2|71
Alan Taylor|Utah Jazz|Brigham Young|1980|4|3|72
Sammie Ellis|Denver Nuggets|Pittsburgh|1980|4|4|73
Ron Charles|Chicago Bulls|Michigan State|1980|4|5|74
Rory Sparrow|New Jersey Nets|Villanova|1980|4|6|75
Ed Odom|San Diego Clippers|Oklahoma State|1980|4|7|76
Murray Brown|Cleveland Cavaliers|Florida State|1980|4|8|77
Rich Branning|Indiana Pacers|Notre Dame|1980|4|9|78
Kelvin Henderson|Portland Trail Blazers|Saint Louis|1980|4|10|79
David Johnson|Dallas Mavericks|Weber State|1980|4|11|80
Francois Wise|Washington Bullets|Long Beach State|1980|4|12|81
Joseph Chmelich|New York Knicks|Wisconsin|1980|4|13|82
Calvin Roberts|San Antonio Spurs|Cal State-Fullerton|1980|4|14|83
Dean Hunger|Houston Rockets|Utah State|1980|4|15|84
Billy Bryant|Philadelphia 76ers|Western Kentucky|1980|4|16|85
Jeff Wolf|Milwaukee Bucks|North Carolina|1980|4|17|86
Tony Jackson|Los Angeles Lakers|Florida State|1980|4|18|87
Leroy Stampley|Phoenix Suns|Loyola-Chicago|1980|4|19|88
Gary Ray Hooker|Seattle SuperSonics|Murray State|1980|4|20|89
Harold Hubbard|Philadelphia 76ers|Savannah State|1980|4|21|90
Ron Baxter|Los Angeles Lakers|Texas|1980|4|22|91
Kevin Hamilton|Boston Celtics|Iona|1980|4|23|92
Tony Fuller|Detroit Pistons|Pepperdine|1980|5|1|93
Wally West|Utah Jazz|Boston University|1980|5|2|94
Don Carlino|Golden State Warriors|Southern California|1980|5|3|95
Mike Campbell|Chicago Bulls|Northwestern|1980|5|4|96
James Patrick|Denver Nuggets|Texas State|1980|5|5|97
Aaron Curry|New Jersey Nets|Oklahoma|1980|5|6|98
Wally Rank|San Diego Clippers|San Jose State|1980|5|7|99
Joe Galvin|Indiana Pacers|Illinois State|1980|5|8|100
