Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mitch Kupchak|Washington Bullets|North Carolina|1976|1|13|13
Larry Wright|Washington Bullets|Grambling|1976|1|14|14
Chuckie Williams|Cleveland Cavaliers|Kansas State|1976|1|15|15
Norm Cook|Boston Celtics|Kansas|1976|1|16|16
Sonny Parker|Golden State Warriors|Texas A&M|1976|1|17|17
Willie Smith|Chicago Bulls|Missouri|1976|2|1|18
Bayard Forrest|Seattle SuperSonics|Grand Canyon|1976|2|2|19
Major Jones|Portland Trail Blazers|Albany State (GA)|1976|2|3|20
Earl Tatum|Los Angeles Lakers|Marquette|1976|2|4|21
Johnny Davis|Portland Trail Blazers|Dayton|1976|2|5|22
Alex English|Milwaukee Bucks|South Carolina|1976|2|6|23
Scott Lloyd|Milwaukee Bucks|Arizona State|1976|2|7|24
Lonnie Shelton|New York Knicks|Oregon State|1976|2|8|25
Jacky Dorsey|New Orleans Jazz|Georgia|1976|2|9|26
Phil Hicks|Houston Rockets|Tulane|1976|2|10|27
Bob Carrington|Atlanta Hawks|Boston College|1976|2|11|28
Dennis Johnson|Seattle SuperSonics|Pepperdine|1976|2|12|29
Al Fleming|Phoenix Suns|Arizona|1976|2|13|30
Joe Pace|Washington Bullets|Coppin State|1976|2|14|31
Mo Howard|Cleveland Cavaliers|Maryland|1976|2|15|32
Butch Feher|Phoenix Suns|Vanderbilt|1976|2|16|33
Marshall Rogers|Golden State Warriors|Texas-Pan American|1976|2|17|34
Dallas Smith|Chicago Bulls|West Texas A&M|1976|3|1|35
Mike Dabney|Los Angeles Lakers|Rutgers|1976|3|2|36
Lars Hansen|Chicago Bulls|Washington|1976|3|3|37
Phil Sellers|Detroit Pistons|Rutgers|1976|3|4|38
Jeff Tyson|Portland Trail Blazers|Western Michigan|1976|3|5|39
Lloyd Walton|Milwaukee Bucks|Marquette|1976|3|6|40
John McGill|New York Knicks|Alcorn State|1976|3|7|41
Steve Copp|New Orleans Jazz|San Diego State|1976|3|8|42
Tom Abernethy|Los Angeles Lakers|Indiana|1976|3|9|43
Barnes Hauptfuhrer|Houston Rockets|Princeton|1976|3|10|44
Ira Terrell|Phoenix Suns|Southern Methodist|1976|3|11|45
Larry Cooke|Atlanta Hawks|Virginia Tech|1976|3|12|46
Ron Norwood|Philadelphia 76ers|DePaul|1976|3|13|47
Gary Brewster|Buffalo Braves|Texas-El Paso|1976|3|14|48
Bill Cook|Washington Bullets|Memphis|1976|3|15|49
Gary Cole|Cleveland Cavaliers|Wisconsin-Parkside|1976|3|16|50
Jerry Fort|Boston Celtics|Nebraska|1976|3|17|51
Keith Starr|Chicago Bulls|Pittsburgh|1976|4|1|52
Tom Barker|Atlanta Hawks|Hawaii|1976|4|2|53
Clarence Ramsey|Kansas City Kings|Washington|1976|4|3|54
Scott Thompson|Detroit Pistons|Iowa|1976|4|4|55
David Everett|Portland Trail Blazers|Grand Canyon|1976|4|5|56
Rick Bullock|New York Knicks|Texas Tech|1976|4|6|57
John Service|New Orleans Jazz|California-Santa Barbara|1976|4|7|58
Dan Frost|Milwaukee Bucks|Iowa|1976|4|8|59
Wayman Britt|Los Angeles Lakers|Michigan|1976|4|9|60
Hercle Ivy|Houston Rockets|Iowa State|1976|4|10|61
Paul Miller|Phoenix Suns|Oregon State|1976|4|11|62
