Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Blair Rasmussen|Denver Nuggets|Oregon|1985|1|15|15
Bill Wennington|Dallas Mavericks|St. John's (NY)|1985|1|16|16
Uwe Blab|Dallas Mavericks|Indiana|1985|1|17|17
Joe Dumars|Detroit Pistons|McNeese State|1985|1|18|18
Steve Harris|Houston Rockets|Tulsa|1985|1|19|19
Sam Vincent|Boston Celtics|Michigan State|1985|1|20|20
Terry Catledge|Philadelphia 76ers|South Alabama|1985|1|21|21
Jerry Reynolds|Milwaukee Bucks|Louisiana State|1985|1|22|22
A.C. Green|Los Angeles Lakers|Oregon State|1985|1|23|23
Terry Porter|Portland Trail Blazers|Wisconsin-Stevens Point|1985|1|24|24
Mike Smrek|Portland Trail Blazers|Canisius|1985|2|1|25
Bill Martin|Indiana Pacers|Georgetown|1985|2|2|26
Dwayne McClain|Indiana Pacers|Villanova|1985|2|3|27
Ken Johnson|Chicago Bulls|Michigan State|1985|2|4|28
Mike Brittain|San Antonio Spurs|South Carolina|1985|2|5|29
Calvin Duncan|Cleveland Cavaliers|Virginia Commonwealth|1985|2|6|30
Manute Bol|Washington Bullets|Bridgeport|1985|2|7|31
Nick Vanos|Phoenix Suns|Santa Clara|1985|2|8|32
Greg Stokes|Philadelphia 76ers|Iowa|1985|2|9|33
Aubrey Sherrod|Chicago Bulls|Wichita State|1985|2|10|34
Tyrone Corbin|San Antonio Spurs|DePaul|1985|2|11|35
Yvon Joseph|New Jersey Nets|Georgia Tech|1985|2|12|36
Carey Scurry|Utah Jazz|Long Island-Brooklyn|1985|2|13|37
Fernando Martin|New Jersey Nets|Real Madrid Baloncesto (Spain)|1985|2|14|38
George Montgomery|Portland Trail Blazers|Illinois|1985|2|15|39
Mark Acres|Dallas Mavericks|Oral Roberts|1985|2|16|40
Lorenzo Charles|Atlanta Hawks|North Carolina State|1985|2|17|41
Bobby Lee Hurt|Golden State Warriors|Alabama|1985|2|18|42
Barry Stevens|Denver Nuggets|Iowa State|1985|2|19|43
Voise Winters|Philadelphia 76ers|Bradley|1985|2|20|44
Hot Rod Williams|Cleveland Cavaliers|Tulane|1985|2|21|45
Adrian Branch|Chicago Bulls|Maryland|1985|2|22|46
Gerald Wilkins|New York Knicks|Tennessee-Chattanooga|1985|2|23|47
Kenny Patterson|Indiana Pacers|DePaul|1985|3|1|48
Brad Wright|Golden State Warriors|California-Los Angeles|1985|3|2|49
Leonard Allen|Dallas Mavericks|San Diego State|1985|3|3|50
Charles Bradley|Sacramento Kings|South Florida|1985|3|4|51
Anicet Lavodrama|Los Angeles Clippers|Houston Baptist|1985|3|5|52
Rolando Lamb|Seattle SuperSonics|Virginia Commonwealth|1985|3|6|53
Sam Mitchell|Houston Rockets|Mercer|1985|3|7|54
Herb Johnson|Cleveland Cavaliers|Tulsa|1985|3|8|55
Jerry Everett|Phoenix Suns|Lamar|1985|3|9|56
Michael Payne|Houston Rockets|Iowa|1985|3|10|57
Vernon Moore|Washington Bullets|Creighton|1985|3|11|58
Sedric Toney|Atlanta Hawks|Dayton|1985|3|12|59
Andre Goode|Detroit Pistons|Northwestern|1985|3|13|60
Perry Young|Portland Trail Blazers|Virginia Tech|1985|3|14|61
Nigel Miguel|New Jersey Nets|California-Los Angeles|1985|3|15|62
Harold Keeling|Dallas Mavericks|Santa Clara|1985|3|16|63
Richie Johnson|Detroit Pistons|Evansville|1985|3|17|64
