Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Willie Parr|Seattle SuperSonics|LeMoyne-Owen|1976|4|12|63
Freeman Blade|Philadelphia 76ers|Montana State|1976|4|13|64
Marion Hillard|Washington Bullets|Memphis|1976|4|14|65
John Engles|Cleveland Cavaliers|Pennsylvania|1976|4|15|66
Lewis Linder|Boston Celtics|Kentucky State|1976|4|16|67
Jeff Fosnes|Golden State Warriors|Vanderbilt|1976|4|17|68
Nate Williams|Chicago Bulls|Illinois|1976|5|1|69
Ron Davis|Atlanta Hawks|Washington State|1976|5|2|70
Willie Hodge|Kansas City Kings|Duke|1976|5|3|71
Jim Hearns|Detroit Pistons|Marymount (VA)|1976|5|4|72
Gary Reddings|Portland Trail Blazers|Auburn|1976|5|5|73
Paul Griffin|New Orleans Jazz|Western Michigan|1976|5|6|74
Tom Lockhart|Milwaukee Bucks|Manhattan|1976|5|7|75
Beaver Smith|New York Knicks|St. John's (NY)|1976|5|8|76
James Rappis|Milwaukee Bucks|Arizona|1976|5|9|77
Dave Marrs|Houston Rockets|Houston|1976|5|10|78
Ralph Walker|Phoenix Suns|St. Mary's (CA)|1976|5|11|79
Robert Gray|Seattle SuperSonics|Wichita State|1976|5|12|80
Jeff Browne|Philadelphia 76ers|Missouri Western State|1976|5|13|81
Connie White|Atlanta Hawks|California|1976|5|14|82
L.C. Mason|Washington Bullets|Alabama State|1976|5|15|83
Ed Lawrence|Cleveland Cavaliers|McNeese State|1976|5|16|84
Louis McKinney|Boston Celtics|Saint Louis|1976|5|17|85
Carl Bird|Golden State Warriors|California|1976|5|18|86
Tom Paulin|Chicago Bulls|Winston-Salem State|1976|6|1|87
Pete Padgett|Atlanta Hawks|Nevada-Reno|1976|6|2|88
Andre McCarter|Kansas City Kings|California-Los Angeles|1976|6|3|89
Russell Davis|Detroit Pistons|Virginia Tech|1976|6|4|90
Duane Barnett|Golden State Warriors|Stanford|1976|6|5|91
Phil Spence|Milwaukee Bucks|North Carolina State|1976|6|6|92
Joe Jones|New York Knicks|Grambling|1976|6|7|93
Barnard Tomlin|New Orleans Jazz|Hofstra|1976|6|8|94
Ed Schweitzer|Los Angeles Lakers|Stanford|1976|6|9|95
Robert Paige|Houston Rockets|Houston Baptist|1976|6|10|96
Carl Brown|Phoenix Suns|Eastern Kentucky|1976|6|11|97
Darrell Peterson|Seattle SuperSonics|Wake Forest|1976|6|12|98
Mike Dunleavy|Philadelphia 76ers|South Carolina|1976|6|13|99
Danny Odums|Buffalo Braves|Fairfield|1976|6|14|100
Pat Tallent|Washington Bullets|George Washington|1976|6|15|101
Harry Davis|Cleveland Cavaliers|Morris Brown|1976|6|16|102
Art Collins|Boston Celtics|St. Thomas (FL)|1976|6|17|103
Gene Cunningham|Golden State Warriors|Norfolk State|1976|6|18|104
Barry McLeod|Chicago Bulls|Centenary (LA)|1976|7|1|105
Carl Gerlach|Atlanta Hawks|Kansas State|1976|7|2|106
Craig Prosser|Kansas City Kings|Canisius|1976|7|3|107
Curt Peterson|Detroit Pistons|Puget Sound|1976|7|4|108
Al DeWitt|Portland Trail Blazers|Weber State|1976|7|5|109
Boyd Batts|New York Knicks|Nevada-Las Vegas|1976|7|6|110
Andy Walker|New Orleans Jazz|Niagara|1976|7|7|111
Ron Barrow|Milwaukee Bucks|Southern University|1976|7|8|112
