Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dontonio Wingfield|Seattle SuperSonics|Cincinnati|1994|2|10|37
Darrin Hancock|Charlotte Hornets|Kansas|1994|2|11|38
Anthony Miller|Golden State Warriors|Michigan State|1994|2|12|39
Jeff Webster|Miami Heat|Oklahoma|1994|2|13|40
William Njoku|Indiana Pacers|Saint Mary's (CAN)|1994|2|14|41
Gary Collier|Cleveland Cavaliers|Tulsa|1994|2|15|42
Shawnelle Scott|Portland Trail Blazers|St. John's (NY)|1994|2|16|43
Damon Bailey|Indiana Pacers|Indiana|1994|2|17|44
Dwayne Morton|Golden State Warriors|Louisville|1994|2|18|45
Voshon Lenard|Milwaukee Bucks|Minnesota|1994|2|19|46
Jamie Watson|Utah Jazz|South Carolina|1994|2|20|47
Jevon Crudup|Detroit Pistons|Missouri|1994|2|21|48
Kris Bruton|Chicago Bulls|Benedict|1994|2|22|49
Charles Claxton|Phoenix Suns|Georgia|1994|2|23|50
Lawrence Funderburke|Sacramento Kings|Ohio State|1994|2|24|51
Anthony Goldwire|Phoenix Suns|Houston|1994|2|25|52
Albert Burditt|Houston Rockets|Texas|1994|2|26|53
Zeljko Rebraca|Seattle SuperSonics|KK Partizan (Serbia)|1994|2|27|54
Chris Webber|Orlando Magic|Michigan|1993|1|1|1
Shawn Bradley|Philadelphia 76ers|Brigham Young|1993|1|2|2
Anfernee Hardaway|Golden State Warriors|Memphis|1993|1|3|3
Jamal Mashburn|Dallas Mavericks|Kentucky|1993|1|4|4
Isaiah Rider|Minnesota Timberwolves|Nevada-Las Vegas|1993|1|5|5
Calbert Cheaney|Washington Bullets|Indiana|1993|1|6|6
Bobby Hurley|Sacramento Kings|Duke|1993|1|7|7
Vin Baker|Milwaukee Bucks|Hartford|1993|1|8|8
Rodney Rogers|Denver Nuggets|Wake Forest|1993|1|9|9
Lindsey Hunter|Detroit Pistons|Jackson State|1993|1|10|10
Allan Houston|Detroit Pistons|Tennessee|1993|1|11|11
George Lynch|Los Angeles Lakers|North Carolina|1993|1|12|12
Terry Dehere|Los Angeles Clippers|Seton Hall|1993|1|13|13
Scott Haskin|Indiana Pacers|Oregon State|1993|1|14|14
Doug Edwards|Atlanta Hawks|Florida State|1993|1|15|15
Rex Walters|New Jersey Nets|Kansas|1993|1|16|16
Greg Graham|Charlotte Hornets|Indiana|1993|1|17|17
Luther Wright|Utah Jazz|Seton Hall|1993|1|18|18
Acie Earl|Boston Celtics|Iowa|1993|1|19|19
Scott Burrell|Charlotte Hornets|Connecticut|1993|1|20|20
James Robinson|Portland Trail Blazers|Alabama|1993|1|21|21
Chris Mills|Cleveland Cavaliers|Arizona|1993|1|22|22
Ervin Johnson|Seattle SuperSonics|New Orleans|1993|1|23|23
Sam Cassell|Houston Rockets|Florida State|1993|1|24|24
Corie Blount|Chicago Bulls|Cincinnati|1993|1|25|25
Geert Hammink|Orlando Magic|Louisiana State|1993|1|26|26
Malcolm Mackey|Phoenix Suns|Georgia Tech|1993|1|27|27
Lucious Harris|Dallas Mavericks|Long Beach State|1993|2|1|28
Sherron Mills|Minnesota Timberwolves|Virginia Commonwealth|1993|2|2|29
Gheorghe Muresan|Washington Bullets|Elan Bearnais Pau-Orthez (France)|1993|2|3|30
Evers Burns|Sacramento Kings|Maryland|1993|2|4|31
Alphonso Ford|Philadelphia 76ers|Mississippi Valley State|1993|2|5|32
