Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Stan Washington|Washington Bullets|San Diego|1974|4|12|66
Ron de Vries|Los Angeles Lakers|Illinois State|1974|4|13|67
Roy Ebron|New York Knicks|Louisiana-Lafayette|1974|4|14|68
Mickey Martin|Detroit Pistons|Pittsburgh|1974|4|15|69
Jim Forbes|Chicago Bulls|Texas-El Paso|1974|4|16|70
Lerman Battle|Boston Celtics|Fairmont State|1974|4|17|71
Lionel Billingy|Milwaukee Bucks|Duquesne|1974|4|18|72
Gary Crowthers|Philadelphia 76ers|Hardin-Simmons|1974|5|1|73
Bernard Hardin|Portland Trail Blazers|New Mexico|1974|5|2|74
Gary Novak|Cleveland Cavaliers|Notre Dame|1974|5|3|75
Ralph Bobik|Phoenix Suns|Creighton|1974|5|4|76
Owen Wells|Houston Rockets|Detroit Mercy|1974|5|5|77
Terry Compton|Kansas City-Omaha Kings|Vanderbilt|1974|5|6|78
Tyrone Medley|Atlanta Hawks|Utah|1974|5|7|79
Dean Tolson|Seattle SuperSonics|Arkansas|1974|5|8|80
Tony Byers|Buffalo Braves|Wake Forest|1974|5|9|81
Ed Searcy|New Orleans Jazz|St. John's (NY)|1974|5|10|82
Steve Erickson|Golden State Warriors|Oregon|1974|5|11|83
Seymour Reed|Los Angeles Lakers|Bradley|1974|5|12|84
Gary Anderson|Washington Bullets|Washington|1974|5|13|85
Greg Jackson|New York Knicks|Guilford|1974|5|14|86
Joe Newman|Detroit Pistons|Temple|1974|5|15|87
Randy Knowles|Chicago Bulls|Texas A&M|1974|5|16|88
Ben Clyde|Boston Celtics|Florida State|1974|5|17|89
John Johnson|Milwaukee Bucks|Denver|1974|5|18|90
Mark Westra|Philadelphia 76ers|Southern California|1974|6|1|91
Daniel Anderson|Portland Trail Blazers|Southern California|1974|6|2|92
Aron Stewart|Cleveland Cavaliers|Richmond|1974|6|3|93
Collis Temple|Phoenix Suns|Louisiana State|1974|6|4|94
Lawrence Johnson|Houston Rockets|Prairie View A&M|1974|6|5|95
Ron Kennedy|Kansas City-Omaha Kings|Arizona|1974|6|6|96
Sam Hervey|Atlanta Hawks|Southern Methodist|1974|6|7|97
Wardell Jackson|Seattle SuperSonics|Ohio State|1974|6|8|98
Gary Link|Buffalo Braves|Missouri|1974|6|9|99
Lawrence McCray|New Orleans Jazz|Florida State|1974|6|10|100
John Errecart|Golden State Warriors|Pacific|1974|6|11|101
Roy McPipe|Washington Bullets|Montana State|1974|6|12|102
Billy Morris|Los Angeles Lakers|Saint Louis|1974|6|13|103
Terry Mikan|New York Knicks|St. Thomas (FL)|1974|6|14|104
Mike Sylvester|Detroit Pistons|Dayton|1974|6|15|105
Robert Rosier|Chicago Bulls|St. Thomas (FL)|1974|6|16|106
Gene Harmon|Boston Celtics|Creighton|1974|6|17|107
Larry Williams|Milwaukee Bucks|Kansas State|1974|6|18|108
Dave Stoczynski|Philadelphia 76ers|Gannon|1974|7|1|109
Doug Richards|Portland Trail Blazers|Brigham Young|1974|7|2|110
Mike Robinson|Cleveland Cavaliers|Michigan State|1974|7|3|111
Clyde Dickey|Phoenix Suns|Boise State|1974|7|4|112
Kevin Fitzgerald|Houston Rockets|Oklahoma|1974|7|5|113
Mark Browne|Kansas City-Omaha Kings|Missouri|1974|7|6|114
Greg Lee|Atlanta Hawks|California-Los Angeles|1974|7|7|115
