Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ken Perry|Washington Bullets|Southern Illinois|1985|3|18|65
Michael Adams|Sacramento Kings|Boston College|1985|3|19|66
Steve Black|Philadelphia 76ers|La Salle|1985|3|20|67
Eugene McDowell|Milwaukee Bucks|Florida|1985|3|21|68
Mike Brown|Chicago Bulls|George Washington|1985|3|22|69
Andre Battle|Boston Celtics|Loyola-Chicago|1985|3|23|70
Luster Goodwin|Golden State Warriors|Texas-El Paso|1985|4|1|71
Vince Hamilton|Indiana Pacers|Clemson|1985|4|2|72
Fred Cofield|New York Knicks|Eastern Michigan|1985|4|3|73
Jim Deines|Los Angeles Clippers|Arizona State|1985|4|4|74
Alex Stivrins|Seattle SuperSonics|Colorado|1985|4|5|75
Willie Simmons|Sacramento Kings|Louisiana Tech|1985|4|6|76
Arvydas Sabonis|Atlanta Hawks|BC Zalgiris (Lithuania)|1985|4|7|77
Granger Hall|Phoenix Suns|Temple|1985|4|8|78
Mark Davis|Cleveland Cavaliers|Old Dominion|1985|4|9|79
Craig Beard|Chicago Bulls|Samford|1985|4|10|80
Richie Adams|Washington Bullets|Nevada-Las Vegas|1985|4|11|81
Scott Roth|San Antonio Spurs|Wisconsin|1985|4|12|82
Delaney Rudd|Utah Jazz|Wake Forest|1985|4|13|83
John Battle|Atlanta Hawks|Rutgers|1985|4|14|84
Joe Atkinson|Portland Trail Blazers|Oklahoma State|1985|4|15|85
Bubba Jennings|Dallas Mavericks|Texas Tech|1985|4|16|86
Spud Webb|Detroit Pistons|North Carolina State|1985|4|17|87
Mike Brooks|Houston Rockets|Tennessee|1985|4|18|88
Pete Williams|Denver Nuggets|Arizona|1985|4|19|89
Derrick Gervin|Philadelphia 76ers|Texas-San Antonio|1985|4|20|90
Cozell McQueen|Milwaukee Bucks|North Carolina State|1985|4|21|91
Dexter Shouse|Los Angeles Lakers|South Alabama|1985|4|22|92
Cliff Weber|Boston Celtics|Liberty|1985|4|23|93
Kelvin Johnson|Indiana Pacers|Richmond|1985|5|1|94
Greg Cavener|Golden State Warriors|Missouri|1985|5|2|95
Mike Schlegel|New York Knicks|Virginia Commonwealth|1985|5|3|96
Lou Stefanovic|Seattle SuperSonics|Illinois State|1985|5|4|97
Bob Lojewski|Sacramento Kings|Saint Joseph's|1985|5|5|98
Wayne Carlander|Los Angeles Clippers|Southern California|1985|5|6|99
Larry Hampton|Atlanta Hawks|Hampton|1985|5|7|100
Gunther Behnke|Cleveland Cavaliers|Bayer Giants Leverkusen (Germany)|1985|5|8|101
Shawn Campbell|Phoenix Suns|Weber State|1985|5|9|102
Reid Gettys|Chicago Bulls|Houston|1985|5|10|103
Dean Shaffer|Washington Bullets|Florida State|1985|5|11|104
Ray Hall|Utah Jazz|Canisius|1985|5|12|105
Clayton Olivier|San Antonio Spurs|Southern California|1985|5|13|106
James Anderson|Portland Trail Blazers|Union (KY)|1985|5|14|107
Kelly Blaine|New Jersey Nets|South Alabama|1985|5|15|108
Tommy Davis|Dallas Mavericks|Minnesota|1985|5|16|109
Mike Lahm|Detroit Pistons|Murray State|1985|5|17|110
Ivan Daniels|Indiana Pacers|Illinois-Chicago|1985|5|18|111
Kenny Brown|Denver Nuggets|Texas A&M|1985|5|19|112
Carl Wright|Philadelphia 76ers|Southern Methodist|1985|5|20|113
Ray Knight|Milwaukee Bucks|Providence|1985|5|21|114
