Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Billy Allen|Dallas Mavericks|Nevada-Reno|1983|6|9|125
Donald Carroll|Washington Bullets|Saint Augustine's|1983|6|10|126
Tom Bethea|Atlanta Hawks|Richmond|1983|6|11|127
Tony Simms|New York Knicks|Boston University|1983|6|12|128
Glenn Green|Denver Nuggets|Murray State|1983|6|13|129
Alvis Rogers|Kansas City Kings|Wake Forest|1983|6|14|130
Derrick Pope|Portland Trail Blazers|Montana|1983|6|15|131
Tony Wilson|Seattle SuperSonics|Western Kentucky|1983|6|16|132
Oscar Taylor|New Jersey Nets|New Orleans|1983|6|17|133
Charles Hurt|Milwaukee Bucks|Kentucky|1983|6|18|134
Edward Bona|Phoenix Suns|Fordham|1983|6|19|135
Ricky Hooker|San Antonio Spurs|St. Mary's (TX)|1983|6|20|136
Paul Atkins|Boston Celtics|Houston Baptist|1983|6|21|137
Mark Steele|Los Angeles Lakers|Colorado State|1983|6|22|138
Sedale Threatt|Philadelphia 76ers|West Virginia Tech|1983|6|23|139
Brian Kellerman|Houston Rockets|Idaho|1983|7|1|140
Tony Brown|Indiana Pacers|Indiana|1983|7|2|141
John Columbo|Cleveland Cavaliers|John Carroll|1983|7|3|142
Dan Evans|San Diego Clippers|Oregon State|1983|7|4|143
Jacque Hill|Chicago Bulls|Southern California|1983|7|5|144
Peter Williams|Golden State Warriors|Utah|1983|7|6|145
Joe Kazanowski|Utah Jazz|Victoria (CAN)|1983|7|7|146
Rob Gonzalez|Detroit Pistons|Colorado|1983|7|8|147
Terrell Schlundt|Dallas Mavericks|Marquette|1983|7|9|148
Danny Womack|Washington Bullets|Winston-Salem State|1983|7|10|149
Lex Drum|Atlanta Hawks|Alabama-Birmingham|1983|7|11|150
Desi Barimore|New York Knicks|Fresno State|1983|7|12|151
Dane Suttle|Kansas City Kings|Pepperdine|1983|7|13|152
Maurice McDaniel|Denver Nuggets|Catawba|1983|7|14|153
Paul Little|Portland Trail Blazers|Pennsylvania|1983|7|15|154
Tony Gattis|Seattle SuperSonics|Mercer|1983|7|16|155
Keith Bennett|New Jersey Nets|Sacred Heart|1983|7|17|156
Anthony Hicks|Milwaukee Bucks|Xavier|1983|7|18|157
Keith Williams|San Antonio Spurs|Oklahoma Panhandle|1983|7|19|158
Fred Brown|Phoenix Suns|Virginia Commonwealth|1983|7|20|159
Ron Jackson|Boston Celtics|Providence|1983|7|21|160
Ricky Mixon|Los Angeles Lakers|Cal State-Fullerton|1983|7|22|161
Tony Bruin|Philadelphia 76ers|Syracuse|1983|7|23|162
Jeff Bolding|Houston Rockets|Arkansas State|1983|8|1|163
Ray McCallum|Indiana Pacers|Ball State|1983|8|2|164
Larry Tucker|Cleveland Cavaliers|Lewis|1983|8|3|165
Mark Gannon|San Diego Clippers|Iowa|1983|8|4|166
Terry Bradley|Chicago Bulls|Chicago State|1983|8|5|167
Michael McCombs|Utah Jazz|Santa Fe|1983|8|6|168
Doug Harris|Golden State Warriors|Central Washington|1983|8|7|169
George Wenzel|Detroit Pistons|Augustana (IL)|1983|8|8|170
Bill Sadler|Dallas Mavericks|Pepperdine|1983|8|9|171
Bernard Perry|Washington Bullets|Howard|1983|8|10|172
George Thomas|Atlanta Hawks|Georgia Tech|1983|8|11|173
Mike Lang|New York Knicks|Penn State|1983|8|12|174
