Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bill Cain|Portland Trail Blazers|Iowa State|1970|3|8|42
Chip Case|Buffalo Braves|Virginia|1970|3|9|43
Greg McDivitt|Phoenix Suns|Ohio|1970|3|10|44
Lou Herndon|Chicago Bulls|Jackson State|1970|3|11|45
Dennis Awtrey|Philadelphia 76ers|Santa Clara|1970|3|12|46
Jim Hayes|Detroit Pistons|Boston University|1970|3|13|47
Vann Williford|Phoenix Suns|North Carolina State|1970|3|14|48
Seaburn Hill|Baltimore Bullets|Arizona State|1970|3|15|49
Marv Winkler|Milwaukee Bucks|Louisiana-Lafayette|1970|3|16|50
Al Williams|New York Knicks|Drake|1970|3|17|51
Jody Finney|San Diego Rockets|Ohio State|1970|4|1|52
Ralph Ogden|San Francisco Warriors|Santa Clara|1970|4|2|53
Bill Stricker|Baltimore Bullets|Pacific|1970|4|3|54
Jon McKinney|Boston Celtics|Norfolk State|1970|4|4|55
Wade Fuller|Cincinnati Royals|Loyola-Chicago|1970|4|5|56
John Davis|Chicago Bulls|Alabama State|1970|4|6|57
Erwin Polnick|Buffalo Braves|Stephen F. Austin|1970|4|7|58
Jim Penix|Portland Trail Blazers|Bowling Green|1970|4|8|59
Glen Vidnovic|Cleveland Cavaliers|Iowa|1970|4|9|60
Bob Lienhard|Phoenix Suns|Georgia|1970|4|10|61
Jim Wilson|Chicago Bulls|Cheyney|1970|4|11|62
Dan Crenshaw|Philadelphia 76ers|Alabama State|1970|4|12|63
Larry Mikan|Los Angeles Lakers|Minnesota|1970|4|13|64
Fred Davis|Atlanta Hawks|Howard Payne|1970|4|14|65
Billy Jones|Baltimore Bullets|Louisiana College|1970|4|15|66
Virgle Fredricks|Milwaukee Bucks|Drury|1970|4|16|67
John Marren|New York Knicks|Manhattan|1970|4|17|68
James Gilbert|San Diego Rockets|Adams State|1970|5|1|69
Levi Fontaine|San Francisco Warriors|Maryland|1970|5|2|70
Bill Jankans|Detroit Pistons|Long Beach State|1970|5|3|71
Tom Carter|Boston Celtics|Paul Quinn|1970|5|4|72
Uluss Thompson|Cincinnati Royals|Wiley|1970|5|5|73
Boyd Lynch|Seattle SuperSonics|Eastern Kentucky|1970|5|6|74
Wayne Sokolowski|Cleveland Cavaliers|Ashland|1970|5|7|75
Ron Knight|Portland Trail Blazers|Cal State-Los Angeles|1970|5|8|76
Robert Moore|Buffalo Braves|Central State (OH)|1970|5|9|77
John Canine|Phoenix Suns|Ohio|1970|5|10|78
George Johnson|Chicago Bulls|Dillard|1970|5|11|79
Perry Wallace|Philadelphia 76ers|Vanderbilt|1970|5|12|80
John Fultz|Los Angeles Lakers|Rhode Island|1970|5|13|81
Bob Riley|Atlanta Hawks|Mount St. Mary's|1970|5|14|82
Gary Zeller|Baltimore Bullets|Drake|1970|5|15|83
Mike Grosso|Milwaukee Bucks|Louisville|1970|5|16|84
Jim Oxley|New York Knicks|Army|1970|5|17|85
Mike Kretzer|San Diego Rockets|East Tennessee State|1970|6|1|86
Vic Bartolome|San Francisco Warriors|Oregon State|1970|6|2|87
Seviro Brown|Detroit Pistons|DePaul|1970|6|3|88
Rod McIntyre|Boston Celtics|Jacksonville|1970|6|4|89
Charles Bishop|Cincinnati Royals|Louisiana Tech|1970|6|5|90
Samuel Robinson|Seattle SuperSonics|Long Beach State|1970|6|6|91
