Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
George Turner|Dallas Mavericks|California-Irvine|1984|7|14|153
Bob Evans|Utah Jazz|Southern Utah|1984|7|15|154
Sean Kerins|New Jersey Nets|Syracuse|1984|7|16|155
Ken Bannister|New York Knicks|Saint Augustine's|1984|7|17|156
Victor Anger|Portland Trail Blazers|Pepperdine|1984|7|18|157
Barry Francisco|Detroit Pistons|Bloomsburg|1984|7|19|158
Tony William|Milwaukee Bucks|Florida State|1984|7|20|159
Rich Congo|Philadelphia 76ers|Drexel|1984|7|21|160
Richard Haenisch|Los Angeles Lakers|Chaminade|1984|7|22|161
Mark Van Valkenburg|Boston Celtics|Framingham State|1984|7|23|162
Tom Heitz|Indiana Pacers|Kentucky|1984|8|1|163
Brett Crawford|Chicago Bulls|United States International|1984|8|2|164
Elliot Beard|Cleveland Cavaliers|Oberlin|1984|8|3|165
Greg Wolff|Houston Rockets|Angelo State|1984|8|4|166
Jim McLoughlin|Los Angeles Clippers|Temple|1984|8|5|167
Darryl Odom|Washington Bullets|West Virginia Wesleyan|1984|8|6|168
Paul Brozovich|Golden State Warriors|Nevada-Las Vegas|1984|8|7|169
Dan Tarkanian|San Antonio Spurs|Nevada-Las Vegas|1984|8|8|170
Bill Wendlandt|Denver Nuggets|Texas|1984|8|9|171
Nate Rollins|Kansas City Kings|Fort Hays State|1984|8|10|172
Robert Brown|Atlanta Hawks|Long Island-Brooklyn|1984|8|11|173
Mark Fothergill|Phoenix Suns|Maryland|1984|8|12|174
Jerry McMillan|Seattle SuperSonics|DePaul|1984|8|13|175
Leroy Sutton|Dallas Mavericks|Arkansas|1984|8|14|176
Chris Winans|New Jersey Nets|Utah|1984|8|15|177
Eric Booker|Utah Jazz|Nevada-Las Vegas|1984|8|16|178
Ricky Tunstall|New York Knicks|Youngstown State|1984|8|17|179
Steve Flint|Portland Trail Blazers|California-San Diego|1984|8|18|180
Dale Roberts|Detroit Pistons|Appalachian State|1984|8|19|181
Brad Jergenson|Milwaukee Bucks|South Carolina|1984|8|20|182
Frank Dobbs|Philadelphia 76ers|Villanova|1984|8|21|183
Champ Godboldt|Boston Celtics|Holy Cross|1984|8|22|184
Brian Martin|Indiana Pacers|Kansas|1984|9|1|185
Calvin Pierce|Chicago Bulls|Oklahoma|1984|9|2|186
John Shimko|Cleveland Cavaliers|Xavier|1984|9|3|187
Bill Coon|Houston Rockets|Presbyterian|1984|9|4|188
Dave Schultz|Los Angeles Clippers|Westmont|1984|9|5|189
Mike Emanuel|Washington Bullets|North Carolina Pembroke|1984|9|6|190
Melvin Roseboro|San Antonio Spurs|St. Mary's (TX)|1984|9|7|191
Mitch Arnold|Golden State Warriors|Fresno State|1984|9|8|192
Greg Turner|Kansas City Kings|Auburn|1984|9|9|193
Cecil Exum|Denver Nuggets|North Carolina|1984|9|10|194
Fred Brown|Atlanta Hawks|Georgetown|1984|9|11|195
Buddy Cox|Phoenix Suns|Bellarmine|1984|9|12|196
Mike Williams|Seattle SuperSonics|Idaho State|1984|9|13|197
John Tudor|Dallas Mavericks|Louisiana State|1984|9|14|198
Kelly Knight|Utah Jazz|Kansas|1984|9|15|199
Billy Ryan|New Jersey Nets|Princeton|1984|9|16|200
Marc Marotta|New York Knicks|Marquette|1984|9|17|201
Dennis Black|Portland Trail Blazers|Portland|1984|9|18|202
