Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mike Jackson|Buffalo Braves|Tennessee|1977|7|2|133
Ron Bostic|Milwaukee Bucks|Detroit Mercy|1977|7|3|134
James Holliman|Atlanta Hawks|Arizona State|1977|7|4|135
Alvin Scott|Phoenix Suns|Oral Roberts|1977|7|5|136
Lusia Harris|New Orleans Jazz|Delta State|1977|7|6|137
Billy Reynolds|Seattle SuperSonics|Northwestern State|1977|7|7|138
Bruce Jenner|Kansas City Kings|Graceland (IA)|1977|7|8|139
Tom Weadock|New York Knicks|St. John's (NY)|1977|7|9|140
Bob Riddle|Cleveland Cavaliers|Eastern Michigan|1977|7|10|141
Dave Kyle|Boston Celtics|Cleveland State|1977|7|11|142
Mike Smith|Chicago Bulls|Evansville|1977|7|12|143
Robert Lewis|Detroit Pistons|Johnson C. Smith|1977|7|13|144
Richard Robinson|San Antonio Spurs|New Mexico State|1977|7|14|145
Jerry Thurston|Golden State Warriors|Mercer|1977|7|15|146
Calvin Brown|Washington Bullets|American|1977|7|16|147
Don Smith|Portland Trail Blazers|Oregon State|1977|7|17|148
Dennin Forest|Philadelphia 76ers|Nebraska-Omaha|1977|7|18|149
Willie High|Denver Nuggets|Alabama State|1977|7|19|150
Lars Hansen|Los Angeles Lakers|Washington|1977|7|20|151
Ralph Drollinger|New Jersey Nets|California-Los Angeles|1977|8|1|152
Emery Sammons|Buffalo Braves|Philadelphia University|1977|8|2|153
Larry Pikes|Milwaukee Bucks|Milwaukee|1977|8|3|154
Vern Thompson|Atlanta Hawks|Brigham Young|1977|8|4|155
Alvin Joseph|Phoenix Suns|California-Riverside|1977|8|5|156
Dave Speicher|New Orleans Jazz|Toledo|1977|8|6|157
Jeff Frey|Seattle SuperSonics|Evansville|1977|8|8|158
Ken Slappy|New York Knicks|St. Peter's|1977|8|10|159
Tom Cutter|Cleveland Cavaliers|Western Michigan|1977|8|11|160
Tom Harris|Boston Celtics|Bowling Green|1977|8|12|161
Rich Rhodes|Chicago Bulls|Eastern Illinois|1977|8|13|162
Tim Appleton|Detroit Pistons|Kenyon|1977|8|14|163
Jerome Gladney|San Antonio Spurs|Arizona|1977|8|15|164
Eric Marsh|Golden State Warriors|Manhattan|1977|8|16|165
Pat McKinley|Washington Bullets|Towson|1977|8|17|166
Harold Rhodes|Portland Trail Blazers|Washington|1977|8|19|167
John Olive|Philadelphia 76ers|Villanova|1977|8|20|168
Len Saunders|Denver Nuggets|Florida|1977|8|21|169
Art Allen|Los Angeles Lakers|Pepperdine|1977|8|22|170
John Lucas|Houston Rockets|Maryland|1976|1|1|1
Scott May|Chicago Bulls|Indiana|1976|1|2|2
Richard Washington|Kansas City Kings|California-Los Angeles|1976|1|3|3
Leon Douglas|Detroit Pistons|Alabama|1976|1|4|4
Wally Walker|Portland Trail Blazers|Virginia|1976|1|5|5
Adrian Dantley|Buffalo Braves|Notre Dame|1976|1|6|6
Quinn Buckner|Milwaukee Bucks|Indiana|1976|1|7|7
Robert Parish|Golden State Warriors|Centenary (LA)|1976|1|8|8
Armond Hill|Atlanta Hawks|Princeton|1976|1|9|9
Ron Lee|Phoenix Suns|Oregon|1976|1|10|10
Bob Wilkerson|Seattle SuperSonics|Indiana|1976|1|11|11
Terry Furlow|Philadelphia 76ers|Michigan State|1976|1|12|12
