Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
John Stanisch|New York Knicks|California-Los Angeles|1948|0|0|0
Keith Grimes|New York Knicks|East Central|1948|0|0|0
Leland Byrd|New York Knicks|West Virginia|1948|0|0|0
Fred Weber|Chicago Stags|Siena|1948|0|0|0
Joe Shafer|Chicago Stags|Wheaton (IL)|1948|0|0|0
Don Reagan|Chicago Stags|Murray State|1948|0|0|0
Ed Mills|Chicago Stags|Wisconsin|1948|0|0|0
Johnny Bach|Boston Celtics|Fordham|1948|0|0|0
Mickey Marty|Chicago Stags|Loras|1948|0|0|0
Ray Wehde|Boston Celtics|Iowa State|1948|0|0|0
Joe Holland|Baltimore Bullets|Kentucky|1948|0|0|0
Guinn Phillips|Boston Celtics|Texas Wesleyan|1948|0|0|0
Jack Hauser|Boston Celtics|Denver|1948|0|0|0
Ray Lumpp|Indianapolis Jets|New York University|1948|0|0|0
Neil Dooley|Boston Celtics|Colgate|1948|0|0|0
Andy Kostecka|Indianapolis Jets|Georgetown|1948|0|0|0
Dan Kraus|Baltimore Bullets|Georgetown|1948|0|0|0
Herb Krautblatt|Baltimore Bullets|Rider|1948|0|0|0
Bob Curran|Boston Celtics|Holy Cross|1948|0|0|0
Norman Carey|Boston Celtics|Oregon State|1948|0|0|0
Ed Peterson|New York Knicks|Cornell|1948|0|0|0
Leo Kubiak|Rochester Royals|Bowling Green|1948|0|0|0
D.C. Wilcutt|St. Louis Bombers|Saint Louis|1948|0|0|0
Murray Wier|Ft. Wayne Zollner Pistons|Iowa|1948|0|0|0
Dick Wehr|Indianapolis Jets|Rice|1948|0|0|0
Brady Walker|Providence Steamrollers|Brigham Young|1948|0|0|0
Johnny Orr|Minneapolis Lakers|Beloit|1948|0|0|0
Jack Parkinson|Washington Capitols|Kentucky|1948|0|0|0
Estes Parham|St. Louis Bombers|Texas Wesleyan|1948|0|0|0
Johnny Macknowski|Rochester Royals|Seton Hall|1948|0|0|0
Fred Bartell|Washington Capitols|Oregon|1948|0|0|0
Marshall Hawkins|Boston Celtics|Tennessee|1948|0|0|0
Bobby Cook|Ft. Wayne Zollner Pistons|Wisconsin|1948|0|0|0
Jack Coleman|Providence Steamrollers|Louisville|1948|0|0|0
Jake Carter|Baltimore Bullets|Texas A&M-Commerce|1948|0|0|0
Jack Burmaster|St. Louis Bombers|Illinois|1948|0|0|0
Mel McGaha|New York Knicks|Arkansas|1948|0|0|0
Arnie Ferrin|Minneapolis Lakers|Utah|1948|0|0|0
Ed Keim|Rochester Royals|Niagara|1948|0|0|0
Paul Yesavi|Rochester Royals|Niagara|1948|0|0|0
Warren Stickel|Rochester Royals|Syracuse|1948|0|0|0
Dick Shrider|New York Knicks|Ohio|1948|0|0|0
Hank O'Keefe|Rochester Royals|Canisius|1948|0|0|0
Lionel Melamed|Rochester Royals|City College of New York|1948|0|0|0
Alex Athas|Rochester Royals|Tulane|1948|0|0|0
Kenny Rollins|Ft. Wayne Zollner Pistons|Kentucky|1948|0|0|0
Quentin Stinson|Minneapolis Lakers|Southern Illinois|1948|0|0|0
Odie Spears|Chicago Stags|Western Kentucky|1948|0|0|0
Junior Skogland|Minneapolis Lakers|Gustavus Adolphus|1948|0|0|0
Bob Lowther|Minneapolis Lakers|Louisiana State|1948|0|0|0
