Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dominique Jones|Memphis Grizzlies|South Florida|2010|1|25|25
Quincy Pondexter|Oklahoma City Thunder|Washington|2010|1|26|26
Jordan Crawford|New Jersey Nets|Xavier|2010|1|27|27
Greivis Vasquez|Memphis Grizzlies|Maryland|2010|1|28|28
Daniel Orton|Orlando Magic|Kentucky|2010|1|29|29
Lazar Hayward|Washington Wizards|Marquette|2010|1|30|30
Tibor Pleiss|New Jersey Nets|Brose Baskets (Germany)|2010|2|1|31
Dexter Pittman|Miami Heat|Texas|2010|2|2|32
Hassan Whiteside|Sacramento Kings|Marshall|2010|2|3|33
Armon Johnson|Portland Trail Blazers|Nevada-Reno|2010|2|4|34
Nemanja Bjelica|Washington Wizards|KK Crvena zvezda (Serbia)|2010|2|5|35
Terrico White|Detroit Pistons|Mississippi|2010|2|6|36
Darington Hobson|Milwaukee Bucks|New Mexico|2010|2|7|37
Andy Rautins|New York Knicks|Syracuse|2010|2|8|38
Landry Fields|New York Knicks|Stanford|2010|2|9|39
Lance Stephenson|Indiana Pacers|Cincinnati|2010|2|10|40
Jarvis Varnado|Miami Heat|Mississippi State|2010|2|11|41
Da'Sean Butler|Miami Heat|West Virginia|2010|2|12|42
Devin Ebanks|Los Angeles Lakers|West Virginia|2010|2|13|43
Jerome Jordan|Milwaukee Bucks|Tulsa|2010|2|14|44
Paulao Prestes|Minnesota Timberwolves|CB Murcia (Spain)|2010|2|15|45
Gani Lawal|Phoenix Suns|Georgia Tech|2010|2|16|46
Tiny Gallon|Milwaukee Bucks|Oklahoma|2010|2|17|47
Latavious Williams|Miami Heat|Tulsa 66ers (D-League)|2010|2|18|48
Ryan Richards|San Antonio Spurs|CB Gran Canaria (Spain)|2010|2|19|49
Solomon Alabi|Dallas Mavericks|Florida State|2010|2|20|50
Magnum Rolle|Oklahoma City Thunder|Louisiana Tech|2010|2|21|51
Luke Harangody|Boston Celtics|Notre Dame|2010|2|22|52
Pape Sy|Atlanta Hawks|STB Le Havre (France)|2010|2|23|53
Willie Warren|Los Angeles Clippers|Oklahoma|2010|2|24|54
Jeremy Evans|Utah Jazz|Western Kentucky|2010|2|25|55
Hamady Ndiaye|Minnesota Timberwolves|Rutgers|2010|2|26|56
Ryan Reid|Indiana Pacers|Florida State|2010|2|27|57
Derrick Caracter|Los Angeles Lakers|Texas-El Paso|2010|2|28|58
Stanley Robinson|Orlando Magic|Connecticut|2010|2|29|59
Dwayne Collins|Phoenix Suns|Miami (FL)|2010|2|30|60
Blake Griffin|Los Angeles Clippers|Oklahoma|2009|1|1|1
Hasheem Thabeet|Memphis Grizzlies|Connecticut|2009|1|2|2
James Harden|Oklahoma City Thunder|Arizona State|2009|1|3|3
Tyreke Evans|Sacramento Kings|Memphis|2009|1|4|4
Ricky Rubio|Minnesota Timberwolves|Joventut Badalona (Spain)|2009|1|5|5
Jonny Flynn|Minnesota Timberwolves|Syracuse|2009|1|6|6
Stephen Curry|Golden State Warriors|Davidson|2009|1|7|7
Jordan Hill|New York Knicks|Arizona|2009|1|8|8
DeMar DeRozan|Toronto Raptors|Southern California|2009|1|9|9
Brandon Jennings|Milwaukee Bucks|Pallacanestro Virtus Roma (Italy)|2009|1|10|10
Terrence Williams|New Jersey Nets|Louisville|2009|1|11|11
Gerald Henderson|Charlotte Bobcats|Duke|2009|1|12|12
Tyler Hansbrough|Indiana Pacers|North Carolina|2009|1|13|13
Earl Clark|Phoenix Suns|Louisville|2009|1|14|14
