Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dewey Varner|Los Angeles Lakers|Tuskegee|1970|12|9|192
Ben McGilmer|Baltimore Bullets|Iowa|1970|12|10|193
Harry Lozon|San Diego Rockets|Old Dominion|1970|13|1|194
Ernest Hardy|Detroit Pistons|Harvard|1970|13|2|195
Larry Gray|Cincinnati Royals|Huston-Tillotson|1970|13|3|196
Allen McManus|Seattle SuperSonics|Winston-Salem State|1970|13|4|197
Kevin Wilson|Cleveland Cavaliers|Ashland|1970|13|5|198
Alex Boyd|Portland Trail Blazers|Nevada-Reno|1970|13|6|199
Fred Carpenter|Phoenix Suns|Hawaii|1970|13|7|200
Charles Bloodworth|Chicago Bulls|Northwestern State|1970|13|8|201
Garry Elliott|Los Angeles Lakers|Washington|1970|13|9|202
Dan Debardabi|Baltimore Bullets|Northern Arizona|1970|13|10|203
Clyde Oatis|San Diego Rockets|Aurora|1970|14|1|204
Randy Smith|Detroit Pistons|Buffalo State|1970|14|2|205
Andy Jennings|Cincinnati Royals|Alderson Broaddus|1970|14|3|206
Don Beeson|Seattle SuperSonics|Linfield|1970|14|4|207
Frank Loteridge|Portland Trail Blazers|Texas-Pan American|1970|14|5|208
Don Tomlinson|Cleveland Cavaliers|Missouri|1970|14|6|209
Chad Calabria|Phoenix Suns|Iowa|1970|14|7|210
Paul Funkhouser|Chicago Bulls|McKendree|1970|14|8|211
Ron Sanford|Los Angeles Lakers|New Mexico|1970|14|9|212
Mike Williams|Baltimore Bullets|Northern Arizona|1970|14|10|213
Jay Bond|San Diego Rockets|Washington|1970|15|1|214
Dennis Clark|Detroit Pistons|Springfield|1970|15|2|215
Mike Neer|Cincinnati Royals|Washington & Lee|1970|15|3|216
Rick Wanamaker|Cleveland Cavaliers|Drake|1970|15|4|217
John Canady|Portland Trail Blazers|Miami (FL)|1970|15|5|218
Walt Williams|Phoenix Suns|Miami (OH)|1970|15|6|219
Paul Otay|Chicago Bulls|Boise State|1970|15|7|220
Will Teague|Los Angeles Lakers|Youngstown State|1970|15|8|221
Ted Rose|Baltimore Bullets|Northern Michigan|1970|15|9|222
Dean Olofson|San Diego Rockets|Wayne State (MI)|1970|16|1|223
Harvey Mariatt|Detroit Pistons|Eastern Michigan|1970|16|2|224
Paul Favorite|Cincinnati Royals|Georgetown|1970|16|3|225
Doug Williams|Portland Trail Blazers|St. Mary's (TX)|1970|16|4|226
Stephen Wilson|Cleveland Cavaliers|Hanover|1970|16|5|227
Pete Walthour|Los Angeles Lakers|Fort Valley State|1970|16|6|228
Don Rather|Baltimore Bullets|Northern Arizona|1970|16|7|229
Dennis Dickens|San Diego Rockets|Azusa Pacific|1970|17|1|230
Bob Peterson|Cleveland Cavaliers|Concordia-Saint Paul|1970|17|2|231
Bob Thate|Los Angeles Lakers|Occidental|1970|17|3|232
Vince Fritz|Baltimore Bullets|Oregon State|1970|17|4|233
Jeff Cunningham|San Diego Rockets|California-Irvine|1970|18|1|234
Bruce Butchko|Portland Trail Blazers|Southern Illinois|1970|18|2|235
John Cannon|Cleveland Cavaliers|Grambling|1970|18|3|236
Rick Erickson|San Diego Rockets|Washington State|1970|19|1|237
Allen Waller|Cleveland Cavaliers|Saint Mary (KS)|1970|19|2|238
Mark Gabriel|Portland Trail Blazers|Hanover|1970|19|3|239
Kareem Abdul-Jabbar|Milwaukee Bucks|California-Los Angeles|1969|1|1|1
Neal Walk|Phoenix Suns|Florida|1969|1|2|2
